IDP1,PupaeSum,NumCriaderos,PupaeIndex,Illiteracy,Unemployment,Overcrowding,LarvaePresence,NumChildren,NumAdults,InterruptFreq,InterruptDurHrs,TrashCollectPerWk,LargeSolidColl,SewerConn,FumigLWs,AbateLWs,BiolarvLWs,CanopyUse,ProtectMesh,BreedingSites,VolCriadero,OutsideLocation,DirtyWater,WaterVol,week0,week1,week2
28575,2,1,2,4.232146473,8.509082338,3.174999952,1,4,4,0,0.87,3,1,0.92,1,0.235,0.74,0,0.405,0.58,0,1,0,28,7.700000048,0.325000003,0
43443,15,1,15,4.232146473,8.509082338,3.174999952,1,1.488333333,1,0,0,3,0.331428571,0.98,0.2565,0.85,0.19,1,1,0.88,20,0,0,1,6.409153243,0.562754873,0
28547,8,1,8,4.232146473,8.509082338,3.174999952,0,0,2,0,0.99,3,1,0.87,1,0.21,0.76,0,0.51,0.536666667,0,1,0,65,7.700000048,0.325000003,0
43448,13,1,13,4.232146473,8.509082338,3.174999952,1,1,2,0,0,3,1,1,0,1,0,1,0,1,5400,1,1,1,6.409153243,0.562754873,0
43786,27,3,9,4.670577678,7.894322621,2.919672452,1,2,1,0,0,3,0,0.87,1,1,1,1,0,0,5200,1,0,3,1.498095123,13.97126423,1.321403382
43777,39,1,39,4.670577678,7.894322621,2.919672452,1,0,1,0,0,3,0,1,0,1,1,1,0,1,24000,1,1,1,1.498095123,13.97126423,1.321403382
43832,7,1,7,4.670577678,7.894322621,2.919672452,1,0,3,0,0,3,0,1,0,1,1,1,0,0,2100,1,1,1,1.498095123,13.97126423,1.321403382
43781,4,1,4,4.670577678,7.894322621,2.919672452,1,8,9,0,0,3,0,1,1,1,1,1,1,1,360000,1,0,1,1.498095123,13.97126423,1.321403382
43775,27,2,14,3.314906235,11.64757216,2.800858527,1,3,11,0,0,3,0,0.88,0,1,1,1,0,1,4000,1,0,147,1.50671374,13.58981238,0.926710063
43764,26,1,26,3.314906235,11.64757216,2.800858527,1,0,3,0,0,3.13,0.24,0.94,0,1,0,1,0,1,6,1,1,1,1.50671374,13.58981238,0.926710063
43769,22,1,22,3.314906235,11.64757216,2.800858527,1,0,6,0,0,3,0,1,0,1,1,0,0,1,75000,1,0,1,1.50671374,13.58981238,0.926710063
43774,12,1,12,3.314906235,11.64757216,2.800858527,1,0,1,0,0,3,0,0.94,0,1,1,1,0,1,175000,1,0,1,1.50671374,13.58981238,0.926710063
6846,14,1,14,3.381943765,9.864383585,3.595194719,1,1,4,0,1.16,2,1,1,0,0,0,0,0,0,0,1,0,130,0,1.399999976,0
6801,7,1,7,3.381943765,9.864383585,3.595194719,1,0,3,0,0,2,1,1,0,0,0,0,0,0,0,1,1,146,2.667865585,33.83169108,23.05793827
6845,26,2,13,3.381943765,9.864383585,3.595194719,1,3,4,0,0.6,2,1,1,0,0,0,0,0,0,55125,1,0,147,2.667865585,33.83169108,23.05793827
6800,9,2,4,3.381943765,9.864383585,3.595194719,1,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,292,2.667865585,33.83169108,23.05793827
6843,6,1,6,3.381943765,9.864383585,3.595194719,1,3,2,0,0.00E+00,2,1,1,0,0,0,0,0,0,0,1,0,7,2.667865585,33.83169108,23.05793827
46767,26,1,26,3.381943765,9.864383585,3.595194719,1,3,4,0,0,4,1,1,0,1,1,1,0,1,3000,1,1,1,2.667865585,33.83169108,23.05793827
6847,6,1,6,3.381943765,9.864383585,3.595194719,1,1,3,0,0.36,2,1,1,0,1,0,0,0,0,216000,1,0,146,2.667865585,33.83169108,23.05793827
7009,2,1,2,3.381943765,9.864383585,3.595194719,1,0,3,0,0.46,2,1,0,0,0,0,0,0,0,6750,1,0,146,2.667865585,33.83169108,23.05793827
6848,38,1,38,3.381943765,9.864383585,3.595194719,1,2,8,0,0.48,2,1,1,0,0,0,0,0,0,36000,1,1,146,2.667865585,33.83169108,23.05793827
46560,19,1,19,3.381943765,9.864383585,3.595194719,1,0,5,0,0,3,1,1,1,1,0,1,0,1,18000,1,1,1,2.667865585,33.83169108,23.05793827
6805,17,1,17,3.381943765,9.864383585,3.595194719,1,1,3,0,0,2,1,0,0,1,0,0,0,0,40,1,0,146,2.667865585,33.83169108,23.05793827
6807,28,1,28,3.381943765,9.864383585,3.595194719,1,1,4,0,0,2,1,1,1,1,0,0,0,0,0,1,0,146,2.667865585,33.83169108,23.05793827
6799,65,3,22,3.381943765,9.864383585,3.595194719,1,0,6,0,0,2,0,1,1,0,1,0,0,0,0,1,0,293,2.667865585,33.83169108,23.05793827
46772,13,1,13,3.381943765,9.864383585,3.595194719,1,3,6,0,0,4,1,1,1,1,1,0,0,1,6000,1,0,1,2.667865585,33.83169108,23.05793827
6841,7,1,7,3.381943765,9.864383585,3.595194719,1,5,6,0,0.48,2,1,1,0,0,0,0,0,0,108000,1,0,146,2.667865585,33.83169108,23.05793827
46451,23,1,23,3.381943765,9.864383585,3.595194719,1,3,5,0,0,3,1,1,0,0,0,0,0,0,1012.5,1,1,1,2.667865585,33.83169108,23.05793827
47046,2,1,2,3.381943765,9.864383585,3.595194719,1,0,3,0,0,4,1,1,1,1,0,1,0,1,6,1,1,1,2.667865585,33.83169108,23.05793827
47014,7,1,7,3.381943765,9.864383585,3.595194719,1,1,4,0,0,4,1,1,1,1,1,1,0,1,375,1,1,1,2.667865585,33.83169108,23.05793827
6849,19,1,19,3.381943765,9.864383585,3.595194719,1,3,4,0,0.00E+00,2,1,1,0,0,0,0,0,0,0,1,0,146,2.667865585,33.83169108,23.05793827
6883,8,1,8,3.381943765,9.864383585,3.595194719,1,3,3,0,0.45,2,1,0,0,0,0,0,0,0,216000,1,0,146,2.667865585,33.83169108,23.05793827
6894,3,1,3,3.381943765,9.864383585,3.595194719,1,3,5,0,0.61,2,1,1,0,0,0,0,0,0,288000,1,0,146,2.667865585,33.83169108,23.05793827
46565,1,1,1,3.381943765,9.864383585,3.595194719,1,2,2,0,0,3,1,1,0,0,0,0.48,0,0,125000,1,0,1,2.667865585,33.83169108,23.05793827
46526,3,1,3,3.381943765,9.864383585,3.595194719,1,7,13,0,0,7,1,1,1,0,0,0,0,1,200,1,1,1,2.667865585,33.83169108,23.05793827
6966,5,1,5,3.381943765,9.864383585,3.595194719,1,4,5,0,0,3,1,1,0,0,0,0,0,0,300,1,0,1,2.667865585,33.83169108,23.05793827
46554,23,1,23,3.381943765,9.864383585,3.595194719,1,5,7,0,0,7,1,0.975,0,1,1,1,0,1,2500,1,1,1,2.667865585,33.83169108,23.05793827
46980,28,1,28,3.381943765,9.864383585,3.595194719,1,2,4,0,0,4,1,1,1,1,1,1,1,0,3000,1,1,1,2.667865585,33.83169108,23.05793827
14186,13,1,13,3.381943765,9.864383585,3.595194719,1,1,4,1,12,3,1,1,0,0,1,1,0,1,134560,1,0,1,2.667865585,33.83169108,23.05793827
46547,12,1,12,3.381943765,9.864383585,3.595194719,1,0,2,0,0,3,1,1,1,1,1,1,0,1,1250,1,1,1,2.667865585,33.83169108,23.05793827
46470,2,1,2,3.381943765,9.864383585,3.595194719,1,1,4,0,0,3,0.798,1,0,1,1,0,0,1,75,1,1,1,2.667865585,33.83169108,23.05793827
14142,4,1,4,3.381943765,9.864383585,3.595194719,1,0,2,1,12,4,1,1,0,0,1,1,0,1,97470,0,0,1,2.667865585,33.83169108,23.05793827
6905,3,1,3,3.381943765,9.864383585,3.595194719,1,0,1,0,1.03,2,1,1,0,0,0,0,0,0,216000,1,0,146,2.667865585,33.83169108,23.05793827
47112,13,1,13,3.381943765,9.864383585,3.595194719,1,3,3,0,0,2,1,1,0,0,1,1,0,1,900,1,1,1,2.667865585,33.83169108,23.05793827
46942,26,2,13,3.381943765,9.864383585,3.595194719,1,1,6,0,0,3,1,1,1,0,0,1,0,1,29,1,1,2,2.667865585,33.83169108,23.05793827
47200,13,1,13,3.381943765,9.864383585,3.595194719,1,1,3,0,0,3,1,1,1,1,0,0,1,1,1200,1,1,1,2.667865585,33.83169108,23.05793827
46523,26,1,26,3.381943765,9.864383585,3.595194719,1,0,3,0,0,4,0,1,1,1,1,1,1,1,9000,0.9,0,1,2.667865585,33.83169108,23.05793827
46763,3,1,3,3.381943765,9.864383585,3.595194719,1,4,5,0,0,3,1,1,0,1,0,1,0,0,4900,1,1,1,2.667865585,33.83169108,23.05793827
13999,34,1,34,3.381943765,9.864383585,3.595194719,1,2,2,1,12,4,1,1,0,0,1,1,0,1,50460,1,0,1,2.667865585,33.83169108,23.05793827
14014,27,1,27,3.381943765,9.864383585,3.595194719,1,2,2,1,12,4,1,1,0,0,1,1,0,1,48735,0,0,1,2.667865585,33.83169108,23.05793827
46592,24,2,12,3.381943765,9.864383585,3.595194719,1,0,3,0,0,3,1,1,1,1,0,1,0,1,1462.5,1,1,2,2.667865585,33.83169108,23.05793827
46479,38,2,19,3.381943765,9.864383585,3.595194719,1,4,9,0,0,4,1,1,1,1,1,0.736,1,1,36506.25,1,0,2,2.667865585,33.83169108,23.05793827
46568,1,1,1,3.381943765,9.864383585,3.595194719,1,2,5,0,0,3,1,1,0,1,0,1,0,1,14850,1,0,1,2.667865585,33.83169108,23.05793827
46573,12,1,12,3.381943765,9.864383585,3.595194719,1,2,5,0,0,4,1,1,1,1,1,1,1,1,12000,1,0,1,2.667865585,33.83169108,23.05793827
6994,2,1,2,3.381943765,9.864383585,3.595194719,1,9,10,0,0.71,2,1,1,0,0,0,0,0,0,324000,1,1,146,2.667865585,33.83169108,23.05793827
46749,14,1,14,3.381943765,9.864383585,3.595194719,1,1,3,0,0,3,1,1,1,0,0,1,0,1,3000,1,1,1,2.667865585,33.83169108,23.05793827
6827,10,2,5,3.381943765,9.864383585,3.595194719,1,2,2,0,0,2,1,1,0,0,0,0,0,0,0,1,0,104,2.667865585,33.83169108,23.05793827
6945,5,1,5,3.381943765,9.864383585,3.595194719,1,1,6,0,0.00E+00,2,1,1,0,0,0,0,0,0,0,1,1,64,2.667865585,33.83169108,23.05793827
46402,17,2,8,3.381943765,9.864383585,3.595194719,1,0,4,0,0,4,0.708,1,1,1,1,1,0,1,100125,0.89,0,2,2.667865585,33.83169108,23.05793827
6817,15,2,8,3.381943765,9.864383585,3.595194719,1,0,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,292,2.667865585,33.83169108,23.05793827
6836,1,1,1,3.381943765,9.864383585,3.595194719,1,1,3,0,0.43,2.13,0,1,0,0,0,0,0,0,216000,0,0,146,2.667865585,33.83169108,23.05793827
6838,28,2,14,3.381943765,9.864383585,3.595194719,1,4,4,0,0,2,1,1,1,0,0,0,0,0,72000,1,0,292,2.667865585,33.83169108,23.05793827
46465,26,1,26,3.381943765,9.864383585,3.595194719,1,0,5,0,0,4,0.8005,1,1,1,1,1,0,0,1500,1,1,1,2.667865585,33.83169108,23.05793827
46498,15,1,15,3.381943765,9.864383585,3.595194719,1,3,2,0,0,4,0,1,1,1,0,1,0,1,10,1,1,1,2.667865585,33.83169108,23.05793827
46475,9,1,9,3.381943765,9.864383585,3.595194719,1,0,1,0,0,4,0.87,1,1,1,1,1,0,1,50000,1,0,1,2.667865585,33.83169108,23.05793827
46492,5,1,5,3.381943765,9.864383585,3.595194719,1,1,4,0,0,4,0,1,0,0,0,1,1,1,2500,1,1,1,2.667865585,33.83169108,23.05793827
46902,20,1,20,3.381943765,9.864383585,3.595194719,1,0,3,0,0,3,1,1,0,0,0,0,1,1,1875,1,1,1,2.667865585,33.83169108,23.05793827
46541,28,1,28,3.381943765,9.864383585,3.595194719,1,0,3,0,0,7,1,1,0,0,0,1,0,0.82,320,1,1,1,2.667865585,33.83169108,23.05793827
6835,18,1,18,3.381943765,9.864383585,3.595194719,1,1,2,0,0,2,1,1,0,1,0,0,0,0,0,1,0,116,2.667865585,33.83169108,23.05793827
13756,4,1,4,3.381943765,9.864383585,3.595194719,1,0,1,1,6,4,1,1,1,0,1,1,1,1,255664,1,0,1,2.667865585,33.83169108,23.05793827
13980,11,1,11,3.381943765,9.864383585,3.595194719,1,0,4,1,12,4,1,1,1,0,1,1,0,1,204687,1,0,1,2.667865585,33.83169108,23.05793827
46350,2,1,2,3.381943765,9.864383585,3.595194719,1,2,12,0,0,3,1,0.95,0,1,1,0,1,1,80000,1,0,1,2.667865585,33.83169108,23.05793827
6828,70,4,18,3.381943765,9.864383585,3.595194719,1,2,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,396,2.667865585,33.83169108,23.05793827
6819,4,1,4,3.381943765,9.864383585,3.595194719,1,1,2,0,0,2,1,1,0,0,0,0,0,0,0,1,1,92,2.667865585,33.83169108,23.05793827
6822,3,1,3,3.381943765,9.864383585,3.595194719,1,4,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,146,2.667865585,33.83169108,23.05793827
46393,4,1,4,3.381943765,9.864383585,3.595194719,1,1,3,0,0,4,0.8405,1,1,1,1,0,0,1,10000,1,1,1,2.667865585,33.83169108,23.05793827
46397,8,1,8,3.381943765,9.864383585,3.595194719,1,1,3,0,0,4,0.749666667,1,0,1,1,1,1,1,800,1,1,1,2.667865585,33.83169108,23.05793827
46363,3,1,3,3.381943765,9.864383585,3.595194719,1,1,3,0,0,3,0,1,1,1,1,1,0,1,75000,0,1,1,2.667865585,33.83169108,23.05793827
46380,41,1,41,3.381943765,9.864383585,3.595194719,1,2,12,0,0,3,0,1,0,0,0,1,1,1,2400,1,1,1,2.667865585,33.83169108,23.05793827
46864,2,1,2,3.381943765,9.864383585,3.595194719,1,2,7,0,0,4,1,1,1,1,1,0,0,1,6000,1,0,1,2.667865585,33.83169108,23.05793827
46494,1,1,1,3.381943765,9.864383585,3.595194719,1,2,2,0,0,4,1,1,0,1,1,1,1,1,101250,1,0,1,2.667865585,33.83169108,23.05793827
13597,1,1,1,3.381943765,9.864383585,3.595194719,1,0,4,1,7,4,0,1,0,0,1,0,0,1,124800,0,0,1,2.667865585,33.83169108,23.05793827
46352,21,1,21,3.381943765,9.864383585,3.595194719,1,3,5,0,0,3,0,0,0,0,0,0,0,1,450,1,1,1,2.667865585,33.83169108,23.05793827
13954,7,1,7,3.381943765,9.864383585,3.595194719,1,1,3,1,12,3,1,1,0,0,1,1,0,1,30375,1,0,1,2.667865585,33.83169108,23.05793827
6826,23,2,12,3.381943765,9.864383585,3.595194719,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,151,2.667865585,33.83169108,23.05793827
46885,10,1,10,3.381943765,9.864383585,3.595194719,1,0,5,0,0,4,0.98,1,1,1,1,1,0,1,8000,1,1,1,2.667865585,33.83169108,23.05793827
45408,13,1,13,4.378351141,12.4410307,4.13795263,1,2,4,0,0,3,1,1,1,0,0,1,0.173333333,1,192000,1,0,1,2.667865585,33.83169108,23.05793827
46335,21,1,21,4.378351141,12.4410307,4.13795263,1,0,3,0,0,3,1,1,0,0,0,0,1,1,480,1,1,146,2.667865585,33.83169108,23.05793827
46779,3,1,3,4.378351141,12.4410307,4.13795263,1,2,3,1,0,3,1,1,0,1,1,1,0,1,2000,1,1,1,2.667865585,33.83169108,23.05793827
46317,1,1,1,4.378351141,12.4410307,4.13795263,1,2,3,0,0,3,1,1,1,1,1,0,0,0,1875,1,1,1,2.667865585,33.83169108,23.05793827
45404,81,2,40,4.378351141,12.4410307,4.13795263,1,2,3,0,0,3,1,1,1,0,0,1,0,1,136125,0,0,2,2.667865585,33.83169108,23.05793827
46286,5,1,5,4.378351141,12.4410307,4.13795263,1,1,3,0,0,3,1,1,1,1,1,1,1,1,90000,1,1,1,2.667865585,33.83169108,23.05793827
46844,9,1,9,4.378351141,12.4410307,4.13795263,1,6,3,0,0,6,0.89,0.95,0,0,0,1,0,1,242000,1,1,1,2.667865585,33.83169108,23.05793827
46348,6,1,6,4.378351141,12.4410307,4.13795263,1,2,5,0,0,3,1,1,1,1,1,0,0,1,500,0.975,0,1,2.667865585,33.83169108,23.05793827
46193,36,1,36,4.378351141,12.4410307,4.13795263,1,2,2,0,0,3,1,1,1,1,1,1,0,1,4500,1,1,1,2.667865585,33.83169108,23.05793827
45419,15,1,15,4.378351141,12.4410307,4.13795263,1,1,4,0,0,3,1,1,1,1,1,1,0,1,12000,1,1,1,2.667865585,33.83169108,23.05793827
46728,6,1,6,4.378351141,12.4410307,4.13795263,1,0,2,1,24,7,1,1,1,1,0,1,0,1,400,1,1,1,2.667865585,33.83169108,23.05793827
45406,2,1,2,4.378351141,12.4410307,4.13795263,1,1,4,0,0,3,1,1,0,1,1,1,1,1,675,1,1,1,2.667865585,33.83169108,23.05793827
46269,19,1,19,4.378351141,12.4410307,4.13795263,1,0,3,0,0,3,1,1,1,1,1,1,0,1,4800,1,1,1,2.667865585,33.83169108,23.05793827
46283,8,1,8,4.378351141,12.4410307,4.13795263,1,3,4,0,0,3,1,1,1,0,1,1,0,1,1200000,1,0,1,2.667865585,33.83169108,23.05793827
45416,13,1,13,4.378351141,12.4410307,4.13795263,1,4,2,0,0,3,1,1,1,1,1,1,0,1,1500,1,1,1,2.667865585,33.83169108,23.05793827
46220,52,2,26,4.378351141,12.4410307,4.13795263,1,1,5,0,0,3,1,1,1,1,1,1,0,1,322.5,1,1,2,2.667865585,33.83169108,23.05793827
46353,37,1,37,4.378351141,12.4410307,4.13795263,1,0,2,0,0,3,1,1,1,0,0,1,0,1,1125,1,0,1,2.667865585,33.83169108,23.05793827
46176,10,2,5,4.378351141,12.4410307,4.13795263,1,1,3,0,0,3,1,1,1,1,1,1,1,1,26000,1,1,24,2.667865585,33.83169108,23.05793827
42319,1,1,1,2.954415207,9.356384055,3.412919445,1,1.685,2,1,0,3,0,0,1,0,1,1,0,1,180000,1,0,1,2.667865585,33.83169108,23.05793827
29502,1,1,1,1.331701652,8.398190288,3.458378832,1,0,6,0,0,3,1,0.79,1,0,0.611666667,0,0.38,0.655714286,24000,1,0,1,2.667865585,33.83169108,23.05793827
29397,1,1,1,1.331701652,8.398190288,3.458378832,1,2,1,0,0,1,1,0.8,0,0,0.431666667,0,0.245,0.36,0,1,1,68,2.667865585,33.83169108,23.05793827
