"","PupaeIndex","Illiteracy","Unemploy","Overcrowd","LarvaePres","NumChildren","NumAdults","InterruptFreq","InterruptD","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2","IncPov","ExtrPov","HHOverC","PubWater","Sewerage","BasicSer","GlobalEmp","Unemployment","SecSchool"
"34",6,1.84816742,9.895732203,4.215658465,1,2,8,0,0,3,1,1,1,0,0,0,1,0,1,0,1,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"35",21,1.84816742,9.895732203,4.215658465,1,0,2,0,0,3,1,1,1,0,0,0,1,360000,1,0,1,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"36",1,1.84816742,9.895732203,4.215658465,1,3,5,0,0,3,1,1,1,0,0,0,1,0,1,0,23,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"37",2,1.84816742,9.895732203,4.215658465,1,4,2,0,0,3,1,1,1,0,0,0,1,0,1,0,1,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"38",5,1.84816742,9.895732203,4.215658465,1,6,3,0,0,3,1,1,1,0,0,0,1,80000,1,0,1,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"39",1,1.84816742,9.895732203,4.215658465,1,3,4,0,0,3,1,1,1,0,0,0,1,0,1,1,64,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"40",12,1.84816742,9.895732203,4.215658465,1,0,2,0,0,3,1,1,1,0,0,0,1,0,1,0,90,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"41",8,1.84816742,9.895732203,4.215658465,1,0,3,0,0,3,1,1,1,0,0,0,1,0,1,1,92,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"42",7,1.84816742,9.895732203,4.215658465,1,0,5,0,0,3,1,1,1,0,0,0,1,0,1,0,1,-79.90846,-2.21084,36.09407959,15.78118084,22.89616769,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"43",5,3.744929195,11.7108967,3.033398897,1,0,4,0,1,3,1,1,0,0,1,0,0,1728,0,1,1,-79.90823,-2.2212,0.169591813,6.992085614,0,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"44",1,1.331701652,8.398190288,3.458378832,1,0,6,0,0,3,1,1,1,0,1,0,1,24000,1,0,1,-79.90744,-2.20293,0,0.304361233,0.200000003,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"45",1,1.331701652,8.398190288,3.458378832,1,2,1,0,0,1,1,1,0,0,1,0,0,0,1,1,68,-79.90744,-2.20293,0,0.304361233,0.200000003,0.084983825985046,0.01043084626103,0.082700890815412,0.998815631660555,0.99880459184249,0.947200507673633,0.960492735545613,0.039507264454387,0.900244028175116
"46",9,4.670577678,7.894322621,2.919672452,1,2,1,0,0,3,0,1,1,1,1,1,1,5200,1,0,3,-79.934642,-2.233916,1.498095123,13.97126423,1.321403382,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"47",4,4.670577678,7.894322621,2.919672452,1,8,9,0,0,3,0,1,1,1,1,1,1,360000,1,0,1,-79.934345,-2.234096,1.498095123,13.97126423,1.321403382,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"48",39,4.670577678,7.894322621,2.919672452,1,0,1,0,0,3,0,1,0,1,1,1,0,24000,1,1,1,-79.93413,-2.233508,1.498095123,13.97126423,1.321403382,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"49",14,3.314906235,11.64757216,2.800858527,1,3,11,0,0,3,0,1,0,1,1,1,0,4000,1,0,147,-79.934076,-2.234196,1.50671374,13.58981238,0.926710063,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"50",22,3.314906235,11.64757216,2.800858527,1,0,6,0,0,3,0,1,0,1,1,0,0,75000,1,0,1,-79.930601,-2.239919,1.50671374,13.58981238,0.926710063,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"51",26,3.314906235,11.64757216,2.800858527,1,0,3,0,0,3,0,1,0,1,0,1,0,6,1,1,1,-79.930007,-2.239358,1.50671374,13.58981238,0.926710063,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"52",7,4.670577678,7.894322621,2.919672452,1,0,3,0,0,3,0,1,0,1,1,1,0,2100,1,1,1,-79.928522,-2.241718,1.498095123,13.97126423,1.321403382,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"53",12,3.314906235,11.64757216,2.800858527,1,0,1,0,0,3,0,1,0,1,1,1,0,175000,1,0,1,-79.928476,-2.243563,1.50671374,13.58981238,0.926710063,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"54",8,4.232146473,8.509082338,3.174999952,1,4,2,0,0,3,0,1,0,1,0,1,0,600,1,1,2,-79.925462,-2.245216,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"55",10,4.232146473,8.509082338,3.174999952,1,2,5,0,0,3,0,1,1,1,0,1,1,3600,1,1,2,-79.925264,-2.245342,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"56",14,4.232146473,8.509082338,3.174999952,1,1,3,0,0,3,0,1,0,1,0,1,0,175000,1,0,1,-79.92521,-2.246518,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"57",1,4.232146473,8.509082338,3.174999952,1,5,6,0,0,3,0,1,0,1,0,1,0,1e+05,1,0,1,-79.925183,-2.245361,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"58",33,4.232146473,8.509082338,3.174999952,1,2,4,0,0,3,0,1,0,1,0,1,0,0,0,0,1,-79.925147,-2.246527,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"59",1,4.232146473,8.509082338,3.174999952,1,1,3,1,24,7,1,1,0,1,0,0,0,3025,1,0,1,-79.925066,-2.245912,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"60",15,4.232146473,8.509082338,3.174999952,1,2,1,0,0,3,0,1,0,1,0,1,0,20,0,0,1,-79.924904,-2.246473,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"61",4,4.232146473,8.509082338,3.174999952,1,2,3,0,0,3,0,1,0,1,0,1,0,2e+05,1,0,1,-79.924761,-2.244745,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"62",13,4.232146473,8.509082338,3.174999952,1,1,2,0,0,3,1,1,0,1,0,1,0,5400,1,1,1,-79.924732,-2.247359,6.409153243,0.562754873,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"63",2,4.232146473,8.509082338,3.174999952,1,4,3,0,1,3,1,1,0,0,1,0,0,0,1,0,1,-79.92443,-2.24438,7.700000048,0.325000003,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"64",3,4.232146473,8.509082338,3.174999952,1,0,3,0,1,3,1,1,1,0,1,0,1,0,1,0,146,-79.92443,-2.24438,7.700000048,0.325000003,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"65",8,4.232146473,8.509082338,3.174999952,1,7,6,0,1,3,1,1,1,0,1,0,1,0,1,0,65,-79.92443,-2.24438,7.700000048,0.325000003,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"66",2,4.232146473,8.509082338,3.174999952,1,1,2,0,0,3,1,1,1,0,1,0,1,0,1,0,92,-79.92443,-2.24438,7.700000048,0.325000003,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"67",18,4.232146473,8.509082338,3.174999952,1,1,4,0,1,3,1,1,0,0,1,0,0,0,1,0,93,-79.92443,-2.24438,7.700000048,0.325000003,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"68",10,4.232146473,8.509082338,3.174999952,1,1,4,0,1,3,1,1,0,0,1,0,0,0,1,0,93,-79.92443,-2.24438,7.700000048,0.325000003,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"69",2,4.232146473,8.509082338,3.174999952,1,4,4,0,0,3,1,1,1,0,1,0,1,0,1,0,28,-79.92443,-2.24438,7.700000048,0.325000003,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"70",8,4.232146473,8.509082338,3.174999952,0,0,2,0,1,3,1,1,1,0,1,0,1,0,1,0,65,-79.92443,-2.24438,7.700000048,0.325000003,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"71",8,3.810821811,9.384671517,2.473238732,1,2,5,0,0,3,0,1,0,0,1,1,0,202500,1,0,1,-79.9223,-2.241849,12.75555547,0.399999999,9.588888804,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"72",7,3.810821811,9.384671517,2.473238732,1,1,4,0,0,3,0,1,0,0,0,1,0,100,0,1,1,-79.922281,-2.242563,12.75555547,0.399999999,9.588888804,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"73",2,3.810821811,9.384671517,2.473238732,1,1,2,0,0,3,0,1,0,0,1,1,0,196,1,1,1,-79.922039,-2.241767,12.75555547,0.399999999,9.588888804,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"74",6,3.810821811,9.384671517,2.473238732,1,2,2,0,0,3,0,1,0,0,0,0,0,96000,0,0,1,-79.921958,-2.242274,12.75555547,0.399999999,9.588888804,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"75",18,3.810821811,9.384671517,2.473238732,1,2,3,0,0,3,0,1,0,0,1,1,0,31500,1,0,1,-79.921905,-2.240826,0,12.75555547,0.399999999,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"76",21,3.810821811,9.384671517,2.473238732,1,2,5,0,0,3,0,1,1,0,0,1,1,4500,1,1,1,-79.921811,-2.245566,7.32777781,0.59444444,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"77",4,3.810821811,9.384671517,2.473238732,1,2,3,0,0,2,0,0,0,0,0,1,0,84000,1,1,1,-79.92164,-2.245738,7.32777781,0.59444444,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"78",1,3.810821811,9.384671517,2.473238732,1,2,3,0,0,2,0,1,0,0,0,1,0,84000,1,1,1,-79.92164,-2.245738,7.32777781,0.59444444,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"79",7,3.810821811,9.384671517,2.473238732,1,4,2,0,0,3,0,1,0,0,1,1,0,2250,1,1,1,-79.921535,-2.242762,12.75555547,0.399999999,9.588888804,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"80",12,3.810821811,9.384671517,2.473238732,1,4,3,1,24,3,0,1,1,1,1,1,1,1250,0,1,1,-79.921337,-2.242101,12.75555547,0.399999999,9.588888804,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"81",7,3.810821811,9.384671517,2.473238732,1,2,3,0,0,3,0,1,0,0,1,1,0,176000,0,1,1,-79.921292,-2.242517,12.75555547,0.399999999,9.588888804,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"82",8,3.810821811,9.384671517,2.473238732,1,2,4,0,0,3,0,1,1,0,0,0,1,175000,1,0,1,-79.921121,-2.242155,12.75555547,0.399999999,9.588888804,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"83",2,3.810821811,9.384671517,2.473238732,1,2,2,0,0,3,0,0,0,0,0,1,0,12000,0,1,1,-79.920795,-2.246271,7.32777781,0.59444444,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
"84",7,3.810821811,9.384671517,2.473238732,1,2,3,0,0,3,0,1,1,1,1,1,1,168000,0,0,1,-79.92057,-2.245402,7.32777781,0.59444444,0,0.104553074372995,0.020215594874473,0.093724369322794,0.998243577414559,0.997428579009741,0.96653699204321,0.957371845873176,0.042628154126823,0.873978164714293
