"","X","LarvSum","NumCriaderos","LarvaeIndex","Illiteracy","Unemployment","Overcrowding","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"126",126,9,1,9,3.64583542633338,11.3181509082553,3.27499997615814,1,1,5,1,12,4,1,1,0,0,1,1,0,0,5e+05,1,0,1,-79.8869,-2.282305,19.0959609821184,0.614884358667575,1.29433587615642
"127",127,7,1,7,3.64583542633338,11.3181509082553,3.27499997615814,1,0,1,1,3,7,1,1,1,0,0,1,1,0,67280,1,0,1,-79.88179,-2.25329,3.401069011122,36.1650256475139,20.0215768682467
"128",128,9,2,4,3.64583542633338,11.3181509082553,3.27499997615814,1,1,6,1,12,3,1,1,0,0,1,1,0,0,25867.5,1,0,2,-79.88709,-2.28404,0.614884358667575,1.29433587615642,4.57342516780253
"129",129,13,1,13,3.64583542633338,11.3181509082553,3.27499997615814,1,0,3,1,2,3,1,1,0,0,1,1,0,0,288000,1,0,1,-79.88303,-2.25752,3.401069011122,36.1650256475139,20.0215768682467
"130",130,13,1,13,3.64583542633338,11.3181509082553,3.27499997615814,1,4,4,0,0,3,1,1,1,1,1,1,1,1,12000,1,1,146,-79.88654,-2.27419,0.949999988079071,2.375,2.77499997615814
"131",131,3,1,3,3.64583542633338,11.3181509082553,3.27499997615814,1,1,3,1,2,3,0,1,0,0,1,1,0,0,180000,1,0,1,-79.8822,-2.27997,0,0.100000001490116,0.057484839951752
"132",132,1,1,1,3.64583542633338,11.3181509082553,3.27499997615814,1,0,3,1,12,3,1,1,0,0,1,1,0,0,400,0,0,1,-79.8884,-2.28394,0.614884358667575,1.29433587615642,4.57342516780253
"133",133,60,1,60,3.64583542633338,11.3181509082553,3.27499997615814,1,1,1,1,3,3,0,1,1,0,1,1,1,0,36000,0,0,1,-79.88811,-2.28301,0,0.100000001490116,0.057484839951752
"134",134,21,1,21,3.64583542633338,11.3181509082553,3.27499997615814,0,4,3,1,12,3,1,1,0,0,1,1,0,0,100920,1,0,1,-79.88851,-2.28395,0.614884358667575,1.29433587615642,4.57342516780253
"135",135,21,2,10,3.64583542633338,11.3181509082553,3.27499997615814,1,2,5,1,2,4,1,1,0,0,1,1,0,0,5e+05,1,0,2,-79.88354,-2.25708,3.401069011122,36.1650256475139,20.0215768682467
"136",136,16,1,16,3.64583542633338,11.3181509082553,3.27499997615814,1,3,2,1,2,3,1,1,0,0,1,1,0,0,9000,1,1,1,-79.88332,-2.25669,3.401069011122,36.1650256475139,20.0215768682467
"137",137,49,1,49,3.64583542633338,11.3181509082553,3.27499997615814,1,4,6,1,12,3,1,1,0,0,1,1,0,0,9000,1,0,1,-79.88709,-2.28435,0.614884358667575,1.29433587615642,4.57342516780253
"138",138,16,1,16,3.64583542633338,11.3181509082553,3.27499997615814,1,1,4,1,12,3,1,1,0,0,1,1,0,0,100920,1,1,1,-79.8875,-2.28407,0.614884358667575,1.29433587615642,4.57342516780253
"139",139,3,1,3,3.64583542633338,11.3181509082553,3.27499997615814,1,3,5,1,12,4,1,1,0,0,0,1,0,0,33640,1,0,1,-79.88848,-2.28342,19.0959609821184,0.614884358667575,1.29433587615642
"140",140,15,1,15,3.64583542633338,11.3181509082553,3.27499997615814,0,0,3,1,12,4,1,1,0,0,1,1,0,0,2e+05,1,0,1,-79.88777,-2.28216,19.0959609821184,0.614884358667575,1.29433587615642
"141",141,3,1,3,3.64583542633338,11.3181509082553,3.27499997615814,1,2,5,1,3,7,1,1,0,0,1,1,0,0,36000,1,0,1,-79.88187,-2.25378,3.401069011122,36.1650256475139,20.0215768682467
"142",142,21,3,7,3.64583542633338,11.3181509082553,3.27499997615814,1,4,4,0,0,3,1,1,1,1,1,1,1,1,83366.6666666667,1,0,3,-79.88645,-2.27408,0.949999988079071,2.375,2.77499997615814
"143",143,32,1,32,3.64583542633338,11.3181509082553,3.27499997615814,1,0,4,1,12,3,1,1,0,0,1,1,0,0,100920,1,0,1,-79.88805,-2.128438,0.614884358667575,1.29433587615642,4.57342516780253
"144",144,4,1,4,3.64583542633338,11.3181509082553,3.27499997615814,1,1,2,1,2,0,1,1,0,0,0,1,0,0,9000,1,0,1,-79.88216,-2.25543,3.401069011122,36.1650256475139,20.0215768682467
"145",145,34,1,34,3.64583542633338,11.3181509082553,3.27499997615814,1,3,1,1,3,3,0,1,1,0,1,1,1,0,360000,1,0,1,-79.88839,-2.28194,0,0.100000001490116,0.057484839951752
"146",146,8,1,8,3.64583542633338,11.3181509082553,3.27499997615814,1,3,7,1,12,3,1,1,0,0,1,1,0,0,100920,1,0,1,-79.88739,-2.28404,0.614884358667575,1.29433587615642,4.57342516780253
"147",147,11,1,11,3.64583542633338,11.3181509082553,3.27499997615814,1,1,3,1,3,3,1,1,0,0,1,1,0,0,360000,1,0,1,-79.88343,-2.25745,3.401069011122,36.1650256475139,20.0215768682467
"148",148,79,1,79,3.64583542633338,11.3181509082553,3.27499997615814,1,1,2,1,3,3,0,1,1,0,1,1,1,0,49000,1,0,1,-79.88643,-2.27904,0,0.100000001490116,0.057484839951752
"149",149,78,1,78,3.64583542633338,11.3181509082553,3.27499997615814,0,1,7,1,12,3,1,1,0,0,1,1,0,0,2e+05,1,0,1,-79.88812,-2.28464,0.614884358667575,1.29433587615642,4.57342516780253
"150",150,6,1,6,3.64583542633338,11.3181509082553,3.27499997615814,1,2,3,1,3,3,1,1,0,0,1,1,0,0,216000,1,0,1,-79.88286,-2.25716,3.401069011122,36.1650256475139,20.0215768682467
"151",151,10,1,10,3.64583542633338,11.3181509082553,3.27499997615814,0,2,3,1,2,3,0,1,0,0,1,1,0,0,0,1,0,1,-79.88471,-2.27968,0,0.100000001490116,0.057484839951752
"152",152,4,1,4,3.64583542633338,11.3181509082553,3.27499997615814,1,0,4,1,3,7,1,1,0,0,1,1,0,0,288000,0,0,1,-79.88191,-2.25368,3.401069011122,36.1650256475139,20.0215768682467
"153",153,23,1,23,3.64583542633338,11.3181509082553,3.27499997615814,1,4,6,1,12,4,1,1,0,0,1,1,0,0,900,1,0,1,-79.88835,-2.5282875,19.0959609821184,0.614884358667575,1.29433587615642
"154",154,45,1,45,3.64583542633338,11.3181509082553,3.27499997615814,1,1,7,1,3,3,0,1,1,0,1,1,1,0,294000,1,0,1,-79.88539,-2.27741,0,0.100000001490116,0.057484839951752
"155",155,27,1,27,3.64583542633338,11.3181509082553,3.27499997615814,1,2,3,1,3,3,0,1,1,0,1,1,1,0,288000,1,0,1,-79.88776,-2.27926,0,0.100000001490116,0.057484839951752
"156",156,5,1,5,3.21311507608097,11.875942356115,3.39499998092651,1,0,6,0,0,3,1,1,0,0,0,0,0,0,0,1,0,23,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"157",157,2,1,2,3.21311507608097,11.875942356115,3.39499998092651,1,0,5,0,0,3,1,1,0,0,0,0,0,0,0,1,0,64,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"158",158,2,1,2,3.21311507608097,11.875942356115,3.39499998092651,1,2,2,0,0,3,1,1,0,0,0,0,0,0,0,1,0,64,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"159",159,8,1,8,3.21311507608097,11.875942356115,3.39499998092651,1,2,3,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"160",160,2,1,2,3.21311507608097,11.875942356115,3.39499998092651,1,0,1,0,0,3,1,1,0,0,0,0,0,0,0,1,1,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"161",161,50,1,50,1.63148322950579,7.78030092451839,1.95491203166566,1,1,4,1,3,3,1,1,1,0,0,0,1,0,384,0,0,1,-79.8883,-2.11892,0,0,0
"162",162,54,1,54,1.63148322950579,7.78030092451839,1.95491203166566,1,0,4,1,4,3,1,1,1,0,0,0,1,0,24857,1,0,1,-79.88585,-2.12175,0,0,0
"163",163,16,1,16,1.63148322950579,7.78030092451839,1.95491203166566,1,1,3,1,5,7,1,1,0,0,0,0,0,0,24948,1,0,1,-79.8838,-2.11859,0,0,0
"164",164,47,1,47,3.25324823017822,8.88111358403028,2.14536635642218,1,1,4,0,0,4,1,1,0,0,1,1,0,0,255600,1,0,1,-79.91591,-2.12575,0,0.100000001490116,0
"165",165,4,1,4,3.25324823017822,8.88111358403028,2.14536635642218,1,2,2,1,0,3,0,1,0,0,1,0,0,0,68076,1,1,1,-79.91499,-2.12433,0,0.100000001490116,0
"166",166,74,1,74,3.25324823017822,8.88111358403028,2.14536635642218,1,0,2,0,0,2,1,1,1,0,1,1,1,0,100920,1,0,1,-79.91678,-2.12483,0,0.100000001490116,0
"167",167,1,1,1,3.25324823017822,8.88111358403028,2.14536635642218,1,1,3,1,3,3,1,1,1,0,1,1,1,0,637,1,0,1,-79.91565,-2.12226,0,0.100000001490116,0
"168",168,72,1,72,3.25324823017822,8.88111358403028,2.14536635642218,1,0,2,0,0,2,0,1,0,0,1,0,0,0,24300,1,0,1,-79.91423,-2.12539,0,0.100000001490116,0
"169",169,11,1,11,3.25324823017822,8.88111358403028,2.14536635642218,1,3,4,1,0,3,0,1,0,0,1,0,0,0,7200,1,1,1,-79.91492,-2.122231,0,0.100000001490116,0
"170",170,12,1,12,3.25324823017822,8.88111358403028,2.14536635642218,1,1,4,1,8,3,1,1,0,0,1,1,0,0,279212,1,0,1,-79.91667,-2.12516,0,0.100000001490116,0
"171",171,5,1,5,3.25324823017822,8.88111358403028,2.14536635642218,1,3,7,1,3,3,1,1,1,0,1,1,1,0,110450,1,0,1,-79.91628,-2.12456,0,0.100000001490116,0
"172",172,36,1,36,3.25324823017822,8.88111358403028,2.14536635642218,1,2,4,1,12,3,1,1,1,0,1,1,1,0,722,1,1,1,-79.91728,-2.12451,0,0.100000001490116,0
"173",173,5,1,5,0.952244422599025,6.61676249689141,1.59788253898236,1,1,3,1,24,7,0,1,0,0,0,0,0,0,448,1,0,1,-79.894279,-2.1770305,0,20.8800182987089,0.198481583444688
"174",174,4,1,4,1.88272521600353,9.91883007725793,3.01999998092651,1,1,5,0,0,3,1,0,0,0,0,0,0,0,0,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"175",175,1,1,1,1.88272521600353,9.91883007725793,3.01999998092651,1,4,1,0,0,3,1,0,0,0,1,0,0,0,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"176",176,12,2,6,1.88272521600353,9.91883007725793,3.01999998092651,1,2,1,0,0,3,1,0,0,0,1,0,0,0,1200,1,1,48,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"177",177,2,1,2,1.88272521600353,9.91883007725793,3.01999998092651,1,2,4,0,0,3,1,0,0,0,0,0,0,0,100,1,0,30,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"178",178,4,1,4,1.88272521600353,9.91883007725793,3.01999998092651,1,5,7,0,0,3,1,0,0,0,1,0,0,0,1800,0,0,28,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"179",179,10,2,5,1.88272521600353,9.91883007725793,3.01999998092651,1,3,3,0,0,3,1,0,0,0,1,0,0,0,1600,1,1,184,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"180",180,2,1,2,1.88272521600353,9.91883007725793,3.01999998092651,1,1,2,0,0,3,1,0,0,0,1,0,0,0,3000,1,1,92,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"181",181,11,2,6,1.88272521600353,9.91883007725793,3.01999998092651,1,3,2,0,0,0,1,0,0,0,1,0,0,0,2100,1,1,113,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"182",182,2,2,1,1.88272521600353,9.91883007725793,3.01999998092651,1,5,2,0,0,3,1,0,0,0,1,0,0,0,3,1,1,208,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"183",183,5,1,5,1.88272521600353,9.91883007725793,3.01999998092651,0,4,2,0,0,3,1,0,0,0,1,0,0,0,1,1,1,1,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"184",184,3,1,3,1.88272521600353,9.91883007725793,3.01999998092651,1,3,2,0,0,3,1,0,0,0,1,0,0,0,200,1,1,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"185",185,5,1,5,2.2226994210717,7.66187358544587,2.79785659938798,1,0,2,1,3,3,1,1,0,0,1,1,0,0,3000,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"186",186,11,1,11,2.2226994210717,7.66187358544587,2.79785659938798,1,3,5,1,12,4,1,1,0,0,1,1,0,0,129960,1,0,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632
"187",187,10,1,10,2.2226994210717,7.66187358544587,2.79785659938798,1,0,4,1,12,3,1,1,0,0,1,1,0,0,324900,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"188",188,45,2,22,2.2226994210717,7.66187358544587,2.79785659938798,1,5,6,1,2,3,1,1,0,0,1,1,0,0,300,1,0,2,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"189",189,13,2,6,2.2226994210717,7.66187358544587,2.79785659938798,1,0,6,1,3,3,1,1,0,0,1,1,0,0,41000,1,0,2,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"190",190,10,2,5,2.2226994210717,7.66187358544587,2.79785659938798,1,0,2,1,3,3,1,1,0,0,0,1,0,0,13000,1,0,2,-79.88094,-2.25723,7.70869638500125,0,1.49919831025486
"191",191,21,1,21,2.2226994210717,7.66187358544587,2.79785659938798,1,0,4,1,4,3,1,1,0,0,0,1,0,0,336400,1,0,1,-79.88902,-2.24754,0.949999988079071,3.32146250339649,36.14939815158
"192",192,2,1,2,2.2226994210717,7.66187358544587,2.79785659938798,1,2,5,1,2,7,1,1,0,0,0,0,0,0,24000,1,0,1,-79.8895,-2.25069,0.949999988079071,3.32146250339649,36.14939815158
"193",193,2,1,2,2.2226994210717,7.66187358544587,2.79785659938798,1,0,3,0,0,3,1,0,0,1,1,0,0,1,3,1,1,92,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"194",194,39,1,39,2.2226994210717,7.66187358544587,2.79785659938798,1,3,2,1,3,3,1,1,0,0,1,1,0,0,21600,1,0,1,-79.88156,-2.25535,20.3737097105773,7.70869638500125,0
"195",195,18,1,18,2.2226994210717,7.66187358544587,2.79785659938798,1,0,1,1,4,3,1,1,0,0,1,1,0,0,500,1,1,1,-79.88173,-2.25516,20.3737097105773,7.70869638500125,0
"196",196,1,1,1,2.2226994210717,7.66187358544587,2.79785659938798,1,1,3,1,3,3,1,1,0,0,1,1,0,0,500,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"197",197,5,1,5,2.2226994210717,7.66187358544587,2.79785659938798,1,0,2,1,12,4,1,1,0,0,1,1,0,0,0,1,1,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632
"198",198,46,2,23,2.2226994210717,7.66187358544587,2.79785659938798,1,0,2,1,2,7,1,1,0,0,0,0,0,0,5250,1,1,2,-79.8894,-2.25029,0.949999988079071,3.32146250339649,36.14939815158
"199",199,1,1,1,2.2226994210717,7.66187358544587,2.79785659938798,1,0,12,1,24,3,0,1,1,0,1,1,1,0,216000,0,0,1,-79.88126,-2.25722,0.100000001490116,0,0
"200",200,3,1,3,2.2226994210717,7.66187358544587,2.79785659938798,1,1,5,1,24,3,0,1,1,0,1,1,1,0,7200,1,0,1,-79.88106,-2.2557,0.100000001490116,0,0
"201",201,1,1,1,2.2226994210717,7.66187358544587,2.79785659938798,1,0,1,0,0,3,1,0,0,1,1,0,0,1,1,1,0,7,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"202",202,4,1,4,2.2226994210717,7.66187358544587,2.79785659938798,1,0,5,1,2,7,1,1,0,0,0,0,0,0,45000,1,0,1,-79.88959,-2.25005,0.949999988079071,3.32146250339649,36.14939815158
"203",203,56,1,56,2.2226994210717,7.66187358544587,2.79785659938798,1,0,4,1,12,4,0,1,0,0,1,1,0,0,10500,1,1,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632
"204",204,3,1,3,2.2226994210717,7.66187358544587,2.79785659938798,1,0,1,1,3,3,1,1,0,0,1,1,0,0,180000,1,0,1,-79.88189,-2.25356,20.3737097105773,7.70869638500125,0
"205",205,7,1,7,2.2226994210717,7.66187358544587,2.79785659938798,1,3,2,1,12,2,1,1,0,0,1,0,0,0,168200,1,0,1,-79.8799,-2.254835,1.49919831025486,1.33963907229663,18.6080532901632
"206",206,2,1,2,3.69528777089815,6.72073360329303,2.92999994754791,1,2,3,0,0,3,1,1,1,0,1,1,1,0,4500,0,1,1,-79.9462,-2.13019,0.349999994039536,0,0.100000001490116
"207",207,10,1,10,1.93166130137686,8.89395024679486,2.36933854711851,1,2,7,0,0,3,1,1,0,1,1,1,0,1,4200,1,1,1,-79.89902,-2.25446,0,0,0
"208",208,2,1,2,1.93166130137686,8.89395024679486,2.36933854711851,1,0,4,0,0,3,1,1,0,0,0,0,0,0,3e+05,1,1,1,-79.90147,-2.25214,0,0,0.195639428245873
"209",209,2,1,2,1.93166130137686,8.89395024679486,2.36933854711851,1,1,3,0,0,3,1,1,0,1,1,0,0,1,400,0,0,1,-79.90005,-2.25214,0,0,0.195639428245873
"210",210,4,1,4,1.93166130137686,8.89395024679486,2.36933854711851,1,1,5,0,0,3,1,1,0,1,0,0,0,1,121000,1,0,1,999999,999999,0,0,0.195639428245873
"211",211,4,1,4,1.93166130137686,8.89395024679486,2.36933854711851,1,2,3,0,0,3,1,1,1,1,0,0,1,1,121000,1,0,1,-79.90367,-2.25159,0,0,0.195639428245873
"212",212,5,2,2,1.93166130137686,8.89395024679486,2.36933854711851,1,1,4,0,0,3,1,1,0,1,1,0,0,1,76375,1,0,2,-79.90452,-2.25211,0,0,0.195639428245873
"213",213,2,1,2,4.38751239922737,9.51581716247825,3.23732872796062,1,2,3,0,0,3,1,1,1,0,1,1,1,0,14880,1,0,1,-79.91011,-2.24912,0.100000001490116,0,0
"214",214,5,1,5,4.38751239922737,9.51581716247825,3.23732872796062,1,1,1,0,0,3,1,1,0,0,1,1,0,0,127512,1,0,1,-79.91024,-2.24978,0.100000001490116,0,0
"215",215,4,1,4,4.38751239922737,9.51581716247825,3.23732872796062,1,3,6,0,0,3,1,1,1,0,1,1,1,0,414540,1,0,1,-79.9065,-2.25133,0.100000001490116,0,0
"216",216,28,1,28,3.66979587242797,11.1010132003311,3.90266409300793,1,2,3,1,12,3,1,1,0,0,1,1,0,0,60500,0,0,1,-79.91264,-2.22798,0.5,7.87899591386623,0
"217",217,7,1,7,3.66979587242797,11.1010132003311,3.90266409300793,1,1,5,1,6,3,1,1,0,0,1,1,0,0,126405,1,1,1,-79.91238,-2.22795,0.5,7.87899591386623,0
"218",218,2,1,2,3.66979587242797,11.1010132003311,3.90266409300793,1,2,4,1,6,7,1,1,0,0,1,0,0,0,64827,0,1,1,-79.91292,-2.23036,0.5,7.87899591386623,0
"219",219,29,2,14,3.66979587242797,11.1010132003311,3.90266409300793,1,2,2,1,12,3,1,1,0,0,0,1,0,0,167740,1,1,2,-79.91111,-2.22791,0.5,7.87899591386623,0
"220",220,3,1,3,3.66979587242797,11.1010132003311,3.90266409300793,0,2,3,1,12,3,1,1,0,0,1,1,0,0,226265,0,1,1,-79.91231,-2.22777,0.5,7.87899591386623,0
"221",221,75,1,75,3.66979587242797,11.1010132003311,3.90266409300793,1,0,2,1,6,3,1,1,0,0,1,1,0,0,254100,1,0,1,-79.91306,-2.22958,0.5,7.87899591386623,0
"222",222,1,1,1,3.66979587242797,11.1010132003311,3.90266409300793,1,2,3,1,12,3,1,1,0,0,1,1,0,0,256608,1,0,1,-79.91148,-2.22884,0.5,7.87899591386623,0
"223",223,31,2,16,3.66979587242797,11.1010132003311,3.90266409300793,1,1,6,1,4,7,1,1,0,0,1,0,0,0,197668.5,1,0,2,-79.91297,-2.23046,0.5,7.87899591386623,0
"224",224,9,1,9,3.66979587242797,11.1010132003311,3.90266409300793,1,0,2,1,6,3,1,1,0,0,1,1,0,0,66550,1,0,1,-79.91306,-2.22939,0.5,7.87899591386623,0
"225",225,17,1,17,3.66979587242797,11.1010132003311,3.90266409300793,1,0,2,1,12,4,1,1,0,0,1,1,0,0,113715,1,0,1,-79.91055,-2.22884,0,0.5,7.87899591386623
"226",226,18,1,18,3.66979587242797,11.1010132003311,3.90266409300793,1,3,4,1,6,3,1,1,0,0,1,1,0,0,275968,1,0,1,-79.91309,-2.2293,0.5,7.87899591386623,0
"227",227,8,1,8,3.66979587242797,11.1010132003311,3.90266409300793,0,1,4,1,12,3,1,1,0,0,1,0,0,0,316216,1,0,1,-79.9127,-2.22782,0.5,7.87899591386623,0
"228",228,110,2,55,3.66979587242797,11.1010132003311,3.90266409300793,1,0,5,1,12,3,1,1,0,0,1,0,0,0,104520,1,0,2,-79.91244,-2.2276,0.5,7.87899591386623,0
"229",229,5,1,5,3.66979587242797,11.1010132003311,3.90266409300793,1,3,3,1,12,3,1,1,0,0,1,1,0,0,211185,1,1,1,-79.91146,-2.22793,0.5,7.87899591386623,0
"230",230,1,1,1,3.66979587242797,11.1010132003311,3.90266409300793,0,0,2,1,12,3,1,1,0,0,1,0,0,0,980,1,0,1,-79.91357,-2.22805,0.5,7.87899591386623,0
"231",231,3,1,3,3.66979587242797,11.1010132003311,3.90266409300793,1,0,4,1,12,4,1,1,0,0,1,0,0,0,52215,0,0,1,-79.91009,-2.22827,0,0.5,7.87899591386623
"232",232,39,1,39,3.66979587242797,11.1010132003311,3.90266409300793,1,1,2,1,6,3,1,1,0,0,0,0,0,0,225792,1,0,1,-79.91095,-2.22887,0,0.5,7.87899591386623
"233",233,8,1,8,3.66979587242797,11.1010132003311,3.90266409300793,1,0,2,1,6,4,1,1,0,0,1,0,0,0,0,0,0,1,-79.91148,-2.22847,0.5,7.87899591386623,0
"234",234,5,1,5,3.66979587242797,11.1010132003311,3.90266409300793,0,0,3,1,12,4,1,1,0,0,1,1,0,0,421648,1,0,1,-79.91019,-2.2278,0,0.5,7.87899591386623
"235",235,12,1,12,3.66979587242797,11.1010132003311,3.90266409300793,0,3,2,1,12,7,1,1,0,0,1,1,0,0,259920,0,0,1,-79.91178,-2.22961,0.5,7.87899591386623,0
"236",236,1,1,1,3.66979587242797,11.1010132003311,3.90266409300793,1,1,3,1,9,3,1,1,0,0,1,1,0,0,4608,0,1,1,-79.91308,-2.22992,0.5,7.87899591386623,0
"237",237,29,2,14,3.66979587242797,11.1010132003311,3.90266409300793,1,0,7,1,12,4,1,1,0,0,1,1,0,0,60250,0,0,2,-79.91142,-2.22962,0.5,7.87899591386623,0
"238",238,3,1,3,3.66979587242797,11.1010132003311,3.90266409300793,1,0,2,1,12,3,1,1,0,0,1,1,0,0,399748,1,0,1,-79.91172,-2.22847,0.5,7.87899591386623,0
"239",239,1,1,1,0.71238047777049,9.63657335967839,2.14092899723586,1,0,2,0,0,7,1,1,0,0,0,0,0,0,272250,1,1,1,-79.90456,-2.23266,0,0,0.349999994039536
"240",240,30,1,30,0.71238047777049,9.63657335967839,2.14092899723586,1,0,5,0,0,7,1,1,0,1,0,1,0,1,2240,1,1,1,-79.9054,-2.23371,0,0,0.349999994039536
"241",241,54,1,54,0.71238047777049,9.63657335967839,2.14092899723586,1,2,6,0,0,7,1,1,0,0,0,0,0,0,2000,1,1,1,-79.8398,-2.23581,0,0.349999994039536,0
"242",242,3,1,3,3.67288077999643,11.0509868557631,3.11484180610285,1,2,4,0,0,3,1,1,0,0,1,1,0,0,1200,1,0,24,-79.90971,-2.23138,1.24122917220353,13.5736877726124,1.0561458430369
"243",243,1,1,1,3.67288077999643,11.0509868557631,3.11484180610285,1,2,4,0,0,3,1,1,0,0,1,0,0,0,2,1,1,1,-79.90971,-2.23138,1.24122917220353,13.5736877726124,1.0561458430369
"244",244,5,1,5,2.07966078004187,7.25624353591266,2.03114284898377,1,0,5,1,12,3,1,1,0,0,1,1,0,0,25200,1,0,1,-79.93636,-2.158835,0.100000001490116,0.101416329068849,11.3128338561704
"245",245,25,1,25,2.07966078004187,7.25624353591266,2.03114284898377,1,0,3,1,3,3,1,1,0,0,1,0,0,0,151250,0,0,1,-79.93796,-2.16021,0.100000001490116,0.101416329068849,11.3128338561704
"246",246,25,1,25,2.07966078004187,7.25624353591266,2.03114284898377,1,3,2,1,3,3,1,1,0,0,1,1,0,0,36608,1,1,1,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704
"247",247,39,2,20,2.07966078004187,7.25624353591266,2.03114284898377,1,3,3,1,3,3,1,1,0,0,1,1,0,0,164125,0,0,2,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704
"248",248,1,1,1,2.94929576714431,7.69925464688404,3.0550000667572,1,3,3,0,0,3,1,1,1,0,1,0,1,0,0,1,0,85,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0
"249",249,11,1,11,2.94929576714431,7.69925464688404,3.0550000667572,1,1,4,0,0,3,1,1,1,1,1,0,1,1,45000,1,0,1,-79.91738,-2.105059,17.3249998092651,7.04999995231628,0
"250",250,7,1,7,2.94929576714431,7.69925464688404,3.0550000667572,1,1,4,0,0,4,1,1,0,0,0,1,0,0,1000,1,1,1,-79.91653,-2.15031,4.125,40.1999988555908,17.3249998092651
"251",251,1,1,1,2.94929576714431,7.69925464688404,3.0550000667572,1,2,5,0,0,3,1,1,0,0,1,0,0,0,0,1,1,1,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0
"252",252,35,1,35,2.94929576714431,7.69925464688404,3.0550000667572,1,0,3,0,0,4,1,1,1,1,1,1,1,1,900,1,1,1,-79.91827,-2.15072,40.1999988555908,17.3249998092651,7.04999995231628
"253",253,1,1,1,2.94929576714431,7.69925464688404,3.0550000667572,1,1,3,0,0,4,1,1,0,0,0,1,0,0,18000,1,0,1,-79.92998,-2.45005,40.1999988555908,17.3249998092651,7.04999995231628
"254",254,1,1,1,2.94929576714431,7.69925464688404,3.0550000667572,1,0,3,0,0,3,1,1,1,1,1,1,1,1,84,1,1,1,-79.91752,-2.15066,17.3249998092651,7.04999995231628,0
"255",255,136,3,45,2.94929576714431,7.69925464688404,3.0550000667572,0,0,2,0,0,3,1,1,0,0,0,0,0,0,36666.6666666667,1,0,3,-79.91718,-2.15058,17.3249998092651,7.04999995231628,0
"256",256,66,1,66,2.94929576714431,7.69925464688404,3.0550000667572,1,1,7,0,0,4,1,1,0,1,1,1,0,1,32000,1,0,1,-79.91822,-2.15094,40.1999988555908,17.3249998092651,7.04999995231628
"257",257,30,2,15,2.94929576714431,7.69925464688404,3.0550000667572,1,4,2,0,0,3,1,1,0,1,0,1,0,1,6000,1,1,2,-79.91785,-2.15045,17.3249998092651,7.04999995231628,0
"258",258,1,1,1,2.94929576714431,7.69925464688404,3.0550000667572,1,2,2,1,24,3,1,1,0,0,0,0,0,0,175000,1,0,1,-79.91712,-2.15135,4.125,40.1999988555908,17.3249998092651
"259",259,1,1,1,2.94929576714431,7.69925464688404,3.0550000667572,1,1,6,0,0,2,1,1,1,1,1,1,1,1,125000,0,0,1,-79.91759,-2.15017,17.3249998092651,7.04999995231628,0
"260",260,4,1,4,2.94929576714431,7.69925464688404,3.0550000667572,1,3,2,0,0,3,1,1,0,1,1,1,0,1,36000,0,1,1,-79.91661,-2.1508,4.125,40.1999988555908,17.3249998092651
