"","X","LarvSum","NumCriaderos","LarvaeIndex","Illiteracy","Unemployment","Overcrowding","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"261",261,8,1,8,2.94929576714431,7.69925464688404,3.0550000667572,1,0,6,0,0,4,1,1,0,1,1,1,0,1,15000,1,1,1,-79.91929,-2.15069,40.1999988555908,17.3249998092651,7.04999995231628
"262",262,4,1,4,2.94929576714431,7.69925464688404,3.0550000667572,1,0,1,0,0,2,1,1,1,1,1,1,1,1,15,1,1,1,-79.9176,-2.15016,17.3249998092651,7.04999995231628,0
"263",263,52,1,52,2.94929576714431,7.69925464688404,3.0550000667572,1,3,5,0,0,4,1,1,1,1,1,1,1,1,18000,0,0,1,-79.91915,-2.15066,40.1999988555908,17.3249998092651,7.04999995231628
"264",264,1,1,1,4.45322156917363,6.49191219502106,4.37000012397766,1,2,2,0,0,3,1,0,0,0,1,1,0,0,52510,1,0,1,-79.99625,-2.11709,0,0,0
"265",265,4,1,4,4.45322156917363,6.49191219502106,4.37000012397766,1,2,2,0,0,3,1,0,0,0,1,1,0,0,124362,1,0,1,-79.99768,-2.11876,0,0,0
"266",266,4,1,4,4.45322156917363,6.49191219502106,4.37000012397766,1,2,3,0,0,3,1,0,0,0,1,1,0,0,312000,1,0,1,-79.9987,-2.11904,0,0,0
"267",267,6,1,6,4.45322156917363,6.49191219502106,4.37000012397766,1,2,3,0,1,3,1,0,0,0,1,1,0,0,26255,1,0,1,-79.99318,-2.12367,0,0,0
"268",268,3,1,3,4.45322156917363,6.49191219502106,4.37000012397766,1,2,2,0,0,3,1,0,0,0,1,1,0,0,354816,1,0,1,-79.99786,-2.1191,0,0,0
"269",269,2,1,2,4.45322156917363,6.49191219502106,4.37000012397766,1,2,4,0,1,3,1,0,0,0,1,1,0,0,17710,1,1,1,-79.99352,-2.12393,0,0,0
"270",270,10,1,10,0.516949742367456,8.59960047841278,2.5385880989865,1,1,1,1,12,4,1,1,0,0,1,1,0,0,73600,1,0,1,-79.94061,-2.08476,15.5099998474121,0.629999995231628,9.70999984741211
"271",271,4,1,4,2.13606199155971,7.30082672069218,1.64084604682045,1,0,1,0,0,3,1,1,0,0,0,0,0,0,12005,1,1,1,-79.91547,-2.08649,0,0,0
"272",272,47,2,24,4.72515472852933,8.01648345919198,3.76092247671133,1,0,3,0,0,3,1,0,0,0,0,1,0,0,162500,1,0,2,-79.9679,-2.125,0.583013382269444,0.233270604050988,0.952318774351694
"273",273,6,1,6,4.72515472852933,8.01648345919198,3.76092247671133,1,0,3,0,0,3,1,0,1,1,0,1,1,1,90750,1,0,1,-79.967382,-2.124495,0.583013382269444,0.233270604050988,0.952318774351694
"274",274,15,1,15,4.72515472852933,8.01648345919198,3.76092247671133,1,1,2,0,0,3,1,0,0,1,0,1,0,1,10000,1,1,1,-79.9671,-2.12268,0.583013382269444,0.233270604050988,0.952318774351694
"275",275,59,1,59,4.72515472852933,8.01648345919198,3.76092247671133,1,0,6,0,0,3,1,0,0,0,0,1,0,0,9000,1,0,1,-79.967667,-2.126442,0.583013382269444,0.233270604050988,0.952318774351694
"276",276,3,1,3,4.72515472852933,8.01648345919198,3.76092247671133,1,0,3,0,0,3,1,0,0,1,0,1,0,1,157300,0,0,1,-79.967675,-2.126707,0.583013382269444,0.233270604050988,0.952318774351694
"277",277,151,3,50,4.72515472852933,8.01648345919198,3.76092247671133,1,0,1,0,0,3,1,0,0,0,0,1,0,0,398,1,1,3,-79.96689,-2.12126,0,0.583013382269444,0.233270604050988
"278",278,50,1,50,4.72515472852933,8.01648345919198,3.76092247671133,1,0,5,0,0,3,1,0,1,0,0,1,1,0,211750,1,0,1,-79.96852,-2.12098,0.583013382269444,0.233270604050988,0.952318774351694
"279",279,12,1,12,4.72515472852933,8.01648345919198,3.76092247671133,1,1,3,0,0,3,0,0,0,0,0,1,0,0,151250,1,0,1,-79.96822,-2.12081,0,0.583013382269444,0.233270604050988
"280",280,6,1,6,4.72515472852933,8.01648345919198,3.76092247671133,1,2,4,0,0,3,0,0,0,0,0,1,0,0,300,1,1,146,-79.96637,-2.12365,0,0.583013382269444,0.233270604050988
"281",281,2,1,2,5.43767252940815,7.31217390093168,3.14968994096835,1,3,4,0,0,3,1,1,0,0,0,0,0,0,200,1,0,1,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"282",282,13,2,6,5.43767252940815,7.31217390093168,3.14968994096835,1,3,2,0,0,3,1,1,0,0,0,0,0,0,175,1,0,69,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"283",283,3,1,3,5.43767252940815,7.31217390093168,3.14968994096835,1,0,1,0,0,3,1,1,0,0,1,0,0,0,200,1,1,68,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053
"284",284,18,1,18,5.43767252940815,7.31217390093168,3.14968994096835,1,1,2,1,2,3,1,1,0,0,0,1,0,0,144000,1,0,1,-79.95284,-2.10113,0,0.152180616640319,0
"285",285,31,2,16,5.43767252940815,7.31217390093168,3.14968994096835,1,2,3,0,0,4,1,0,1,1,0,1,1,1,13375,1,0,2,-79.95106,-2.1163,0.152180616640319,0,0.25
"286",286,3,1,3,5.43767252940815,7.31217390093168,3.14968994096835,1,2,2,0,0,3,1,1,0,1,0,0,0,1,121000,1,0,1,-79.9521,-2.10117,0,0.152180616640319,0
"287",287,25,1,25,5.43767252940815,7.31217390093168,3.14968994096835,1,2,8,1,10,4,0,0,0,1,0,1,0,1,2000,0,1,1,-79.95248,-2.10181,0,0.152180616640319,0
"288",288,4,1,4,5.43767252940815,7.31217390093168,3.14968994096835,1,0,2,0,0,3,1,0,1,1,0,1,1,1,288,1,1,1,-79.95038,-2.10139,0.152180616640319,0,0.25
"289",289,26,1,26,5.43767252940815,7.31217390093168,3.14968994096835,1,5,10,0,0,4,1,1,0,1,0,1,0,1,25000,0,0,1,-79.95288,-2.10158,0,0.152180616640319,0
"290",290,70,1,70,8.01324290750779,8.22876636696514,3.97549884249471,1,0,2,1,12,3,1,0,0,1,1,1,0,1,42250,1,1,1,-79.96015,-2.1005,8.37120825987696,0,0
"291",291,31,1,31,8.01324290750779,8.22876636696514,3.97549884249471,1,1,3,1,12,4,1,0,0,0,1,1,0,0,3300,1,1,1,-79.95979,-2.1007,8.37120825987696,0,0
"292",292,8,1,8,8.01324290750779,8.22876636696514,3.97549884249471,1,1,3,1,12,3,1,0,0,0,0,1,0,0,242208,0,0,1,-79.95979,-2.1007,8.37120825987696,0,0
"293",293,32,1,32,8.01324290750779,8.22876636696514,3.97549884249471,0,1,2,1,6,3,1,0,0,0,1,1,0,0,53824,1,0,1,-79.95915,-2.0976,8.37120825987696,0,0
"294",294,4,1,4,8.01324290750779,8.22876636696514,3.97549884249471,1,2,5,0,0,3,1,0,0,0,0,1,0,0,181500,1,0,1,-79.96015,-2.1005,8.37120825987696,0,0
"295",295,13,1,13,8.01324290750779,8.22876636696514,3.97549884249471,1,3,3,1,6,3,1,0,0,0,0,1,0,0,33640,1,0,1,-79.95975,-2.10021,8.37120825987696,0,0
"296",296,5,1,5,8.01324290750779,8.22876636696514,3.97549884249471,1,0,1,1,12,3,1,0,0,0,1,1,0,0,111012,1,0,1,-79.95911,-2.09743,8.37120825987696,0,0
"297",297,1,1,1,8.01324290750779,8.22876636696514,3.97549884249471,1,0,4,1,6,3,1,0,0,0,1,1,0,0,19494,1,0,1,-79.95981,-2.09796,8.37120825987696,0,0
"298",298,18,1,18,8.01324290750779,8.22876636696514,3.97549884249471,1,0,6,1,6,4,1,0,0,0,1,1,0,0,40560,1,0,1,-79.95956,-2.09777,8.37120825987696,0,0
"299",299,2,1,2,8.01324290750779,8.22876636696514,3.97549884249471,1,1,6,1,12,4,1,0,0,0,1,1,0,0,17920,1,0,1,-79.95933,-2.09812,8.37120825987696,0,0
"300",300,7,1,7,8.01324290750779,8.22876636696514,3.97549884249471,1,0,5,1,12,3,1,0,0,0,1,1,0,0,486,0,1,1,-79.95935,-2.09771,8.37120825987696,0,0
"301",301,15,1,15,8.01324290750779,8.22876636696514,3.97549884249471,1,3,4,1,12,4,1,0,1,0,1,1,1,0,75088,1,0,1,-79.9599,-2.10041,8.37120825987696,0,0
"302",302,2,1,2,8.01324290750779,8.22876636696514,3.97549884249471,1,2,2,0,12,3,1,0,0,0,1,1,0,0,205700,0,0,1,-79.95979,-2.1007,8.37120825987696,0,0
"303",303,11,1,11,8.01324290750779,8.22876636696514,3.97549884249471,1,0,2,1,12,3,1,0,0,0,1,1,0,0,144256,1,0,1,-79.95985,-2.1012,8.37120825987696,0,0
"304",304,1,1,1,8.01324290750779,8.22876636696514,3.97549884249471,1,1,2,1,7,3,1,0,0,0,1,1,0,0,1658944,1,1,1,-79.95963,-2.09723,8.37120825987696,0,0
"305",305,94,3,31,8.01324290750779,8.22876636696514,3.97549884249471,1,2,3,1,6,3,1,0,1,0,1,1,1,0,46428,1,0,3,-79.95917,-2.09543,8.37120825987696,0,0
"306",306,14,1,14,8.01324290750779,8.22876636696514,3.97549884249471,1,3,2,1,12,3,1,0,1,0,1,1,1,0,201438,1,0,1,-79.95902,-2.09707,8.37120825987696,0,0
"307",307,10,1,10,8.01324290750779,8.22876636696514,3.97549884249471,1,0,2,1,12,3,1,0,0,0,1,1,0,0,222024,1,0,1,-79.95905,-2.09778,8.37120825987696,0,0
"308",308,9,1,9,8.01324290750779,8.22876636696514,3.97549884249471,0,1,5,1,6,4,1,0,0,0,1,1,0,0,338688,1,0,1,-79.95921,-2.09782,8.37120825987696,0,0
"309",309,36,1,36,8.01324290750779,8.22876636696514,3.97549884249471,1,0,4,1,6,2,0,0,0,0,1,1,0,0,2700,1,0,1,-79.9541,-2.09776,8.37120825987696,0,0
"310",310,3,1,3,4.26349610062846,8.42224863710978,4.01500010490417,1,2,4,0,0,3,0,0,1,0,0,0,1,0,100,1,0,7,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"311",311,1,1,1,4.26349610062846,8.42224863710978,4.01500010490417,1,2,4,0,0,3,1,0,0,0,0,0,0,0,200,1,0,12,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"312",312,2,1,2,4.26349610062846,8.42224863710978,4.01500010490417,1,4,4,0,0,3,1,0,0,0,0,0,0,0,600,1,0,146,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"313",313,2,1,2,4.26349610062846,8.42224863710978,4.01500010490417,1,0,3,0,0,3,1,1,0,0,0,0,0,0,5000,1,0,119,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"314",314,13,4,3,4.26349610062846,8.42224863710978,4.01500010490417,1,1,4,0,0,3,0,0,0,0,0,0,0,0,1250,1,0,364,-79.92929,-2.0708,26.0500001907348,11.5749998092651,15.625
"315",315,2,1,2,1.69535457832512,8.56544233211112,2.15318552715609,1,1,6,0,0,3,1,1,0,0,0,0,0,0,3,1,1,92,-79.91406,-2.19817,16.5271577741583,0.296036264482842,1.4366146130431
"316",316,1,1,1,1.69535457832512,8.56544233211112,2.15318552715609,1,1,4,0,0,3,1,1,0,0,1,0,0,0,100,1,0,106,-79.91406,-2.19817,16.5271577741583,0.296036264482842,1.4366146130431
"317",317,3,1,3,1.97867957923812,8.01897147889827,2.13272235028847,1,0,3,0,0,3,1,1,0,0,1,0,0,0,0,0,0,68,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"318",318,1,1,1,1.97867957923812,8.01897147889827,2.13272235028847,1,3,3,0,0,3,1,1,0,0,1,0,0,0,0,1,1,13,-79.91934,-2.19131,9.06192692289411,0,0.200000002980232
"319",319,1,1,1,1.30178089457795,6.91694671943419,1.93340155367377,1,0,1,0,0,3,1,1,0,0,1,0,0,0,2,1,1,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"320",320,1,1,1,1.30178089457795,6.91694671943419,1.93340155367377,1,0,1,0,0,3,1,1,0,0,0,0,0,0,0,1,1,1,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"321",321,7,1,7,1.30178089457795,6.91694671943419,1.93340155367377,1,0,4,0,0,3,1,1,0,0,1,0,0,0,2,1,0,64,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"322",322,5,1,5,1.30178089457795,6.91694671943419,1.93340155367377,1,0,3,0,0,3,1,1,0,0,1,0,0,0,8,1,1,137,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"323",323,2,1,2,1.30178089457795,6.91694671943419,1.93340155367377,1,0,2,0,0,3,1,1,0,0,1,0,0,0,3,1,0,92,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"324",324,17,1,17,1.30178089457795,6.91694671943419,1.93340155367377,1,1,3,0,0,3,0,0,0,0,1,0,0,0,4,1,0,104,-79.91182,-2.12645,20.7028108886981,0.575034102670684,10.7423152365361
"325",325,1,1,1,1.90186198506436,6.41329115992581,1.70253173164612,1,4,4,0,0,3,1,1,0,0,1,0,0,0,0,1,0,1,-79.91096,-2.11659,3.01619484576651,0.200000002980232,0
"326",326,2,1,2,1.90186198506436,6.41329115992581,1.70253173164612,1,1,4,0,0,4,1,1,0,0,0,0,0,0,272250,1,0,1,-79.91151,-2.12007,0.633647172416335,0.213390913005411,0.989106345578593
"327",327,3,1,3,2.89236080625654,11.1101049440058,2.73366196287756,1,6,7,0,0,3,1,1,0,0,1,1,0,0,191400,0,0,1,-79.87103,-2.25486,0,0.194617777077279,0
"328",328,3,2,2,2.89236080625654,11.1101049440058,2.73366196287756,1,6,8,0,0,3,1,1,0,0,1,1,0,0,70938,1,0,2,-79.8775,-2.2535,0,0.194617777077279,0
"329",329,10,1,10,2.89236080625654,11.1101049440058,2.73366196287756,1,5,2,0,0,3,1,1,0,0,1,1,0,0,3500,1,1,1,-79.87052,-2.25582,0,0.194617777077279,0
"330",330,2,1,2,2.89236080625654,11.1101049440058,2.73366196287756,1,1,6,0,0,3,1,1,0,0,1,1,0,0,13500,1,0,1,-79.8776,-2.2536,0,0.194617777077279,0
"331",331,2,1,2,2.89236080625654,11.1101049440058,2.73366196287756,1,4,6,0,0,3,1,1,0,0,1,1,0,0,10800,1,0,1,-79.87451,-2.25599,0,0.194617777077279,0
"332",332,3,1,3,2.89236080625654,11.1101049440058,2.73366196287756,1,2,1,0,0,3,1,1,0,0,1,1,0,0,2160,1,1,1,-79.8753,-2.25325,0,0.194617777077279,0
"333",333,7,2,4,2.89236080625654,11.1101049440058,2.73366196287756,1,1,6,0,0,3,1,1,0,0,1,1,0,0,153966,1,0,2,-79.87359,-2.25567,0,0.194617777077279,0
"334",334,2,1,2,2.89236080625654,11.1101049440058,2.73366196287756,1,3,2,0,0,3,1,1,0,0,1,1,0,0,332196,1,0,1,-79.87098,-2.25541,0,0.194617777077279,0
"335",335,7,1,7,3.05576596059071,9.66866234585197,3.12613372136461,1,2,2,1,12,3,1,1,1,0,1,1,1,0,282576,1,0,1,-79.93621,-2.22541,0,0,0
"336",336,74,1,74,3.05576596059071,9.66866234585197,3.12613372136461,1,0,2,1,12,3,1,1,0,0,0,0,0,0,51984,1,0,1,-79.93308,-2.22778,0,0,0
"337",337,10,1,10,3.05576596059071,9.66866234585197,3.12613372136461,1,2,4,1,12,3,1,1,1,0,1,1,1,0,427128,1,1,1,-79.93612,-2.22749,0,0,0
"338",338,7,1,7,3.05576596059071,9.66866234585197,3.12613372136461,1,2,2,1,12,3,1,1,0,0,1,0,0,0,168200,0,0,1,-79.93314,-2.22913,0,0,0
"339",339,7,1,7,3.05576596059071,9.66866234585197,3.12613372136461,1,2,3,1,8,3,1,1,1,0,0,0,1,0,980,0,0,1,-79.93264,-2.22829,0,0,0
"340",340,64,1,64,3.05576596059071,9.66866234585197,3.12613372136461,1,0,5,1,12,3,1,1,0,0,1,1,0,0,99225,1,0,1,-79.93763,-2.22461,0,0,0
"341",341,16,1,16,3.05576596059071,9.66866234585197,3.12613372136461,1,0,4,1,24,3,1,1,0,0,1,0,0,0,99405,0,0,1,-79.93333,-2.22308,0,0,0
"342",342,2,1,2,3.05576596059071,9.66866234585197,3.12613372136461,1,0,4,1,8,3,1,1,0,0,0,0,0,0,64980,0,0,1,-79.93264,-2.22826,0,0,0
"343",343,20,1,20,3.05576596059071,9.66866234585197,3.12613372136461,1,1,2,1,8,3,1,0,0,0,0,0,0,0,640,0,0,1,-79.93468,-2.22916,0,0,0
"344",344,7,1,7,3.05576596059071,9.66866234585197,3.12613372136461,1,1,4,1,24,3,0,1,0,0,1,1,0,0,243670,0,0,146,-79.93256,-2.22713,0,0,0
"345",345,1,1,1,4.5129667329803,12.0432028297905,2.33082812769545,1,2,3,0,0,3,1,1,0,0,1,1,0,0,200,1,1,68,-79.91574,-2.24302,40.5392356078982,18.3916150567124,13.1224641646427
"346",346,21,1,21,3.38194376451146,9.86438358496103,3.59519471917341,1,0,1,1,6,4,1,1,1,0,1,1,1,0,255664,1,0,1,-79.88506,-2.26695,0,0,0
"347",347,6,1,6,3.38194376451146,9.86438358496103,3.59519471917341,1,2,12,0,0,3,1,1,0,1,1,0,0,1,80000,1,0,1,-79.88475,-2.26762,0,2.51184126729227,0.938179418578818
"348",348,47,1,47,3.38194376451146,9.86438358496103,3.59519471917341,1,2,7,0,0,4,1,1,1,1,1,0,1,1,6000,1,0,1,-79.88132,-2.26745,2.51184126729227,0.938179418578818,2.28072195316653
"349",349,56,1,56,3.38194376451146,9.86438358496103,3.59519471917341,1,0,2,1,24,3,1,1,0,0,1,0,0,0,54925,1,1,1,-79.88586,-2.2671,0,0,0
"350",350,2,1,2,3.38194376451146,9.86438358496103,3.59519471917341,1,1,3,0,3,2,1,1,0,0,0,0,0,0,288000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"351",351,4,1,4,3.38194376451146,9.86438358496103,3.59519471917341,1,1,4,0,0,4,0,1,0,0,0,1,0,0,2500,1,1,1,-79.87993,-2.26678,0,2.51184126729227,0.938179418578818
"352",352,5,1,5,3.38194376451146,9.86438358496103,3.59519471917341,1,1,4,0,0,3,1,1,0,1,1,0,0,1,75,1,1,1,-79.88044,-2.26676,0,2.51184126729227,0.938179418578818
"353",353,73,1,73,3.38194376451146,9.86438358496103,3.59519471917341,1,0,5,0,0,4,1,1,1,1,1,1,1,1,1500,1,1,1,-79.88716,-2.26776,0,2.51184126729227,0.938179418578818
"354",354,14,1,14,3.38194376451146,9.86438358496103,3.59519471917341,1,0,1,0,0,4,1,1,1,1,1,1,1,1,50000,1,0,1,-79.88721,-2.26822,0,2.51184126729227,0.938179418578818
"355",355,1,1,1,3.38194376451146,9.86438358496103,3.59519471917341,1,2,5,0,0,3,0,1,0,1,1,0,0,1,1250,1,1,1,-79.88318,-2.26743,0,2.51184126729227,0.938179418578818
"356",356,6,1,6,3.38194376451146,9.86438358496103,3.59519471917341,1,3,4,0,0,4,1,1,0,1,1,1,0,1,3000,1,1,1,-79.88004,-2.26774,2.51184126729227,0.938179418578818,2.28072195316653
"357",357,2,1,2,3.38194376451146,9.86438358496103,3.59519471917341,1,1,5,0,0,3,0,1,1,1,1,1,1,1,1200,1,1,1,-79.8848,-2.26765,0,2.51184126729227,0.938179418578818
"358",358,1,1,1,3.38194376451146,9.86438358496103,3.59519471917341,1,2,2,0,0,4,1,1,0,1,1,1,0,1,101250,1,0,1,-79.8795,-2.26675,0,2.51184126729227,0.938179418578818
"359",359,1,1,1,3.38194376451146,9.86438358496103,3.59519471917341,1,1,3,0,2,2,1,1,0,1,0,0,0,1,216000,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"360",360,37,1,37,3.38194376451146,9.86438358496103,3.59519471917341,1,2,3,0,0,3,1,1,1,1,1,0,1,1,8000,1,1,1,-79.88387,-2.26822,2.51184126729227,0.938179418578818,2.28072195316653
"361",361,3,1,3,3.38194376451146,9.86438358496103,3.59519471917341,1,1,3,0,0,4,1,1,1,1,1,0,1,1,10000,1,1,1,-79.88303,-2.26746,0,2.51184126729227,0.938179418578818
"362",362,48,3,16,3.38194376451146,9.86438358496103,3.59519471917341,1,0,4,0,0,4,1,1,1,1,1,1,1,1,66799,1,0,3,-79.88112,-2.26751,0,2.51184126729227,0.938179418578818
"363",363,2,1,2,3.38194376451146,9.86438358496103,3.59519471917341,1,1,5,1,12,3,1,1,0,0,1,0,0,0,810,0,0,1,-79.88673,-2.26936,0,0,0
"364",364,39,1,39,3.38194376451146,9.86438358496103,3.59519471917341,1,2,3,0,0,3,1,1,1,1,1,1,1,1,12000,1,1,1,-79.88721,-2.26798,0,2.51184126729227,0.938179418578818
"365",365,12,1,12,3.38194376451146,9.86438358496103,3.59519471917341,1,3,5,0,0,3,1,1,0,0,0,0,0,0,1012.5,1,1,1,-79.8889,-2.26823,0,2.51184126729227,0.938179418578818
"366",366,35,1,35,3.38194376451146,9.86438358496103,3.59519471917341,1,0,4,1,12,4,1,1,1,0,1,1,1,0,204687,1,0,1,-79.88726,-2.26845,0,0,0
"367",367,1,1,1,3.38194376451146,9.86438358496103,3.59519471917341,1,1,2,0,0,2,1,1,0,1,0,0,0,1,0,1,0,116,-79.8789,-2.26599,0,1.39999997615814,0
"368",368,13,1,13,3.38194376451146,9.86438358496103,3.59519471917341,1,2,5,0,0,3,1,1,0,1,0,1,0,1,14850,1,0,1,-79.87861,-2.26724,2.51184126729227,0.938179418578818,2.28072195316653
"369",369,7,1,7,3.38194376451146,9.86438358496103,3.59519471917341,1,1,4,0,0,4,1,1,1,1,1,1,1,1,375,1,1,1,-79.88645,-2.26582,2.51184126729227,0.938179418578818,2.28072195316653
"370",370,3,1,3,3.38194376451146,9.86438358496103,3.59519471917341,1,2,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,146,-79.8789,-2.26599,0,1.39999997615814,0
"371",371,76,1,76,3.38194376451146,9.86438358496103,3.59519471917341,1,0,2,0,24,7,0,0,0,0,1,1,0,0,2178,1,1,1,-79.87811,-2.26591,0,0,0
"372",372,2,1,2,3.38194376451146,9.86438358496103,3.59519471917341,1,0,4,1,7,4,0,1,0,0,1,0,0,0,124800,0,0,1,-79.87976,-2.26622,0,0,0
"373",373,3,1,3,3.38194376451146,9.86438358496103,3.59519471917341,1,4,5,0,0,4,1,1,0,1,1,1,0,1,25000,1,1,1,-79.88308,-2.26736,0,2.51184126729227,0.938179418578818
"374",374,5,1,5,3.38194376451146,9.86438358496103,3.59519471917341,1,1,4,1,12,3,1,1,0,0,1,1,0,0,134560,1,0,1,-79.88567,-2.26922,0,0,0
"375",375,24,1,24,3.38194376451146,9.86438358496103,3.59519471917341,1,1,6,0,0,3,1,1,1,0,0,1,1,0,49,1,1,1,-79.88422,-2.26809,2.51184126729227,0.938179418578818,2.28072195316653
"376",376,3,1,3,3.38194376451146,9.86438358496103,3.59519471917341,1,1,3,0,0,3,1,1,1,0,0,1,1,0,3000,1,1,1,-79.8808,-2.26766,2.51184126729227,0.938179418578818,2.28072195316653
"377",377,2,1,2,3.38194376451146,9.86438358496103,3.59519471917341,1,2,6,0,24,3,1,1,0,0,1,1,0,0,72000,0,0,1,-79.87934,-2.26618,0,0,0
"378",378,9,1,9,3.38194376451146,9.86438358496103,3.59519471917341,1,0,2,1,12,4,1,1,0,0,1,1,0,0,97470,0,0,1,-79.88697,-2.26935,0,0,0
"379",379,1,1,1,4.37835114123469,12.4410306988476,4.13795262983151,1,2,5,0,0,3,1,1,1,1,1,0,1,1,500,1,0,1,-79.87628,-2.26674,20.7015761699939,1.43693079913687,1.53347362987473
"380",380,13,2,6,4.37835114123469,12.4410306988476,4.13795262983151,1,2,3,0,0,3,1,1,1,0,0,1,1,0,136125,0,0,2,-79.87605,-2.27052,0.198422139705372,1.39892233149729,0.387048583310382
"381",381,5,2,2,4.37835114123469,12.4410306988476,4.13795262983151,1,2,4,0,0,3,1,1,1,0,0,1,1,0,96125,0,0,2,-79.87608,-2.27067,0.198422139705372,1.39892233149729,0.387048583310382
"382",382,52,1,52,4.37835114123469,12.4410306988476,4.13795262983151,1,1,6,0,0,3,1,1,1,0,0,1,1,0,250000,1,0,1,-79.57524,-2.26836,6.39449382376612,0.198422139705372,1.39892233149729
"383",383,11,1,11,4.37835114123469,12.4410306988476,4.13795262983151,1,0,2,1,24,7,1,1,1,1,0,1,1,1,400,1,1,1,-79.87714,-2.26216,1.39892233149729,0.387048583310382,20.7015761699939
"384",384,1,1,1,4.37835114123469,12.4410306988476,4.13795262983151,1,6,3,0,0,6,1,1,0,0,0,1,0,0,242000,1,1,1,-79.87659,-2.26694,0.198422139705372,1.39892233149729,0.387048583310382
"385",385,1,1,1,4.37835114123469,12.4410306988476,4.13795262983151,1,2,3,1,0,3,1,1,0,1,1,1,0,1,2000,1,1,1,-79.14824,-2.26592,0.198422139705372,1.39892233149729,0.387048583310382
"386",386,26,2,13,4.37835114123469,12.4410306988476,4.13795262983151,1,1,3,0,0,3,1,1,1,1,1,1,1,1,26000,1,1,24,-79.87652,-2.2621,20.7015761699939,1.43693079913687,1.53347362987473
"387",387,59,3,20,4.37835114123469,12.4410306988476,4.13795262983151,1,1,5,0,0,3,1,1,0,0,0,1,0,0,87000,1,0,3,-79.14824,-2.26672,0.198422139705372,1.39892233149729,0.387048583310382
"388",388,2,1,2,4.37835114123469,12.4410306988476,4.13795262983151,1,2,3,0,0,3,1,1,0,0,0,1,0,0,200,1,1,1,-79.87493,-2.26833,6.39449382376612,0.198422139705372,1.39892233149729
"389",389,1,1,1,4.37835114123469,12.4410306988476,4.13795262983151,1,0,3,0,0,3,1,1,1,1,1,1,1,1,4800,1,1,1,999999,999999,20.7015761699939,1.43693079913687,1.53347362987473
"390",390,1,1,1,4.37835114123469,12.4410306988476,4.13795262983151,1,3,4,0,0,3,1,1,1,0,1,1,1,0,1200000,1,0,1,-79.87581,-2.26434,20.7015761699939,1.43693079913687,1.53347362987473
"391",391,42,1,42,4.37835114123469,12.4410306988476,4.13795262983151,1,1,2,0,0,3,1,1,1,1,1,1,1,1,36000,1,1,1,-79.87555,-2.269085,6.39449382376612,0.198422139705372,1.39892233149729
"392",392,1,1,1,4.37835114123469,12.4410306988476,4.13795262983151,1,1,5,0,0,3,1,1,1,1,1,1,1,1,45,1,1,1,-79.87659,-2.26386,20.7015761699939,1.43693079913687,1.53347362987473
"393",393,3,1,3,4.37835114123469,12.4410306988476,4.13795262983151,1,1,3,0,0,3,1,1,1,1,1,1,1,1,90000,1,1,1,-79.87644,-2.2648,20.7015761699939,1.43693079913687,1.53347362987473
