"","KEYSC","IDP1","PupaeSum","NumCriaderos","PupaeIndex","Date","CEpiWeek","Illiteracy","Unemployment","Overcrowding","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2","week3","week4","week5"
"143","FORTIN 4 S04",2955,3,1,3,"2014-05-19",73,5.04916961196096,8.39539310440567,3.78849559896781,1,1,4,0,0,3,1,0,0,0,1,1,0,1,500,1,0,118,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"144","FORTIN 4 S04",2968,3,1,3,"2014-05-21",73,5.04916961196096,8.39539310440567,3.78849559896781,0,1,4,0,0,3,1,0,1,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"146","FORTIN 4 S04",2972,34,1,34,"2014-05-21",73,5.04916961196096,8.39539310440567,3.78849559896781,1,1,5,0,0,3,1,0,1,0,1,1,0,1,150,1,1,51,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"148","FORTIN 4 S04",2953,15,1,15,"2014-05-19",73,5.04916961196096,8.39539310440567,3.78849559896781,1,3,5,0,0,3,1,0,1,0,1,1,0,1,1800,1,0,28,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"149","FORTIN 4 S04",3019,6,1,6,"2014-05-21",73,5.04916961196096,8.39539310440567,3.78849559896781,1,3,2,0,0,3,1,0,0,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"150","FORTIN 4 S04",2932,13,1,13,"2014-05-19",73,5.04916961196096,8.39539310440567,3.78849559896781,1,1,2,0,0,3,1,0,1,0,1,1,0,0,2,1,1,64,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"151","FORTIN 4 S04",3113,1,1,1,"2014-05-23",73,5.04916961196096,8.39539310440567,3.78849559896781,1,2,5,0,0,3,1,0,0,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"152","FORTIN 4 S04",3008,26,1,26,"2014-05-21",73,5.04916961196096,8.39539310440567,3.78849559896781,1,1,2,0,0,3,1,0,1,0,1,0,1,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"153","FORTIN 4 S04",2943,12,1,12,"2014-05-19",73,5.04916961196096,8.39539310440567,3.78849559896781,1,3,2,0,0,3,1,0,1,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169,16.8292527744231,6.69826680753495,0
"154","GARAY 1 S01",3561,2,1,2,"2014-06-19",77,1.95675317293175,7.54968438968304,2.30502133528839,1,3,2,0,0,3,1,1,0,0,1,1,0,1,192280,0,0,1,-79.90377,-2.19692,0,0,0.453199970434668,0.031403899724377,0.865969204076273,3.86749598980034
"155","GARAY 1 S01",3504,5,1,5,"2014-06-17",77,1.95675317293175,7.54968438968304,2.30502133528839,1,0,2,0,0,3,1,1,0,0,1,1,0,1,396000,1,0,1,-79.8999,-2.19712,0,0,0.453199970434668,0.031403899724377,0.865969204076273,3.86749598980034
"156","GARAY 1 S01",3597,12,2,6,"2014-06-19",77,1.95675317293175,7.54968438968304,2.30502133528839,1,0,4,0,0,3,1,1,0,0,1,1,0,1,30000,1,0,2,-79.90328,-2.1994,0,0,0.453199970434668,0.031403899724377,0.865969204076273,3.86749598980034
"157","GARAY 1 S01",3583,7,1,7,"2014-06-19",77,1.95675317293175,7.54968438968304,2.30502133528839,1,0,2,0,0,3,1,1,1,0,1,1,1,1,297000,1,0,1,-79.90205,-2.19751,0,0,0.453199970434668,0.031403899724377,0.865969204076273,3.86749598980034
"158","GARAY 1 S01",3534,2,1,2,"2014-06-19",77,1.95675317293175,7.54968438968304,2.30502133528839,1,1,9,0,0,3,1,1,0,0,1,1,0,1,141680,1,0,1,-79.90506,-2.19489,0,0,0.453199970434668,0.031403899724377,0.865969204076273,3.86749598980034
"162","GUASMO 1 S01",877,3,1,3,"2014-04-03",66,5.54427622438589,12.3251068940146,4.584737788921,1,1,3,0,0,3,1,1,0,0,1,0,0,0,1200,0,0,24,-79.87638,-2.2805,2.56415737613084,10.8406878644379,0,2.51184126729227,0.938179418578818,2.28072195316653
"164","GUASMO 1 S01",892,2,1,2,"2014-04-03",66,5.54427622438589,12.3251068940146,4.584737788921,1,1,4,0,0,3,1,1,0,0,1,0,0,1,4,1,1,1,-79.87638,-2.2805,2.56415737613084,10.8406878644379,0,2.51184126729227,0.938179418578818,2.28072195316653
"166","GUASMO 1 S01",894,2,1,2,"2014-04-03",66,5.54427622438589,12.3251068940146,4.584737788921,1,2,4,0,0,3,1,1,0,0,1,0,0,1,1200,1,1,24,-79.87638,-2.2805,2.56415737613084,10.8406878644379,0,2.51184126729227,0.938179418578818,2.28072195316653
"168","GUASMO 2 S02",46460,65,4,16,"2016-03-04",166,3.64583542633338,11.3181509082553,3.27499997615814,1,0,6,0,0,3,1,1,1,1,0,1,0,1,34.75,1,1,4,-79.88766,-2.27327,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"169","GUASMO 2 S02",37866,10,1,10,"2015-05-15",124,3.64583542633338,11.3181509082553,3.27499997615814,1,2,3,1,3,3,1,1,0,0,1,1,0,1,216000,1,0,1,-79.88286,-2.25716,3.401069011122,36.1650256475139,20.0215768682467,7.8492557874358,0,1.49977354533602
"170","GUASMO 2 S02",42652,2,1,2,"2015-10-27",148,3.64583542633338,11.3181509082553,3.27499997615814,1,3,4,1,3,3,0,1,1,0,1,1,0,0,288000,0,0,1,-79.88815,-2.28227,0,0.100000001490116,0.057484839951752,11.5740099139403,0,0.75022645493393
"171","GUASMO 2 S02",46453,2,1,2,"2016-03-04",166,3.64583542633338,11.3181509082553,3.27499997615814,1,2,2,0,0,3,1,1,1,1,1,1,0,1,4800,1,0,1,-79.88737,-2.27359,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"172","GUASMO 2 S02",37853,8,1,8,"2015-05-15",124,3.64583542633338,11.3181509082553,3.27499997615814,1,0,3,1,2,3,1,1,0,0,1,1,0,1,288000,1,0,1,-79.88303,-2.25752,3.401069011122,36.1650256475139,20.0215768682467,7.8492557874358,0,1.49977354533602
"173","GUASMO 2 S02",42384,10,1,10,"2015-11-17",151,3.64583542633338,11.3181509082553,3.27499997615814,1,6,4,1,4,3,0,1,0,0,1,1,0,1,72000,1,0,1,-79.89215,-2.27142,0,0,0,0,0.100000001490116,0.057484839951752
"174","GUASMO 2 S02",42679,32,1,32,"2015-10-29",148,3.64583542633338,11.3181509082553,3.27499997615814,1,1,6,1,24,3,0,1,0,0,1,1,0,1,96000,1,0,1,-79.88732,-2.27669,0,0.100000001490116,0.057484839951752,11.5740099139403,0,0.75022645493393
"176","GUASMO 2 S02",41729,13,1,13,"2015-11-06",149,3.64583542633338,11.3181509082553,3.27499997615814,1,1,5,1,2,3,0,1,0,0,0,1,0,1,252000,1,0,1,-79.89195,-2.27487,0,0,0.100000001490116,0.057484839951752,11.5740099139403,0
"177","GUASMO 2 S02",42385,13,1,13,"2015-11-17",151,3.64583542633338,11.3181509082553,3.27499997615814,1,2,7,1,4,3,0,1,0,0,1,1,0,1,18000,1,0,1,-79.89215,-2.27142,0,0,0,0,0.100000001490116,0.057484839951752
"178","GUASMO 2 S02",42360,11,1,11,"2015-11-17",151,3.64583542633338,11.3181509082553,3.27499997615814,1,2,5,1,4,3,0,1,0,0,1,1,0,1,147,0,1,1,-79.89215,-2.27142,0,0,0,0,0.100000001490116,0.057484839951752
"179","GUASMO 2 S02",37839,41,1,41,"2015-05-15",124,3.64583542633338,11.3181509082553,3.27499997615814,1,1,3,1,3,3,1,1,0,0,1,1,0,1,360000,1,0,1,-79.88343,-2.25745,3.401069011122,36.1650256475139,20.0215768682467,7.8492557874358,0,1.49977354533602
"182","GUASMO 2 S02",42358,39,2,20,"2015-11-17",151,3.64583542633338,11.3181509082553,3.27499997615814,1,1,3,1,4,3,0,1,0,0,1,1,0,1,91125,0,0,2,-79.89211,-2.27122,0,0,0,0,0.100000001490116,0.057484839951752
"185","GUASMO 2 S02",42692,80,2,40,"2015-10-29",148,3.64583542633338,11.3181509082553,3.27499997615814,1,4,2,1,24,3,0,1,0,0,1,1,0,1,450000,1,0,2,-79.88749,-2.27601,0,0.100000001490116,0.057484839951752,11.5740099139403,0,0.75022645493393
"186","GUASMO 2 S02",45690,25,1,25,"2016-02-29",166,3.64583542633338,11.3181509082553,3.27499997615814,1,0,6,0,0,3,1,1,0,0,1,1,0,1,64000,1,0,1,-79.885606,-2.27433,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"187","GUASMO 2 S02",41498,9,1,9,"2015-10-26",148,3.64583542633338,11.3181509082553,3.27499997615814,1,1,2,1,2,3,0,1,0,0,1,1,0,1,343,1,1,1,-79.8839,-2.27927,0,0.100000001490116,0.057484839951752,11.5740099139403,0,0.75022645493393
"188","GUASMO 2 S02",42696,9,1,9,"2015-10-29",148,3.64583542633338,11.3181509082553,3.27499997615814,1,2,3,1,24,3,0,1,0,0,1,1,0,1,25000,1,0,1,-79.88766,-2.27604,0,0.100000001490116,0.057484839951752,11.5740099139403,0,0.75022645493393
"190","GUASMO 2 S02",46425,3,2,2,"2016-03-04",166,3.64583542633338,11.3181509082553,3.27499997615814,1,4,4,0,0,3,1,1,1,1,1,1,0,1,75050,1,0,2,-79.88645,-2.27408,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"191","GUASMO 2 S02",45708,18,1,18,"2016-03-01",166,3.64583542633338,11.3181509082553,3.27499997615814,1,2,4,0,0,3,1,1,1,1,0,1,0,1,11250,1,1,1,-79.883986,-2.275188,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"194","GUASMO 2 S02",45842,4,1,4,"2016-03-01",166,3.64583542633338,11.3181509082553,3.27499997615814,1,3,1,0,0,3,1,1,1,0,0,0,0,1,4500,1,1,1,-79.883041,-2.276346,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"195","GUASMO 2 S02",37627,4,1,4,"2015-05-12",124,3.64583542633338,11.3181509082553,3.27499997615814,1,2,5,1,3,7,1,1,0,0,1,1,0,1,36000,1,0,1,-79.88187,-2.25378,3.401069011122,36.1650256475139,20.0215768682467,7.8492557874358,0,1.49977354533602
"197","GUASMO 2 S02",45686,4,1,4,"2016-02-29",166,3.64583542633338,11.3181509082553,3.27499997615814,1,0,3,0,0,3,1,1,0,0,1,1,0,1,25,1,1,1,-79.886101,-2.27384,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"199","GUASMO 2 S02",37742,22,1,22,"2015-05-13",124,3.64583542633338,11.3181509082553,3.27499997615814,1,1,7,1,2,3,1,1,0,0,1,1,0,1,201840,1,0,1,-79.88319,-2.25635,3.401069011122,36.1650256475139,20.0215768682467,7.8492557874358,0,1.49977354533602
"200","GUASMO 2 S02",37628,5,1,5,"2015-05-12",124,3.64583542633338,11.3181509082553,3.27499997615814,1,0,4,1,3,7,1,1,0,0,1,1,0,1,288000,0,0,1,-79.88191,-2.25368,3.401069011122,36.1650256475139,20.0215768682467,7.8492557874358,0,1.49977354533602
"201","GUASMO 2 S02",37802,18,1,18,"2015-05-14",124,3.64583542633338,11.3181509082553,3.27499997615814,1,3,2,1,2,3,1,1,0,0,1,1,0,1,9000,1,1,1,-79.88332,-2.25669,3.401069011122,36.1650256475139,20.0215768682467,7.8492557874358,0,1.49977354533602
"202","GUASMO 2 S02",37800,77,3,26,"2015-05-14",124,3.64583542633338,11.3181509082553,3.27499997615814,1,2,5,1,2,4,1,1,0,0,1,1,0,1,6e+05,1,0,3,-79.88354,-2.25708,3.401069011122,36.1650256475139,20.0215768682467,7.8492557874358,0,1.49977354533602
"204","GUASMO 2 S02",40495,2,1,2,"2015-07-23",134,3.64583542633338,11.3181509082553,3.27499997615814,1,1,7,0,0,3,1,1,0,0,0,1,0,1,288000,1,0,1,-79.87895,-2.26485,0,0.100000001490116,0,0,0,0
"205","GUASMO 2 S02",45859,25,1,25,"2016-03-01",166,3.64583542633338,11.3181509082553,3.27499997615814,1,1,3,0,0,3,1,1,1,0,1,0,0,1,900,1,1,1,-79.883005,-2.276463,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"206","GUASMO 2 S02",42693,32,1,32,"2015-10-29",148,3.64583542633338,11.3181509082553,3.27499997615814,1,3,3,1,24,3,0,1,0,0,1,1,0,1,216000,0,0,1,-79.88621,-2.27735,0,0.100000001490116,0.057484839951752,11.5740099139403,0,0.75022645493393
"207","GUASMO 2 S02",42388,32,1,32,"2015-11-17",151,3.64583542633338,11.3181509082553,3.27499997615814,1,2,4,1,4,3,0,1,0,0,1,1,0,1,144000,0,0,1,-79.89325,-2.27191,0,0,0,0,0.100000001490116,0.057484839951752
"210","GUASMO 2 S02",40237,16,1,16,"2015-07-21",134,3.64583542633338,11.3181509082553,3.27499997615814,1,4,6,0,0,3,1,1,1,1,1,1,0,1,25000,0,1,1,-79.88794,-2.28254,0,0.100000001490116,0,0,0,0
"212","GUASMO 2 S02",45689,4,1,4,"2016-02-29",166,3.64583542633338,11.3181509082553,3.27499997615814,1,2,3,0,0,3,1,1,1,1,0,1,0,1,1e+05,1,0,1,-79.885795,-2.274285,0.949999988079071,2.375,2.77499997615814,13.1749997138977,2.25,0
"215","GUASMO 2 S02",40232,3,1,3,"2015-07-20",134,3.64583542633338,11.3181509082553,3.27499997615814,1,1,2,0,0,3,1,1,1,1,1,1,0,1,360,0,0,1,-79.88743,-2.28295,0,0.100000001490116,0,0,0,0
"224","GUASMO 3 S03",42651,12,1,12,"2015-11-19",151,3.21311507608097,11.875942356115,3.39499998092651,1,2,2,1,4,3,0,1,1,0,1,1,0,1,288000,1,0,1,-79.88922,-2.27209,0,0,0,0,0.050000000745058,0.050000000745058
"230","GUASMO 3 S03",42613,20,1,20,"2015-11-18",151,3.21311507608097,11.875942356115,3.39499998092651,1,2,7,1,4,3,0,1,0,0,1,1,0,1,48000,1,0,1,-79.8406,-2.27249,0,0,0,0,0.050000000745058,0.050000000745058
"241","GUASMO 3 S03",42639,25,1,25,"2015-11-19",151,3.21311507608097,11.875942356115,3.39499998092651,1,2,5,1,4,3,0,1,1,0,1,1,0,1,512000,1,0,1,-79.89061,-2.27167,0,0,0,0,0.050000000745058,0.050000000745058
"249","GUASMO 3 S03",43031,3,1,3,"2016-03-07",167,3.21311507608097,11.875942356115,3.39499998092651,1,1,4,0,0,3,1,1,0,0,1,1,0,1,6,1,1,1,-79.89214,-2.26882,1.75614577151132,2.15000009536743,7.77631252521201,1.24122917220353,13.5736877726124,1.0561458430369
"266","GUASMO 3 S03",42549,40,1,40,"2015-11-17",151,3.21311507608097,11.875942356115,3.39499998092651,1,1,4,1,4,3,0,1,0,0,1,1,0,1,288000,0,0,1,-79.8924,-2.27175,0,0,0,0,0.050000000745058,0.050000000745058
"267","GUASMO 3 S03",42629,7,1,7,"2015-11-19",151,3.21311507608097,11.875942356115,3.39499998092651,1,1,4,1,4,3,0,1,1,0,1,1,0,1,216000,1,0,1,-79.89069,-2.2717,0,0,0,0,0.050000000745058,0.050000000745058
"270","GUASMO 3 S03",43523,29,1,29,"2016-02-26",165,3.21311507608097,11.875942356115,3.39499998092651,1,2,3,0,0,3,1,1,1,1,1,1,0,1,150,1,1,1,-79.887396,-2.27312,7.77631252521201,1.24122917220353,13.5736877726124,1.0561458430369,0,21.6412289162016
"275","GUASMO 3 S03",42564,10,1,10,"2015-11-18",151,3.21311507608097,11.875942356115,3.39499998092651,1,6,10,1,4,3,0,1,0,0,1,1,0,1,288000,1,0,1,-79.89088,-2.2733,0,0,0,0,0.050000000745058,0.050000000745058
"278","GUASMO 3 S03",43512,1,1,1,"2016-02-26",165,3.21311507608097,11.875942356115,3.39499998092651,1,2,4,0,0,3,0,1,1,1,0,1,0,1,275000,1,0,1,-79.888143,-2.272216,7.77631252521201,1.24122917220353,13.5736877726124,1.0561458430369,0,21.6412289162016
"283","GUASMO 3 S03",42694,40,1,40,"2015-11-19",151,3.21311507608097,11.875942356115,3.39499998092651,1,2,4,1,4,3,0,1,1,0,1,1,0,1,324000,1,0,1,-79.88953,-2.272,0,0,0,0,0.050000000745058,0.050000000745058
"289","GUASMO 4 S04",42982,13,1,13,"2016-01-12",159,2.43912133051653,11.9725238191815,2.90999996662139,1,2,6,0,0,3,1,1,1,1,0,1,1,1,75000,1,0,1,-79.89591,-2.27103,0.363582571917941,9.21781351990023,0,1.02999999523162,0,0
"292","GUASMO 4 S04",43457,3,1,3,"2016-02-23",165,2.43912133051653,11.9725238191815,2.90999996662139,1,0,6,0,0,3,1,1,0,0,0,1,1,1,181500,1,0,1,-79.895617,-2.270232,28.5679016002012,1.23842051494395,8.06051972154168,0.88244202813013,0,14.1229379142225
"293","GUASMO 4 S04",42975,25,1,25,"2016-01-12",159,2.43912133051653,11.9725238191815,2.90999996662139,1,3,5,1,4,5,1,1,1,1,1,1,0,1,272250,1,0,1,-79.896423,-2.271737,0.363582571917941,9.21781351990023,0,1.02999999523162,0,0
"299","GUASMO 4 S04",42962,67,3,22,"2016-01-12",159,2.43912133051653,11.9725238191815,2.90999996662139,1,3,2,1,24,3,1,1,0,0,0,1,0,1,18600,0,1,3,-79.895395,-2.272031,0.363582571917941,9.21781351990023,0,1.02999999523162,0,0
"300","GUAYACANES 3 S03",8676,8,1,8,"2014-11-12",98,1.63148322950579,7.78030092451839,1.95491203166566,1,0,4,1,4,3,1,1,1,0,0,0,0,1,24857,1,0,1,-79.88585,-2.12175,0,0,0,0.050000000745058,0,8.14235889329207
"301","JUAN MONTALVO 3 S03",21767,51,2,26,"2014-08-19",86,3.25324823017822,8.88111358403028,2.14536635642218,1,1,4,0,0,4,1,1,0,0,1,1,0,0,173296,1,0,2,-79.91591,-2.12575,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"302","JUAN MONTALVO 3 S03",21759,5,1,5,"2014-08-19",86,3.25324823017822,8.88111358403028,2.14536635642218,1,0,0,1,0,3,0,1,0,0,1,0,1,0,151.25,0,1,1,-79.91531,-2.12551,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"304","JUAN MONTALVO 3 S03",21916,1,1,1,"2014-08-22",86,3.25324823017822,8.88111358403028,2.14536635642218,0,4,5,1,3,3,1,1,1,0,1,0,1,1,891,1,0,1,-79.91565,-2.12226,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"305","JUAN MONTALVO 3 S03",23567,24,1,24,"2014-08-21",86,3.25324823017822,8.88111358403028,2.14536635642218,1,0,2,0,0,2,1,1,1,0,1,1,1,0,100920,1,0,1,-79.91678,-2.12483,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"306","JUAN MONTALVO 3 S03",21611,17,1,17,"2014-08-18",86,3.25324823017822,8.88111358403028,2.14536635642218,1,0,2,0,0,2,0,1,0,0,1,0,1,0,24300,1,0,1,-79.91423,-2.12539,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"307","JUAN MONTALVO 3 S03",21714,37,1,37,"2014-08-18",86,3.25324823017822,8.88111358403028,2.14536635642218,1,2,2,1,0,3,0,1,0,0,1,0,0,1,68076,1,1,1,-79.91499,-2.12433,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"308","JUAN MONTALVO 3 S03",21873,12,1,12,"2014-08-21",86,3.25324823017822,8.88111358403028,2.14536635642218,1,3,7,1,3,3,1,1,1,0,1,1,1,0,110450,1,0,1,-79.91628,-2.12456,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"309","JUAN MONTALVO 3 S03",21864,18,1,18,"2014-08-21",86,3.25324823017822,8.88111358403028,2.14536635642218,1,2,4,1,12,3,1,1,0,1,1,1,1,1,77658,1,0,1,-79.91674,-2.12358,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"310","JUAN MONTALVO 3 S03",21889,2,2,1,"2014-08-22",86,3.25324823017822,8.88111358403028,2.14536635642218,1,2,4,1,12,3,1,1,1,0,1,1,0,1,654,0,1,2,-79.91728,-2.12451,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"312","JUAN MONTALVO 3 S03",21881,36,2,18,"2014-08-22",86,3.25324823017822,8.88111358403028,2.14536635642218,1,2,4,1,12,3,1,1,1,0,1,1,0,1,617,1,1,2,-79.91728,-2.12451,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"313","JUAN MONTALVO 3 S03",21877,17,1,17,"2014-08-22",86,3.25324823017822,8.88111358403028,2.14536635642218,1,2,2,1,3,2,1,1,0,0,0,0,1,1,78570,1,0,1,-79.91728,-2.12451,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"314","JUAN MONTALVO 3 S03",21857,8,1,8,"2014-08-21",86,3.25324823017822,8.88111358403028,2.14536635642218,1,1,4,1,8,3,1,1,0,0,1,1,0,0,279212,1,0,1,-79.91667,-2.12516,0,0.100000001490116,0,0.300000011920929,0,0.100000001490116
"318","KENNEDY 2 S02",15835,13,1,13,"2015-01-26",109,0.952244422599025,6.61676249689141,1.59788253898236,1,1,3,1,24,7,0,1,0,0,0,0,1,0,448,1,0,1,-79.894279,-2.1770305,0,20.8800182987089,0.198481583444688,7.24072079030967,0,0.868298388328444
"319","LA FLORESTA 2 S02",66,2,1,2,"2014-03-18",64,1.88272521600353,9.91883007725793,3.01999998092651,1,0,2,0,0,3,1,0,0,0,1,0,0,1,0,1,0,146,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"320","LA FLORESTA 2 S02",63,7,1,7,"2014-03-18",64,1.88272521600353,9.91883007725793,3.01999998092651,1,4,1,0,0,3,1,0,0,0,1,0,0,1,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"321","LA FLORESTA 2 S02",91,2,1,2,"2014-03-19",64,1.88272521600353,9.91883007725793,3.01999998092651,1,1,1,1,0,3,1,0,0,0,1,0,0,1,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"322","LA FLORESTA 2 S02",79,18,1,18,"2014-03-18",64,1.88272521600353,9.91883007725793,3.01999998092651,1,2,1,0,0,3,1,0,0,0,1,0,0,1,600,1,1,20,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"323","LA FLORESTA 2 S02",58,11,1,11,"2014-03-18",64,1.88272521600353,9.91883007725793,3.01999998092651,1,1,5,0,0,3,1,0,0,0,0,0,0,0,0,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"326","LA FLORESTA 2 S02",149,7,1,7,"2014-03-20",64,1.88272521600353,9.91883007725793,3.01999998092651,1,2,2,0,0,3,1,0,1,0,1,0,0,1,1200,1,0,24,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"327","LA FLORESTA 2 S02",80,1,1,1,"2014-03-18",64,1.88272521600353,9.91883007725793,3.01999998092651,1,1,2,0,0,3,1,0,0,0,1,0,0,1,3000,1,1,92,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"328","LA FLORESTA 2 S02",81,6,1,6,"2014-03-18",64,1.88272521600353,9.91883007725793,3.01999998092651,1,6,4,0,0,3,1,0,0,0,0,0,0,1,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"329","LA FLORESTA 2 S02",130,10,2,5,"2014-03-19",64,1.88272521600353,9.91883007725793,3.01999998092651,1,1,2,0,0,3,0,0,0,0,0,0,0,0,1200,1,0,25,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"330","LA FLORESTA 2 S02",93,2,1,2,"2014-03-19",64,1.88272521600353,9.91883007725793,3.01999998092651,1,5,7,0,0,3,1,0,0,0,1,0,0,1,1800,0,0,28,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"331","LA FLORESTA 2 S02",94,23,3,8,"2014-03-19",64,1.88272521600353,9.91883007725793,3.01999998092651,1,3,3,0,0,3,1,0,0,0,1,0,0,1,1133.33333333333,1,1,252,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"333","LA FLORESTA 2 S02",195,1,1,1,"2014-03-20",64,1.88272521600353,9.91883007725793,3.01999998092651,1,3,2,0,0,3,1,1,0,0,1,0,0,1,1200,1,0,24,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"334","LA FLORESTA 2 S02",131,23,3,8,"2014-03-19",64,1.88272521600353,9.91883007725793,3.01999998092651,1,5,2,0,0,3,1,0,0,0,1,0,0,1,3.33333333333333,1,0,312,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"335","LA FLORESTA 2 S02",134,5,1,5,"2014-03-19",64,1.88272521600353,9.91883007725793,3.01999998092651,0,4,2,0,0,3,1,0,0,0,1,0,0,1,1,1,1,1,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"336","LA FLORESTA 2 S02",135,2,1,2,"2014-03-19",64,1.88272521600353,9.91883007725793,3.01999998092651,1,3,2,0,0,3,1,0,0,0,1,0,0,0,1800,1,0,28,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"337","LA FLORESTA 2 S02",54,1,1,1,"2014-03-18",64,1.88272521600353,9.91883007725793,3.01999998092651,1,4,2,0,0,3,1,0,0,0,1,0,0,1,1800,1,0,28,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628,3.45000004768371,2,14.125
"340","LA FLORESTA 3 S03",40505,14,1,14,"2015-07-15",133,2.2226994210717,7.66187358544587,2.79785659938798,1,1,2,1,3,3,0,1,1,0,1,1,0,1,144000,1,0,1,999999,999999,0.100000001490116,0,0,0,0,0
"341","LA FLORESTA 3 S03",4788,1,1,1,"2014-01-21",56,2.2226994210717,7.66187358544587,2.79785659938798,1,0,1,0,0,3,1,0,0,1,1,0,0,0,1,1,0,7,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121,0,0,0
"342","LA FLORESTA 3 S03",36123,19,1,19,"2015-04-22",121,2.2226994210717,7.66187358544587,2.79785659938798,1,0,2,1,3,3,1,1,0,0,1,1,0,1,3000,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486,1.33963907229663,18.6080532901632,0.565110059298678
"343","LA FLORESTA 3 S03",4866,2,1,2,"2014-01-22",56,2.2226994210717,7.66187358544587,2.79785659938798,1,3,2,0,0,3,1,0,0,1,1,1,0,0,150,1,0,51,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121,0,0,0
"344","LA FLORESTA 3 S03",36390,24,1,24,"2015-04-28",122,2.2226994210717,7.66187358544587,2.79785659938798,1,0,1,1,4,3,1,1,0,0,1,1,0,1,500,1,1,1,-79.88173,-2.25516,20.3737097105773,7.70869638500125,0,1.49919831025486,1.33963907229663,18.6080532901632
