"","KEYSC","IDP1","PupaeSum","NumCriaderos","PupaeIndex","Date","CEpiWeek","Illiteracy","Unemployment","Overcrowding","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2","week3","week4","week5"
"345","LA FLORESTA 3 S03",36378,13,1,13,"2015-04-28",122,2.2226994210717,7.66187358544587,2.79785659938798,1,3,2,1,3,3,1,1,0,0,1,1,0,1,21600,1,0,1,-79.88156,-2.25535,20.3737097105773,7.70869638500125,0,1.49919831025486,1.33963907229663,18.6080532901632
"346","LA FLORESTA 3 S03",35858,1,1,1,"2015-04-10",119,2.2226994210717,7.66187358544587,2.79785659938798,1,0,4,1,12,4,0,1,0,0,1,1,0,0,10500,1,1,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632,0.565110059298678,1.51108332917259,4.69210498767897
"347","LA FLORESTA 3 S03",36041,6,1,6,"2015-04-22",121,2.2226994210717,7.66187358544587,2.79785659938798,1,0,4,1,12,3,1,1,0,0,1,1,0,1,324900,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486,1.33963907229663,18.6080532901632,0.565110059298678
"348","LA FLORESTA 3 S03",36105,16,2,8,"2015-04-22",121,2.2226994210717,7.66187358544587,2.79785659938798,1,0,6,1,3,3,1,1,0,0,1,1,0,1,41000,1,0,2,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486,1.33963907229663,18.6080532901632,0.565110059298678
"349","LA FLORESTA 3 S03",38286,15,2,8,"2015-05-18",125,2.2226994210717,7.66187358544587,2.79785659938798,1,0,2,1,2,7,1,1,0,0,0,0,0,1,5250,1,1,2,-79.8894,-2.25029,0.949999988079071,3.32146250339649,36.14939815158,20.3737097105773,7.70869638500125,0
"350","LA FLORESTA 3 S03",36179,3,1,3,"2015-04-22",121,2.2226994210717,7.66187358544587,2.79785659938798,1,1,3,1,3,3,1,1,0,0,1,1,1,1,500,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486,1.33963907229663,18.6080532901632,0.565110059298678
"351","LA FLORESTA 3 S03",38503,11,1,11,"2015-05-20",125,2.2226994210717,7.66187358544587,2.79785659938798,1,0,4,1,4,3,1,1,0,0,0,1,0,1,336400,1,0,1,-79.88902,-2.24754,0.949999988079071,3.32146250339649,36.14939815158,20.3737097105773,7.70869638500125,0
"352","LA FLORESTA 3 S03",40456,15,1,15,"2015-07-15",133,2.2226994210717,7.66187358544587,2.79785659938798,1,2,2,1,3,3,0,1,1,0,1,1,0,1,500,1,1,1,-79.88369,-2.25251,0.100000001490116,0,0,0,0,0
"353","LA FLORESTA 3 S03",4696,12,1,12,"2014-01-20",56,2.2226994210717,7.66187358544587,2.79785659938798,1,2,2,0,0,3,1,0,0,1,1,1,0,0,15,1,0,50,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121,0,0,0
"354","LA FLORESTA 3 S03",38321,34,1,34,"2015-05-18",125,2.2226994210717,7.66187358544587,2.79785659938798,1,0,3,1,4,3,1,1,0,0,0,1,0,1,33640,1,0,1,-79.88956,-2.2496,0.949999988079071,3.32146250339649,36.14939815158,20.3737097105773,7.70869638500125,0
"355","LA FLORESTA 3 S03",40229,8,1,8,"2015-07-13",133,2.2226994210717,7.66187358544587,2.79785659938798,1,1,5,1,24,3,0,1,1,0,1,1,0,1,7200,1,0,1,-79.88106,-2.2557,0.100000001490116,0,0,0,0,0
"356","LA FLORESTA 3 S03",38276,7,1,7,"2015-05-18",125,2.2226994210717,7.66187358544587,2.79785659938798,1,2,5,1,2,7,1,1,0,0,0,0,0,1,24000,1,0,1,-79.8895,-2.25069,0.949999988079071,3.32146250339649,36.14939815158,20.3737097105773,7.70869638500125,0
"357","LA FLORESTA 3 S03",38388,13,1,13,"2015-05-19",125,2.2226994210717,7.66187358544587,2.79785659938798,1,0,3,1,2,7,1,1,0,0,0,1,0,1,96000,1,0,1,-79.88992,-2.24883,0.949999988079071,3.32146250339649,36.14939815158,20.3737097105773,7.70869638500125,0
"358","LA FLORESTA 3 S03",4828,1,1,1,"2014-01-22",56,2.2226994210717,7.66187358544587,2.79785659938798,1,0,5,0,0,3,1,1,0,1,1,1,0,0,50,1,0,117,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121,0,0,0
"359","LA FLORESTA 3 S03",36183,15,1,15,"2015-04-22",121,2.2226994210717,7.66187358544587,2.79785659938798,1,5,6,1,2,3,1,1,0,0,1,1,0,1,300,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486,1.33963907229663,18.6080532901632,0.565110059298678
"360","LA FLORESTA 3 S03",40197,1,1,1,"2015-07-13",133,2.2226994210717,7.66187358544587,2.79785659938798,1,0,12,1,24,3,0,1,1,0,1,1,0,1,216000,0,0,1,-79.88126,-2.25722,0.100000001490116,0,0,0,0,0
"361","LA FLORESTA 3 S03",36122,90,3,30,"2015-04-23",121,2.2226994210717,7.66187358544587,2.79785659938798,1,0,2,1,3,3,1,1,0,0,0,1,0,1,73646.6666666667,1,0,3,-79.88094,-2.25723,7.70869638500125,0,1.49919831025486,1.33963907229663,18.6080532901632,0.565110059298678
"362","LA FLORIDA 2 S02",41150,1,1,1,"2015-09-14",142,1.81816404081129,6.66588996828287,2.95500004291534,1,2,2,1,3,3,0,1,0,0,1,1,0,1,180000,1,0,1,-79.93795,-2.1297,9.21834456471101,0,0,1.20840136117069,0,0.16584892660677
"363","LA FLORIDA 3 S03",4386,10,2,5,"2014-07-30",83,3.69528777089815,6.72073360329303,2.92999994754791,1,2,3,0,0,3,1,1,1,0,1,1,0,0,2625,0,1,2,-79.9462,-2.13019,0.349999994039536,0,0.100000001490116,0,0,0
"364","LOS CEIBOS 3 S03",43911,2,1,2,"2015-09-09",141,0.612919361346362,4.45474987668759,1.86643890794042,1,0,1,1,24,3,0,0,0,0,1,1,0,1,252000,1,0,1,-80.07977,-2.23597,0,0,0.722251248325775,0,0.298181155775858,0
"365","LOS CEIBOS 3 S03",43884,19,1,19,"2015-09-09",141,0.612919361346362,4.45474987668759,1.86643890794042,1,1,4,1,24,3,0,0,0,0,1,1,0,1,288000,1,0,1,-80.07892,-2.23646,0,0,0.722251248325775,0,0.298181155775858,0
"366","LOS ESTEROS 1 S01",38620,2,1,2,"2015-06-09",128,1.06745044812028,8.39115059824768,2.62999993562698,1,3,7,0,0,3,0,1,0,0,1,1,0,1,50,0,0,1,-79.90417,-2.25735,0,0.371867176861668,0.050029085886506,0.999941829704103,3.73431122671317,39.0187773342392
"367","LOS ESTEROS 1 S01",39170,21,1,21,"2015-06-12",128,1.06745044812028,8.39115059824768,2.62999993562698,1,1,4,0,0,3,0,1,0,0,1,1,1,1,400,1,1,1,-79.90531,-2.25434,0,0.371867176861668,0.050029085886506,0.999941829704103,3.73431122671317,39.0187773342392
"368","LOS ESTEROS 1 S01",38939,12,1,12,"2015-06-10",128,1.06745044812028,8.39115059824768,2.62999993562698,1,0,2,0,0,3,0,1,0,0,1,1,0,1,800,1,1,1,-79.90433,-2.25534,0,0.371867176861668,0.050029085886506,0.999941829704103,3.73431122671317,39.0187773342392
"369","LOS ESTEROS 1 S01",38865,18,1,18,"2015-06-09",128,1.06745044812028,8.39115059824768,2.62999993562698,1,1,6,0,0,3,0,1,0,0,1,1,0,1,125,1,1,1,-79.90442,-2.25619,0,0.371867176861668,0.050029085886506,0.999941829704103,3.73431122671317,39.0187773342392
"370","LOS ESTEROS 1 S01",39134,18,1,18,"2015-06-11",128,1.06745044812028,8.39115059824768,2.62999993562698,1,0,5,0,0,3,0,1,0,0,0,1,0,1,180000,1,0,1,-79.90466,-2.25493,0,0.371867176861668,0.050029085886506,0.999941829704103,3.73431122671317,39.0187773342392
"371","LOS ESTEROS 1 S01",39180,40,1,40,"2015-06-12",128,1.06745044812028,8.39115059824768,2.62999993562698,1,0,4,0,0,3,0,1,0,0,1,1,0,1,216000,1,0,1,-79.90477,-2.25413,0,0.371867176861668,0.050029085886506,0.999941829704103,3.73431122671317,39.0187773342392
"372","LOS ESTEROS 1 S01",39020,1,1,1,"2015-06-11",128,1.06745044812028,8.39115059824768,2.62999993562698,1,4,3,0,0,3,0,1,0,0,1,1,1,1,180000,1,0,1,-79.90388,-2.25532,0,0.371867176861668,0.050029085886506,0.999941829704103,3.73431122671317,39.0187773342392
"373","LOS ESTEROS 1 S01",39013,29,1,29,"2015-06-11",128,1.06745044812028,8.39115059824768,2.62999993562698,1,0,1,0,0,3,0,1,0,0,1,1,0,1,1000,1,1,146,-79.90369,-2.25517,0,0.371867176861668,0.050029085886506,0.999941829704103,3.73431122671317,39.0187773342392
"374","LOS ESTEROS 2 S02",45114,10,1,10,"2016-06-21",182,1.93166130137686,8.89395024679486,2.36933854711851,1,2,3,0,0,3,1,1,0,0,0,1,0,1,800,0,1,1,-79.90524,-2.25234,0,0,0,0.195639428245873,0,0.983307184566876
"375","LOS ESTEROS 2 S02",45816,19,1,19,"2016-06-14",181,1.93166130137686,8.89395024679486,2.36933854711851,1,2,3,0,0,3,1,1,1,1,0,0,0,1,121000,1,0,1,-79.90367,-2.25159,0,0,0.195639428245873,0,0.983307184566876,6.60744392204487
"379","LOS ESTEROS 2 S02",45181,11,1,11,"2016-06-22",182,1.93166130137686,8.89395024679486,2.36933854711851,1,0,4,0,0,3,1,1,1,1,0,1,0,1,3000,0,0,1,-79.90754,-2.25344,0,0,0,0.195639428245873,0,0.983307184566876
"384","LOS ESTEROS 4 S04",3808,41,1,41,"2014-07-17",81,4.38751239922737,9.51581716247825,3.23732872796062,1,2,3,0,0,3,1,1,1,0,1,1,1,0,14880,1,0,1,-79.91011,-2.24912,0.100000001490116,0,0,0,0,0
"385","LOS ESTEROS 4 S04",3864,32,1,32,"2014-07-18",81,4.38751239922737,9.51581716247825,3.23732872796062,1,3,6,0,0,3,1,1,1,0,1,1,0,0,414540,1,0,1,-79.9065,-2.25133,0.100000001490116,0,0,0,0,0
"387","MALVINAS NORTE 3 S03",14943,8,1,8,"2014-09-22",91,3.66979587242797,11.1010132003311,3.90266409300793,1,3,4,1,6,3,1,1,0,0,1,1,0,1,275968,1,0,1,-79.91309,-2.2293,0.5,7.87899591386623,0,0,0.521004106384678,0
"388","MALVINAS NORTE 3 S03",14858,2,1,2,"2014-09-22",91,3.66979587242797,11.1010132003311,3.90266409300793,1,2,4,1,6,7,1,1,0,0,1,0,0,1,64827,0,1,1,-79.91292,-2.23036,0.5,7.87899591386623,0,0,0.521004106384678,0
"389","MALVINAS NORTE 3 S03",14869,3,1,3,"2014-09-22",91,3.66979587242797,11.1010132003311,3.90266409300793,1,0,2,1,4,7,1,1,1,0,1,1,0,1,4046,1,1,1,-79.91273,-2.23009,0.5,7.87899591386623,0,0,0.521004106384678,0
"390","MALVINAS NORTE 3 S03",14890,9,1,9,"2014-09-22",91,3.66979587242797,11.1010132003311,3.90266409300793,1,1,3,1,9,3,1,1,0,0,1,1,0,1,4608,0,1,1,-79.91308,-2.22992,0.5,7.87899591386623,0,0,0.521004106384678,0
"391","MALVINAS NORTE 3 S03",15052,1,1,1,"2014-09-24",91,3.66979587242797,11.1010132003311,3.90266409300793,0,0,2,1,12,3,1,1,0,0,1,0,1,0,980,1,0,1,-79.91357,-2.22805,0.5,7.87899591386623,0,0,0.521004106384678,0
"392","MALVINAS NORTE 3 S03",14922,11,1,11,"2014-09-22",91,3.66979587242797,11.1010132003311,3.90266409300793,1,0,2,1,6,3,1,1,0,0,1,1,0,1,254100,1,0,1,-79.91306,-2.22958,0.5,7.87899591386623,0,0,0.521004106384678,0
"393","MALVINAS NORTE 3 S03",14843,16,2,8,"2014-09-22",91,3.66979587242797,11.1010132003311,3.90266409300793,1,1,6,1,4,7,1,1,0,0,1,0,0,1,197668.5,1,0,2,-79.91297,-2.23046,0.5,7.87899591386623,0,0,0.521004106384678,0
"394","MALVINAS NORTE 3 S03",15215,2,1,2,"2014-09-25",91,3.66979587242797,11.1010132003311,3.90266409300793,0,1,4,1,12,7,1,1,0,0,1,1,0,1,900,1,0,1,-79.91178,-2.22989,0.5,7.87899591386623,0,0,0.521004106384678,0
"395","MALVINAS NORTE 3 S03",15232,35,1,35,"2014-09-25",91,3.66979587242797,11.1010132003311,3.90266409300793,1,2,4,1,6,7,1,1,0,0,1,1,0,1,17328,1,0,1,-79.91167,-2.22949,0.5,7.87899591386623,0,0,0.521004106384678,0
"396","MALVINAS NORTE 3 S03",15290,1,1,1,"2014-09-25",91,3.66979587242797,11.1010132003311,3.90266409300793,1,2,3,1,12,3,1,1,0,0,1,1,0,1,256608,1,0,1,-79.91148,-2.22884,0.5,7.87899591386623,0,0,0.521004106384678,0
"400","MALVINAS NORTE 3 S03",15218,1,1,1,"2014-09-25",91,3.66979587242797,11.1010132003311,3.90266409300793,0,3,2,1,12,7,1,1,0,0,1,1,0,1,259920,0,0,1,-79.91178,-2.22961,0.5,7.87899591386623,0,0,0.521004106384678,0
"401","MALVINAS NORTE 3 S03",16899,9,2,4,"2014-09-26",91,3.66979587242797,11.1010132003311,3.90266409300793,1,2,2,1,12,3,1,1,0,0,0,1,0,1,167740,1,1,2,-79.91111,-2.22791,0.5,7.87899591386623,0,0,0.521004106384678,0
"403","MALVINAS SUR 1 S01",47935,17,1,17,"2016-08-25",191,0.71238047777049,9.63657335967839,2.14092899723586,1,0,5,0,0,7,1,1,0,1,0,1,1,0,2240,1,1,1,-79.9054,-2.23371,0,0,0.349999994039536,0,0.349999994039536,0
"404","MALVINAS SUR 1 S01",47786,13,2,6,"2016-08-18",190,0.71238047777049,9.63657335967839,2.14092899723586,1,2,6,0,0,7,1,1,0,0,0,0,1,0,49000,1,0,2,-79.8398,-2.23581,0,0.349999994039536,0,0.349999994039536,0,0.100000001490116
"405","MALVINAS SUR 1 S01",47813,1,1,1,"2016-08-19",190,0.71238047777049,9.63657335967839,2.14092899723586,1,1,3,0,0,7,1,1,0,0,0,0,1,0,1500,1,0,1,-79.89872,-2.23699,0,0.349999994039536,0,0.349999994039536,0,0.100000001490116
"407","MAPASINGUE 1 S01",8283,3,1,3,"2014-10-24",95,2.07966078004187,7.25624353591266,2.03114284898377,1,3,2,1,3,3,1,1,0,0,1,1,0,1,36608,1,1,1,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704,0,0.701411693534476,7.74858828949594
"408","MAPASINGUE 1 S01",8285,39,1,39,"2014-10-24",95,2.07966078004187,7.25624353591266,2.03114284898377,1,3,3,1,3,3,1,1,0,0,1,1,0,1,56000,0,0,1,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704,0,0.701411693534476,7.74858828949594
"413","MARTHA DE ROLDOS 2 S02",46955,1,1,1,"2016-05-06",175,2.94929576714431,7.69925464688404,3.0550000667572,1,1,3,0,0,4,1,1,0,0,0,1,0,1,18000,1,0,1,-79.92998,-2.45005,40.1999988555908,17.3249998092651,7.04999995231628,0,1.97500002384185,0.25
"414","MARTHA DE ROLDOS 2 S02",1715,5,1,5,"2014-02-10",59,2.94929576714431,7.69925464688404,3.0550000667572,1,3,3,0,0,3,1,1,1,0,1,0,1,1,0,1,0,85,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0,20.7250003814697,0.150000005960464,5.40000009536743
"415","MARTHA DE ROLDOS 2 S02",1745,3,1,3,"2014-02-10",59,2.94929576714431,7.69925464688404,3.0550000667572,1,2,5,0,0,3,1,1,0,0,1,0,0,0,0,1,1,1,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0,20.7250003814697,0.150000005960464,5.40000009536743
"416","MARTHA DE ROLDOS 2 S02",45919,5,1,5,"2016-05-10",176,2.94929576714431,7.69925464688404,3.0550000667572,1,1,4,0,0,4,1,1,0,0,0,1,0,1,1000,1,1,1,-79.91653,-2.15031,4.125,40.1999988555908,17.3249998092651,7.04999995231628,0,1.97500002384185
"417","MARTHA DE ROLDOS 2 S02",46705,5,1,5,"2016-04-29",174,2.94929576714431,7.69925464688404,3.0550000667572,1,1,2,0,0,3,1,1,1,1,1,1,0,0,1500,1,1,1,999999,999999,17.3249998092651,7.04999995231628,0,1.97500002384185,0.25,22.4250001907348
"419","MARTHA DE ROLDOS 2 S02",46897,8,2,4,"2016-05-05",175,2.94929576714431,7.69925464688404,3.0550000667572,1,0,2,0,0,4,1,1,1,1,1,1,0,1,5250,1,0,2,-79.91915,-2.15074,40.1999988555908,17.3249998092651,7.04999995231628,0,1.97500002384185,0.25
"420","MARTHA DE ROLDOS 2 S02",46680,1,1,1,"2016-04-28",174,2.94929576714431,7.69925464688404,3.0550000667572,1,0,1,0,0,2,1,1,1,1,1,1,1,1,15,1,1,1,-79.9176,-2.15016,17.3249998092651,7.04999995231628,0,1.97500002384185,0.25,22.4250001907348
"421","MARTHA DE ROLDOS 2 S02",46891,38,2,19,"2016-05-04",175,2.94929576714431,7.69925464688404,3.0550000667572,1,0,6,0,0,4,1,1,0,1,1,1,0,1,7900,1,1,2,-79.91929,-2.15069,40.1999988555908,17.3249998092651,7.04999995231628,0,1.97500002384185,0.25
"422","MARTHA DE ROLDOS 2 S02",46698,3,2,2,"2016-04-29",174,2.94929576714431,7.69925464688404,3.0550000667572,1,0,2,0,0,3,1,1,0,0,0,0,1,1,53000,1,0,2,-79.91718,-2.15058,17.3249998092651,7.04999995231628,0,1.97500002384185,0.25,22.4250001907348
"423","MONTE SINAI 1 S01",42926,22,1,22,"2015-11-26",152,4.62243648626204,7.76453768029778,5.02666672070821,1,5,2,1,24,0,0,0,0,0,1,1,0,1,252000,1,0,1,-79.97782,-2.11767,0,0,0.049425352428284,0,0,0.100000001490116
"426","MONTE SINAI 1 S01",42923,22,1,22,"2015-11-26",152,4.62243648626204,7.76453768029778,5.02666672070821,1,1,5,1,24,0,0,0,0,0,1,1,0,1,288000,1,0,1,-79.97884,-2.11707,0,0,0.049425352428284,0,0,0.100000001490116
"427","MONTE SINAI 1 S01",42929,32,1,32,"2015-11-26",152,4.62243648626204,7.76453768029778,5.02666672070821,1,2,4,1,24,0,0,0,0,0,1,1,0,1,288000,1,0,1,-79.97836,-2.11765,0,0,0.049425352428284,0,0,0.100000001490116
"428","MONTE SINAI 2 S02",42953,4,1,4,"2015-11-27",152,5.13356122861537,6.75071622035381,5.0603423771079,1,3,3,1,24,0,0,1,0,0,1,1,0,1,252000,1,0,1,-79.98109,-2.11527,0,0,0.050000000745058,0,0,0.100000001490116
"429","MONTE SINAI 2 S02",42944,15,1,15,"2015-11-27",152,5.13356122861537,6.75071622035381,5.0603423771079,1,1,3,1,24,0,0,1,0,0,1,1,0,1,252000,1,0,1,-79.97894,-2.11833,0,0,0.050000000745058,0,0,0.100000001490116
"435","MUCHO LOTE 1 S01",13727,1,1,1,"2014-12-03",101,2.13606199155971,7.30082672069218,1.64084604682045,1,0,1,0,0,3,1,1,0,0,0,0,0,1,12005,1,1,1,-79.91547,-2.08649,0,0,0,0.006395213145155,0,0
"437","NUEVA PORSPERINA 1 S01",42849,21,1,21,"2015-11-23",152,3.18022873795744,7.3727891880952,2.79499995708465,1,1,2,1,24,0,0,0,0,0,1,1,0,1,343,0,0,1,-79.94958,-2.13034,0,0,0.050000000745058,0,0,0.075479947467119
"446","NUEVA PORSPERINA 1 S01",42884,13,1,13,"2015-11-23",152,3.18022873795744,7.3727891880952,2.79499995708465,0,1,3,1,24,0,0,0,0,0,1,1,0,1,216000,1,0,1,-79.95042,-2.13187,0,0,0.050000000745058,0,0,0.075479947467119
"451","NUEVA PORSPERINA 2 S02",41576,16,1,16,"2015-10-13",146,4.07902220116244,8.38791319458061,3.26499998569488,1,1,4,1,2,3,0,1,0,0,1,1,1,0,1125,1,0,1,-79.13525,-2.1352,0,7.73339762408311,0,0.49904290576479,9.17102013355216,0
"453","NUEVA PORSPERINA 3 S03",47045,1,1,1,"2016-06-07",180,4.72515472852933,8.01648345919198,3.76092247671133,1,7,4,0,0,3,1,0,0,0,0,1,0,1,181500,1,0,1,-79.966957,-2.126447,0,0.583013382269444,0.233270604050988,0.952318774351694,4.27846991588147,41.633038626494
"455","NUEVA PORSPERINA 3 S03",47330,1,1,1,"2016-06-09",180,4.72515472852933,8.01648345919198,3.76092247671133,1,1,1,0,0,3,1,0,0,0,1,1,0,1,225000,1,0,1,-79.96709,-2.1214,0,0.583013382269444,0.233270604050988,0.952318774351694,4.27846991588147,41.633038626494
"456","NUEVA PORSPERINA 3 S03",47353,1,1,1,"2016-06-10",180,4.72515472852933,8.01648345919198,3.76092247671133,1,0,1,0,0,3,1,0,0,0,0,1,1,1,300,1,1,1,-79.96689,-2.12126,0,0.583013382269444,0.233270604050988,0.952318774351694,4.27846991588147,41.633038626494
"457","NUEVA PORSPERINA 3 S03",47185,8,1,8,"2016-06-08",180,4.72515472852933,8.01648345919198,3.76092247671133,1,2,4,0,0,3,0,0,0,0,0,1,0,1,300,1,1,146,-79.96637,-2.12365,0,0.583013382269444,0.233270604050988,0.952318774351694,4.27846991588147,41.633038626494
"486","PARAISO DE LA FLOR 1 S01",2,4,1,4,"2014-03-17",64,5.43767252940815,7.31217390093168,3.14968994096835,1,3,4,0,0,3,1,1,0,0,0,0,0,1,200,1,0,1,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053,25.9387601111381,0.850000023841858,8.94031016295032
"487","PARAISO DE LA FLOR 1 S01",6,22,2,11,"2014-03-17",64,5.43767252940815,7.31217390093168,3.14968994096835,1,0,4,0,0,3,1,1,0,0,1,0,0,1,200,1,0,2,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053,25.9387601111381,0.850000023841858,8.94031016295032
"488","PARAISO DE LA FLOR 1 S01",13,6,2,3,"2014-03-17",64,5.43767252940815,7.31217390093168,3.14968994096835,1,2,4,0,0,3,1,1,0,0,1,0,0,1,175,1,0,52,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053,25.9387601111381,0.850000023841858,8.94031016295032
"489","PARAISO DE LA FLOR 1 S01",23,54,2,27,"2014-03-17",64,5.43767252940815,7.31217390093168,3.14968994096835,1,3,2,0,0,3,1,1,0,0,0,0,0,1,175,1,0,69,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053,25.9387601111381,0.850000023841858,8.94031016295032
"490","PARAISO DE LA FLOR 1 S01",41,2,1,2,"2014-03-17",64,5.43767252940815,7.31217390093168,3.14968994096835,1,0,1,0,0,3,1,1,0,0,1,0,0,1,100,1,0,30,-79.95993,-2.10341,1.60000002384185,0.699999988079071,5.73010326115053,25.9387601111381,0.850000023841858,8.94031016295032
"491","PARAISO DE LA FLOR 1 S01",48188,4,1,4,"2016-08-16",190,5.43767252940815,7.31217390093168,3.14968994096835,1,5,10,0,0,4,1,1,0,1,0,1,0,0,25000,0,0,1,-79.95288,-2.10158,0,0.152180616640319,0,0.25,0,0.100000001490116
"494","PARAISO DE LA FLOR 1 S01",48125,14,1,14,"2016-08-15",190,5.43767252940815,7.31217390093168,3.14968994096835,1,1,4,0,0,3,1,1,1,0,0,1,1,0,62500,0,0,1,-79.95175,-2.10228,0,0.152180616640319,0,0.25,0,0.100000001490116
"497","PARAISO DE LA FLOR 1 S01",48107,4,2,2,"2016-08-11",189,5.43767252940815,7.31217390093168,3.14968994096835,1,2,3,0,0,4,1,0,1,1,0,1,0,1,13375,1,0,2,-79.95106,-2.1163,0.152180616640319,0,0.25,0,0.100000001490116,0
"498","PARAISO DE LA FLOR 1 S01",48139,2,1,2,"2016-08-15",190,5.43767252940815,7.31217390093168,3.14968994096835,1,2,2,0,0,3,1,1,0,1,0,0,0,1,121000,1,0,1,-79.9521,-2.10117,0,0.152180616640319,0,0.25,0,0.100000001490116
"499","PARAISO DE LA FLOR 1 S01",48095,4,2,2,"2016-08-11",189,5.43767252940815,7.31217390093168,3.14968994096835,1,0,2,0,0,3,1,0,1,1,0,1,0,0,288,1,1,2,-79.95038,-2.10139,0.152180616640319,0,0.25,0,0.100000001490116,0
"500","PARAISO DE LA FLOR 1 S01",48175,6,1,6,"2016-08-16",190,5.43767252940815,7.31217390093168,3.14968994096835,1,2,8,1,10,4,0,0,0,1,0,1,0,1,2000,0,1,1,-79.95248,-2.10181,0,0.152180616640319,0,0.25,0,0.100000001490116
"502","PARAISO DE LA FLOR 4 S04",7737,1,1,1,"2014-09-16",90,8.01324290750779,8.22876636696514,3.97549884249471,1,1,2,1,7,3,1,0,0,0,1,1,0,1,1658944,1,1,1,-79.95963,-2.09723,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"503","PARAISO DE LA FLOR 4 S04",14457,9,1,9,"2014-09-18",90,8.01324290750779,8.22876636696514,3.97549884249471,1,0,1,1,12,3,1,0,0,0,1,1,0,1,111012,1,0,1,-79.95911,-2.09743,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"504","PARAISO DE LA FLOR 4 S04",7707,5,1,5,"2014-09-15",90,8.01324290750779,8.22876636696514,3.97549884249471,1,1,4,1,6,4,1,0,1,0,1,1,1,1,840,1,1,1,-79.95971,-2.09847,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"505","PARAISO DE LA FLOR 4 S04",7705,4,1,4,"2014-09-15",90,8.01324290750779,8.22876636696514,3.97549884249471,1,0,3,1,6,4,1,0,0,0,1,1,0,1,441,1,1,1,-79.95995,-2.09862,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"507","PARAISO DE LA FLOR 4 S04",7739,1,1,1,"2014-09-16",90,8.01324290750779,8.22876636696514,3.97549884249471,1,1,5,1,6,3,1,0,0,0,1,1,0,1,134848,1,0,1,-79.95923,-2.09723,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"508","PARAISO DE LA FLOR 4 S04",14749,4,1,4,"2014-09-19",90,8.01324290750779,8.22876636696514,3.97549884249471,1,1,3,1,12,3,1,0,0,0,0,1,0,1,242208,0,0,1,-79.95979,-2.1007,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"509","PARAISO DE LA FLOR 4 S04",7778,10,2,5,"2014-09-17",90,8.01324290750779,8.22876636696514,3.97549884249471,1,0,2,0,12,3,1,0,1,0,1,1,0,1,6781,1,1,2,-79.95872,-2.09581,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"510","PARAISO DE LA FLOR 4 S04",14695,8,1,8,"2014-09-19",90,8.01324290750779,8.22876636696514,3.97549884249471,1,3,4,1,12,4,1,0,1,0,1,1,0,1,75088,1,0,1,-79.9599,-2.10041,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"513","PARAISO DE LA FLOR 4 S04",7723,29,1,29,"2014-09-15",90,8.01324290750779,8.22876636696514,3.97549884249471,1,0,2,1,12,3,1,0,0,1,1,1,1,0,42250,1,1,1,-79.96015,-2.1005,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"515","PARAISO DE LA FLOR 4 S04",7719,3,1,3,"2014-09-15",90,8.01324290750779,8.22876636696514,3.97549884249471,1,2,5,0,0,3,1,0,0,0,0,1,0,1,181500,1,0,1,-79.96015,-2.1005,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
"517","PARAISO DE LA FLOR 4 S04",14490,24,1,24,"2014-09-18",90,8.01324290750779,8.22876636696514,3.97549884249471,0,1,2,1,6,3,1,0,0,0,1,1,0,1,53824,1,0,1,-79.95915,-2.0976,8.37120825987696,0,0,1.1336127528422,0,0.150265534724482
