"","PupaeSum","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","Year","EpiWk","CEpiWeek","TypeEng","TypeEngNew","MatEng","Sewer","BucketPrt","Bamboo","Toilet","TrashCan","SmlLiqCon","Tank","Vase","Furniture","CarPart","Sink","Pool","Tub","Barrel","MatPlastic","MatMetal","MatCement","MatRubber","MatCeramic","MatGlass"
"917",77,1,1,1,-79.88721,-2.26798,2016,11,168,"Washbasin","Sink","Plastic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"918",45,1,1,1,-79.88656,-2.26766,2016,11,168,"Flowerpot","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"919",5,1,1,1,-79.87993,-2.26678,2016,11,168,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"920",1,1,0,1,-79.8795,-2.26675,2016,11,168,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"921",15,1,1,1,-79.88569,-2.26761,2016,11,168,"Cover","Cover","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"923",3,1,1,1,-79.87778,-2.26775,2016,11,168,"Tub","Tub","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"924",28,1,1,1,-79.87748,-2.26871,2016,12,169,"Tub","Tub","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"925",12,1,1,1,-79.87805,-2.26794,2016,12,169,"Bucket Cap","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"926",23,1,1,1,-79.87788,-2.26878,2016,12,169,"Tank","Tank","Metal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"927",19,1,1,1,-79.87784,-2.26727,2016,10,167,"Refrigerator","Furniture","Metal",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"928",1,1,0,1,-79.87836,-2.26751,2016,10,167,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"929",1,1,0,1,-79.87861,-2.26724,2016,10,167,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"930",12,1,0,1,-79.87865,-2.26743,2016,10,167,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"931",15,1,1,1,-79.87929,-2.26746,2016,10,167,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"932",9,1,1,1,-79.87929,-2.26746,2016,10,167,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"933",1,1,1,1,-79.9176,-2.15016,2016,17,174,"Car Fender","Car Parts","Metal",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"934",1,1,0,1,-79.91718,-2.15058,2016,17,174,"Washbasin","Sink","Ceramic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"935",2,1,0,1,-79.91718,-2.15058,2016,17,174,"Toilet","Toilet","Ceramic",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"936",5,1,1,1,999999,999999,2016,17,174,"Flowerpot","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"937",6,1,1,1,-79.87714,-2.26216,2016,14,171,"Tank","Tank","Metal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"938",14,1,1,1,-79.8808,-2.26766,2016,10,167,"Container","Container","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"939",3,1,1,1,-79.88084,-2.26766,2016,10,167,"Manhole Cover","Sewer","Plastic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"940",26,1,1,1,-79.88004,-2.26774,2016,10,167,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"941",13,1,0,1,-79.88032,-2.26778,2016,10,167,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"942",3,1,1,1,-79.14824,-2.26592,2016,15,172,"Pot","Small Liq Storage","Metal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"943",9,1,1,1,-79.87659,-2.26694,2016,15,172,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"944",2,1,0,1,-79.88132,-2.26745,2016,10,167,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"945",103,1,1,1,-79.88254,-2.26792,2016,10,167,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"946",10,1,1,1,-79.8836,-2.26827,2016,10,167,"Bucket","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"948",37,1,1,1,-79.91929,-2.15069,2016,18,175,"Bottle","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"949",1,1,0,1,-79.91929,-2.15069,2016,18,175,"Bamboo","Bamboo","Vegetation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"950",2,1,0,1,-79.91915,-2.15074,2016,18,175,"Vase","Vase","Glass",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"951",6,1,1,1,-79.91915,-2.15074,2016,18,175,"Flowerpot","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"952",20,1,1,1,-79.88354,-2.26809,2016,10,167,"Bowl","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"953",2,1,0,1,-79.96852,-2.12098,2016,22,179,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"954",5,1,1,1,-79.88422,-2.26809,2016,10,167,"Cup","Small Liq Storage","Plastic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"955",21,1,1,1,-79.88422,-2.26809,2016,10,167,"Trash","Trash","Plastic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"956",1,1,0,1,-79.92998,-2.45005,2016,18,175,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"957",28,1,1,1,-79.88483,-2.26838,2016,10,167,"Container","Container","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"958",7,1,1,1,-79.88645,-2.26582,2016,10,167,"Bucket Cap","Bucket Parts","Plastic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"959",11,1,1,1,-79.9113,-2.117,2016,21,178,"Vase","Vase","Plastic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"960",1,1,0,1,-79.966957,-2.126447,2016,23,180,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"961",2,1,1,1,-79.8872,-2.26864,2016,10,167,"Wheel Rim","Car Parts","Rubber",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"963",1,1,0,1,-79.9679,-2.125,2016,22,179,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"964",13,1,1,1,-79.88881,-2.26903,2016,10,167,"Washbasin","Sink","Metal",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"965",8,1,1,146,-79.96637,-2.12365,2016,23,180,"Container","Container","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"966",13,1,1,1,-79.8898,-2.26811,2016,10,167,"Block","Block","Cement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"967",62,1,1,1,-79.96677,-2.12349,2016,23,180,"Cistern","Tank","Cement",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"968",1,1,0,1,-79.96709,-2.1214,2016,23,180,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"969",1,1,1,1,-79.96689,-2.12126,2016,23,180,"Container","Container","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"970",3,1,0,1,-79.91151,-2.12007,2016,22,179,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"971",5,1,0,1,-79.95319,-2.10521,2016,28,185,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"972",5,1,0,1,-79.9528,-2.10544,2016,28,185,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"973",4,1,0,1,-79.95178,-2.10586,2016,28,185,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"974",132,1,0,1,-79.9549,-2.10508,2016,28,185,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"975",9,1,0,1,-79.8398,-2.23581,2016,33,190,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"976",4,1,1,1,-79.8398,-2.23581,2016,33,190,"Vase","Vase","Plastic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"977",1,1,0,1,-79.89872,-2.23699,2016,33,190,"Vase","Vase","Plastic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"979",17,1,1,1,-79.9054,-2.23371,2016,34,191,"Drawer","Furniture","Plastic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"980",3,1,1,1,-79.95038,-2.10139,2016,32,189,"Vase","Vase","Plastic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"981",1,1,1,1,-79.95038,-2.10139,2016,32,189,"Vase","Vase","Plastic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"982",3,1,0,1,-79.95106,-2.1163,2016,32,189,"Washbasin","Sink","Plastic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"983",1,0,0,1,-79.95106,-2.1163,2016,32,189,"Container","Container","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"984",14,0,0,1,-79.95175,-2.10228,2016,33,190,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"985",2,1,0,1,-79.9521,-2.10117,2016,33,190,"Tank","Tank","Plastic",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"986",6,0,1,1,-79.95248,-2.10181,2016,33,190,"Vase","Vase","Plastic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"987",4,0,0,1,-79.95288,-2.10158,2016,33,190,"Tub","Tub","Plastic",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
