"","IDP1","LarvSum","NumCriaderos","PupaeIndex","Date","CEpiWeek","SEStatus","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"135",15408,21,1,21,"2015-03-19",116,"Baja",0,4,3,1,12,3,1,1,0,0,1,1,0,1,100920,1,0,1,-79.88851,-2.28395,0.614884358667575,1.29433587615642,4.57342516780253
"136",37628,4,1,4,"2015-05-12",124,"Baja",1,0,4,1,3,7,1,1,0,0,1,1,0,1,288000,0,0,1,-79.88191,-2.25368,3.401069011122,36.1650256475139,20.0215768682467
"137",37654,4,1,4,"2015-05-12",124,"Baja",1,1,2,1,2,0,NA,1,0,0,0,1,0,1,9000,1,0,1,-79.88216,-2.25543,3.401069011122,36.1650256475139,20.0215768682467
"138",16194,132,1,132,"2015-03-18",116,"Baja",1,3,2,1,12,3,1,1,0,0,1,1,0,1,13500,1,0,1,-79.88729,-2.2224235,0.614884358667575,1.29433587615642,4.57342516780253
"139",42655,27,1,27,"2015-10-27",148,"Baja",1,2,3,1,3,3,0,1,1,0,1,1,0,1,288000,1,0,1,-79.88776,-2.27926,0,0.100000001490116,0.057484839951752
"140",42622,60,1,60,"2015-10-27",148,"Baja",1,NA,1,1,3,3,0,1,1,0,1,1,0,1,36000,0,0,1,-79.88811,-2.28301,0,0.100000001490116,0.057484839951752
"141",42664,95,1,95,"2015-10-28",148,"Baja",1,NA,2,1,3,3,0,1,1,0,1,1,0,1,539000,1,0,1,-79.88525,-2.27831,0,0.100000001490116,0.057484839951752
"142",16500,22,1,22,"2015-03-27",117,"Baja",1,2,3,1,12,4,1,1,0,0,1,1,0,1,67280,1,0,1,-79.88777,-2.28216,19.0959609821184,0.614884358667575,1.29433587615642
"143",42668,45,1,45,"2015-10-28",148,"Baja",1,1,7,1,3,3,0,1,1,0,1,1,0,1,294000,1,0,1,-79.88539,-2.27741,0,0.100000001490116,0.057484839951752
"144",37627,3,1,3,"2015-05-12",124,"Baja",1,2,5,1,3,7,1,1,0,0,1,1,0,1,36000,1,0,1,-79.88187,-2.25378,3.401069011122,36.1650256475139,20.0215768682467
"145",41487,29,1,29,"2015-10-26",148,"Baja",1,NA,1,1,2,3,0,1,0,0,1,1,0,1,144000,0,0,1,-79.88481,-2.28006,0,0.100000001490116,0.057484839951752
"146",41489,10,1,10,"2015-10-26",148,"Baja",0,2,3,1,2,3,0,1,0,0,1,1,0,1,0,1,0,1,-79.88471,-2.27968,0,0.100000001490116,0.057484839951752
"147",16341,23,1,23,"2015-03-26",117,"Baja",1,4,6,1,12,4,1,1,0,0,1,1,0,1,900,1,0,1,-79.88835,-2.5282875,19.0959609821184,0.614884358667575,1.29433587615642
"148",15869,3,1,3,"2015-03-25",117,"Baja",1,3,5,1,12,4,1,1,0,0,0,1,0,1,33640,1,0,1,-79.88848,-2.28342,19.0959609821184,0.614884358667575,1.29433587615642
"149",16597,15,1,15,"2015-03-27",117,"Baja",0,0,3,1,12,4,1,1,0,0,1,1,0,1,2e+05,1,0,1,-79.88777,-2.28216,19.0959609821184,0.614884358667575,1.29433587615642
"150",42632,34,1,34,"2015-10-27",148,"Baja",1,3,1,1,3,3,0,1,1,0,1,1,0,1,360000,1,0,1,-79.88839,-2.28194,0,0.100000001490116,0.057484839951752
"151",42667,103,1,103,"2015-10-28",148,"Baja",1,NA,2,1,3,3,0,1,1,0,1,1,0,1,18000,1,0,1,-79.88764,-2.27788,0,0.100000001490116,0.057484839951752
"152",37802,16,1,16,"2015-05-14",124,"Baja",1,3,2,1,2,3,1,1,0,0,1,1,0,1,9000,1,1,1,-79.88332,-2.25669,3.401069011122,36.1650256475139,20.0215768682467
"153",16392,9,1,9,"2015-03-26",117,"Baja",1,1,5,1,12,4,1,1,0,0,1,1,0,1,5e+05,1,0,1,-79.8869,-2.282305,19.0959609821184,0.614884358667575,1.29433587615642
"154",15547,8,1,8,"2015-03-19",116,"Baja",1,3,7,1,12,3,1,1,0,0,1,1,0,1,100920,1,0,1,-79.88739,-2.28404,0.614884358667575,1.29433587615642,4.57342516780253
"155",37742,19,1,19,"2015-05-13",124,"Baja",1,1,7,1,2,3,1,1,0,0,1,1,0,1,201840,1,0,1,-79.88319,-2.25635,3.401069011122,36.1650256475139,20.0215768682467
"156",15567,9,2,4.5,"2015-03-19",116,"Baja",1,1,6,1,12,3,1,1,0,0,1,1,0,1,25867.5,1,0,2,-79.88709,-2.28404,0.614884358667575,1.29433587615642,4.57342516780253
"157",37610,7,1,7,"2015-05-12",124,"Baja",1,0,1,1,3,7,1,1,1,0,0,NA,0,1,67280,1,0,1,-79.88179,-2.25329,3.401069011122,36.1650256475139,20.0215768682467
"158",42641,21,1,21,"2015-10-27",148,"Baja",1,NA,3,1,3,3,0,1,1,0,1,1,0,1,288000,1,0,1,-79.88839,-2.28201,0,0.100000001490116,0.057484839951752
"159",15504,16,1,16,"2015-03-19",116,"Baja",1,1,4,1,12,3,1,1,0,0,1,1,0,1,100920,1,1,1,-79.8875,-2.28407,0.614884358667575,1.29433587615642,4.57342516780253
"160",37797,25,1,25,"2015-05-14",124,"Baja",1,1,6,1,2,3,1,1,0,0,1,0,1,1,72000,1,0,1,-79.88318,-2.25716,3.401069011122,36.1650256475139,20.0215768682467
"161",41498,130,1,130,"2015-10-26",148,"Baja",1,1,2,1,2,3,0,1,0,0,1,1,0,1,343,1,1,1,-79.8839,-2.27927,0,0.100000001490116,0.057484839951752
"162",16145,32,1,32,"2015-03-18",116,"Baja",1,0,4,1,12,3,1,1,0,0,1,1,0,1,100920,1,0,1,-79.88805,-2.128438,0.614884358667575,1.29433587615642,4.57342516780253
"163",37800,21,2,10.5,"2015-05-14",124,"Baja",1,2,5,1,2,4,1,1,0,0,1,1,0,1,5e+05,1,0,2,-79.88354,-2.25708,3.401069011122,36.1650256475139,20.0215768682467
"164",42663,79,1,79,"2015-10-28",148,"Baja",1,NA,2,1,3,3,0,1,1,0,1,1,0,1,49000,1,0,1,-79.88643,-2.27904,0,0.100000001490116,0.057484839951752
"165",15442,1,1,1,"2015-03-19",116,"Baja",1,0,3,1,12,3,1,1,0,0,1,1,0,1,400,0,0,1,-79.8884,-2.28394,0.614884358667575,1.29433587615642,4.57342516780253
"166",37670,28,2,14,"2015-05-12",124,"Baja",1,1,2,1,4,3,1,1,0,0,0,NA,0,1,86350,1,0,2,-79.88138,-2.25848,3.401069011122,36.1650256475139,20.0215768682467
"167",37839,11,1,11,"2015-05-15",124,"Baja",1,1,3,1,3,3,1,1,0,0,1,1,0,1,360000,1,0,1,-79.88343,-2.25745,3.401069011122,36.1650256475139,20.0215768682467
"168",15883,16,1,16,"2015-03-25",117,"Baja",1,2,7,1,12,4,1,1,0,0,1,1,0,1,63916,1,0,1,-79.88839,-2.283505,19.0959609821184,0.614884358667575,1.29433587615642
"169",16154,78,1,78,"2015-03-18",116,"Baja",0,1,7,1,12,3,1,1,0,0,1,1,0,1,2e+05,1,0,1,-79.88812,-2.28464,0.614884358667575,1.29433587615642,4.57342516780253
"170",45859,2,1,2,"2016-03-01",166,"Baja",1,1,3,0,0,3,1,1,1,0,1,0,0,1,900,1,1,1,-79.883005,-2.276463,0.949999988079071,2.375,2.77499997615814
"171",16130,121,1,121,"2015-03-18",116,"Baja",1,0,6,1,12,3,1,1,1,0,1,1,0,1,75000,1,0,1,-79.88842,-2.284695,0.614884358667575,1.29433587615642,4.57342516780253
"172",15993,227,2,113.5,"2015-03-25",117,"Baja",1,1,2,1,12,4,1,1,0,0,1,1,0,1,118920,1,0,2,-79.88727,-2.28335,19.0959609821184,0.614884358667575,1.29433587615642
"173",37866,6,1,6,"2015-05-15",124,"Baja",1,2,3,1,3,3,1,1,0,0,1,1,0,1,216000,1,0,1,-79.88286,-2.25716,3.401069011122,36.1650256475139,20.0215768682467
"174",37853,13,1,13,"2015-05-15",124,"Baja",1,0,3,1,2,3,1,1,0,0,1,1,0,1,288000,1,0,1,-79.88303,-2.25752,3.401069011122,36.1650256475139,20.0215768682467
"175",37735,6,1,6,"2015-05-13",124,"Baja",1,1,7,1,2,3,1,1,0,0,1,NA,NA,NA,500,1,0,1,-79.88308,-2.25635,3.401069011122,36.1650256475139,20.0215768682467
"176",34044,2,1,2,"2013-02-28",9,"Baja",1,0,5,0,0,3,1,NA,0,0,NA,0,NA,NA,0,1,0,64,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"177",31151,8,1,8,"2013-02-25",9,"Baja",1,2,3,0,0,3,1,1,0,0,0,0,NA,NA,0,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"178",31653,2,1,2,"2013-02-26",9,"Baja",1,0,1,0,0,3,1,1,0,0,0,0,NA,NA,0,1,1,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"179",33206,2,1,2,"2013-02-27",9,"Baja",1,2,2,0,0,3,1,NA,0,0,NA,0,NA,NA,0,1,0,64,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"180",31610,5,1,5,"2013-02-26",9,"Baja",1,0,6,0,0,3,1,1,0,0,0,0,NA,NA,0,1,0,23,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"181",8693,50,1,50,"2014-11-13",98,"Media",1,1,4,1,3,3,1,1,1,0,0,0,1,1,384,0,0,1,-79.8883,-2.11892,0,0,0
"182",8676,54,1,54,"2014-11-12",98,"Media",1,0,4,1,4,3,1,1,1,0,0,0,0,1,24857,1,0,1,-79.88585,-2.12175,0,0,0
"183",8554,16,1,16,"2014-11-10",98,"Media",1,1,3,1,5,7,1,1,0,0,0,0,1,1,24948,NA,NA,1,-79.8838,-2.11859,0,0,0
"184",8646,158,1,158,"2014-11-12",98,"Media",1,0,3,1,6,3,1,1,0,0,0,0,1,1,2048,0,1,1,-79.8862,-2.11995,0,0,0
"185",21611,72,1,72,"2014-08-18",86,"Media",1,0,2,0,0,2,0,1,0,0,1,0,1,0,24300,1,0,1,-79.91423,-2.12539,0,0.100000001490116,0
"186",21864,265,1,265,"2014-08-21",86,"Media",1,2,4,1,12,3,1,1,0,1,1,1,1,1,77658,1,0,1,-79.91674,-2.12358,0,0.100000001490116,0
"187",21911,1,1,1,"2014-08-22",86,"Media",1,1,3,1,3,3,1,1,1,0,1,1,1,1,637,1,0,1,-79.91565,-2.12226,0,0.100000001490116,0
"188",21881,36,1,36,"2014-08-22",86,"Media",1,2,4,1,12,3,1,1,1,0,1,1,0,1,722,1,1,1,-79.91728,-2.12451,0,0.100000001490116,0
"189",23567,74,1,74,"2014-08-21",86,"Media",1,0,2,0,0,2,1,1,1,0,1,1,1,0,100920,1,0,1,-79.91678,-2.12483,0,0.100000001490116,0
"190",21714,4,1,4,"2014-08-18",86,"Media",1,2,2,1,0,3,0,1,0,0,1,0,0,1,68076,1,1,1,-79.91499,-2.12433,0,0.100000001490116,0
"191",21767,47,1,47,"2014-08-19",86,"Media",1,1,4,0,0,4,1,1,0,0,1,1,0,0,255600,1,0,1,-79.91591,-2.12575,0,0.100000001490116,0
"192",21699,11,1,11,"2014-08-18",86,"Media",1,3,4,1,0,3,0,1,0,0,1,0,1,0,7200,1,1,1,-79.91492,-2.122231,0,0.100000001490116,0
"193",21877,127,1,127,"2014-08-22",86,"Media",1,2,2,1,3,2,1,1,0,0,0,0,1,1,78570,1,0,1,-79.91728,-2.12451,0,0.100000001490116,0
"194",21857,12,1,12,"2014-08-21",86,"Media",1,1,4,1,8,3,1,1,0,0,1,1,0,0,279212,1,0,1,-79.91667,-2.12516,0,0.100000001490116,0
"195",21873,5,1,5,"2014-08-21",86,"Media",1,3,7,1,3,3,1,1,1,0,1,1,1,0,110450,1,0,1,-79.91628,-2.12456,0,0.100000001490116,0
"196",15835,5,1,5,"2015-01-26",109,"Media",1,1,3,1,24,7,0,1,0,0,0,0,1,0,448,1,0,1,-79.894279,-2.1770305,0,20.8800182987089,0.198481583444688
"197",94,10,2,5,"2014-03-19",64,"Media",1,3,3,0,0,3,1,0,0,0,1,0,0,1,1600,1,1,184,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"198",116,3,1,3,"2014-03-19",64,"Media",1,NA,2,0,0,3,1,0,0,0,1,0,0,1,200,1,1,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"199",131,2,2,1,"2014-03-19",64,"Media",1,5,2,0,0,3,1,0,0,0,1,0,0,1,3,1,1,208,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"200",134,5,1,5,"2014-03-19",64,"Media",0,4,2,0,0,3,1,0,0,0,1,0,0,1,1,1,1,1,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"201",63,1,1,1,"2014-03-18",64,"Media",1,4,1,0,0,3,1,0,0,0,1,0,0,1,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"202",79,12,2,6,"2014-03-18",64,"Media",1,2,1,0,0,3,1,0,0,0,1,0,0,1,1200,1,1,48,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"203",53,11,2,5.5,"2014-03-18",64,"Media",1,3,2,0,0,0,1,0,0,0,1,0,0,1,2100,1,1,113,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"204",58,4,1,4,"2014-03-18",64,"Media",1,1,5,0,0,3,1,0,0,0,0,0,0,0,0,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"205",93,4,1,4,"2014-03-19",64,"Media",1,5,7,0,0,3,1,0,0,0,1,0,0,1,1800,0,0,28,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"206",80,2,1,2,"2014-03-18",64,"Media",1,1,2,0,0,3,1,0,0,0,1,0,0,1,3000,1,1,92,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"207",82,2,1,2,"2014-03-18",64,"Media",1,2,4,0,0,3,1,0,0,0,0,0,0,1,100,1,0,30,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"208",38503,21,1,21,"2015-05-20",125,"Media",1,0,4,1,4,3,1,1,0,0,0,1,0,1,336400,1,0,1,-79.88902,-2.24754,0.949999988079071,3.32146250339649,36.14939815158
"209",4823,2,1,2,"2014-01-22",56,"Media",1,0,3,0,0,3,1,0,0,1,1,0,0,0,3,1,1,92,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"210",38308,4,1,4,"2015-05-18",125,"Media",1,0,5,1,2,7,1,1,0,0,0,0,0,1,45000,1,0,1,-79.88959,-2.25005,0.949999988079071,3.32146250339649,36.14939815158
"211",38286,46,2,23,"2015-05-18",125,"Media",1,0,2,1,2,7,1,1,0,0,0,0,0,1,5250,1,1,2,-79.8894,-2.25029,0.949999988079071,3.32146250339649,36.14939815158
"212",35853,11,1,11,"2015-04-10",119,"Media",1,3,5,1,12,4,1,1,0,0,1,1,0,1,129960,1,0,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632
"213",36041,10,1,10,"2015-04-22",121,"Media",1,0,4,1,12,3,1,1,0,0,1,1,0,1,324900,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"214",4788,1,1,1,"2014-01-21",56,"Media",1,0,1,0,0,3,1,0,0,1,1,0,0,0,1,1,0,7,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"215",36123,5,1,5,"2015-04-22",121,"Media",1,0,2,1,3,3,1,1,0,0,1,1,0,1,3000,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"216",36390,18,1,18,"2015-04-28",122,"Media",1,0,1,1,4,3,1,1,0,0,1,1,0,1,500,1,1,1,-79.88173,-2.25516,20.3737097105773,7.70869638500125,0
"217",35858,56,1,56,"2015-04-10",119,"Media",1,0,4,1,12,4,0,1,0,0,1,1,0,0,10500,1,1,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632
"218",36122,10,2,5,"2015-04-23",121,"Media",1,0,2,1,3,3,1,1,0,0,0,1,0,1,13000,1,0,2,-79.88094,-2.25723,7.70869638500125,0,1.49919831025486
"219",38276,2,1,2,"2015-05-18",125,"Media",1,2,5,1,2,7,1,1,0,0,0,0,0,1,24000,1,0,1,-79.8895,-2.25069,0.949999988079071,3.32146250339649,36.14939815158
"220",40229,3,1,3,"2015-07-13",133,"Media",1,1,5,1,24,3,0,1,1,0,1,1,0,1,7200,1,0,1,-79.88106,-2.2557,0.100000001490116,0,0
"221",36179,1,1,1,"2015-04-22",121,"Media",1,1,3,1,3,3,1,1,0,0,1,1,1,1,500,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"222",36183,45,2,22.5,"2015-04-22",121,"Media",1,5,6,1,2,3,1,1,0,0,1,1,0,1,300,1,0,2,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"223",36105,13,2,6.5,"2015-04-22",121,"Media",1,0,6,1,3,3,1,1,0,0,1,1,0,1,41000,1,0,2,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"224",35820,5,1,5,"2015-04-10",119,"Media",1,0,2,1,12,4,1,1,0,0,1,1,0,1,0,1,1,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632
"225",35829,7,1,7,"2015-04-10",119,"Media",1,3,2,1,12,2,1,1,0,0,1,0,0,1,168200,1,0,1,-79.8799,-2.254835,1.49919831025486,1.33963907229663,18.6080532901632
"226",42312,161,1,161,"2015-10-23",147,"Media",1,1,3,1,24,4,0,1,0,0,1,0,0,1,147,1,1,1,-79.88687,-2.25717,0.100000001490116,0.050000000745058,11.1047064911646
"227",40197,1,1,1,"2015-07-13",133,"Media",1,0,12,1,24,3,0,1,1,0,1,1,0,1,216000,0,0,1,-79.88126,-2.25722,0.100000001490116,0,0
"228",36397,3,1,3,"2015-04-28",122,"Media",NA,0,1,1,3,3,1,1,0,0,1,1,0,1,180000,1,0,1,-79.88189,-2.25356,20.3737097105773,7.70869638500125,0
"229",36378,39,1,39,"2015-04-28",122,"Media",1,3,2,1,3,3,1,1,0,0,1,1,0,1,21600,1,0,1,-79.88156,-2.25535,20.3737097105773,7.70869638500125,0
"230",4386,2,1,2,"2014-07-30",83,"Media",1,2,3,0,0,3,1,1,1,0,1,1,0,0,4500,0,1,1,-79.9462,-2.13019,0.349999994039536,0,0.100000001490116
"231",46057,2,1,2,"2016-06-16",181,"Media",1,0,4,0,0,3,1,1,0,0,0,0,0,1,3e+05,1,1,1,-79.90147,-2.25214,0,0,0.195639428245873
"232",46109,5,2,2.5,"2016-06-17",181,"Media",1,1,4,0,0,3,1,1,0,1,1,0,0,1,76375,1,0,2,-79.90452,-2.25211,0,0,0.195639428245873
"233",45816,4,1,4,"2016-06-14",181,"Media",1,2,3,0,0,3,1,1,1,1,0,0,0,1,121000,1,0,1,-79.90367,-2.25159,0,0,0.195639428245873
"234",45792,4,1,4,"2016-06-14",181,"Media",1,1,5,0,0,3,1,1,0,1,0,0,0,1,121000,1,0,1,999999,999999,0,0,0.195639428245873
"235",46007,2,1,2,"2016-06-16",181,"Media",1,1,3,0,0,3,1,1,0,1,1,0,0,1,400,0,0,1,-79.90005,-2.25214,0,0,0.195639428245873
"236",45251,10,1,10,"2016-06-24",182,"Media",1,2,7,0,0,3,1,1,0,1,1,1,0,1,4200,1,1,1,-79.89902,-2.25446,0,0,0
"237",3818,5,1,5,"2014-07-17",81,"Baja",1,NA,1,0,0,3,1,1,0,0,1,1,0,1,127512,1,0,1,-79.91024,-2.24978,0.100000001490116,0,0
"238",3864,4,1,4,"2014-07-18",81,"Baja",1,3,6,0,0,3,1,1,1,0,1,1,0,0,414540,1,0,1,-79.9065,-2.25133,0.100000001490116,0,0
"239",3808,2,1,2,"2014-07-17",81,"Baja",1,2,3,0,0,3,1,1,1,0,1,1,1,0,14880,1,0,1,-79.91011,-2.24912,0.100000001490116,0,0
"240",15013,97,1,97,"2014-09-23",91,"Baja",0,0,1,1,6,3,1,1,0,0,1,1,0,1,201840,NA,1,1,-79.912835,-2.22835,0.5,7.87899591386623,0
"241",14922,75,1,75,"2014-09-22",91,"Baja",1,0,2,1,6,3,1,1,0,0,1,1,0,1,254100,1,0,1,-79.91306,-2.22958,0.5,7.87899591386623,0
"242",14950,9,1,9,"2014-09-23",91,"Baja",1,0,2,1,6,3,1,1,0,0,1,1,1,1,66550,1,0,1,-79.91306,-2.22939,0.5,7.87899591386623,0
"243",15035,28,1,28,"2014-09-24",91,"Baja",1,2,3,1,12,3,1,1,0,0,1,1,0,1,60500,0,0,1,-79.91264,-2.22798,0.5,7.87899591386623,0
"244",16846,8,1,8,"2014-09-26",91,"Baja",1,0,2,1,6,4,1,1,0,0,1,0,0,1,0,0,0,1,-79.91148,-2.22847,0.5,7.87899591386623,0
"245",15271,109,1,109,"2014-09-25",91,"Baja",1,2,4,1,12,7,1,1,0,0,0,0,0,1,156645,1,0,1,-79.91142,-2.22913,0.5,7.87899591386623,0
"246",15052,1,1,1,"2014-09-24",91,"Baja",0,0,2,1,12,3,1,1,0,0,1,0,1,0,980,1,0,1,-79.91357,-2.22805,0.5,7.87899591386623,0
"247",15290,1,1,1,"2014-09-25",91,"Baja",1,2,3,1,12,3,1,1,0,0,1,1,0,1,256608,1,0,1,-79.91148,-2.22884,0.5,7.87899591386623,0
"248",15232,196,2,98,"2014-09-25",91,"Baja",1,2,4,1,6,7,1,1,0,0,1,1,0,1,11386.5,1,0,2,-79.91167,-2.22949,0.5,7.87899591386623,0
"249",14943,18,1,18,"2014-09-22",91,"Baja",1,3,4,1,6,3,1,1,0,0,1,1,0,1,275968,1,0,1,-79.91309,-2.2293,0.5,7.87899591386623,0
"250",17027,5,1,5,"2014-09-29",92,"Baja",0,0,3,1,12,4,1,1,0,0,1,1,0,1,421648,1,0,1,-79.91019,-2.2278,0,0.5,7.87899591386623
"251",15118,110,2,55,"2014-09-24",91,"Baja",1,0,5,1,12,3,1,1,0,0,1,0,0,1,104520,1,NA,2,-79.91244,-2.2276,0.5,7.87899591386623,0
"252",15301,191,2,95.5,"2014-09-25",91,"Baja",1,1,6,1,12,3,1,1,0,0,1,1,0,1,128440,1,1,2,-79.91142,-2.22862,0.5,7.87899591386623,0
"253",14890,1,1,1,"2014-09-22",91,"Baja",1,1,3,1,9,3,1,1,0,0,1,1,0,1,4608,0,1,1,-79.91308,-2.22992,0.5,7.87899591386623,0
"254",16853,3,1,3,"2014-09-26",91,"Baja",1,0,2,1,12,3,1,1,0,0,1,1,0,1,399748,1,0,1,-79.91172,-2.22847,0.5,7.87899591386623,0
"255",15215,274,1,274,"2014-09-25",91,"Baja",0,1,4,1,12,7,1,1,0,0,1,1,0,1,900,1,0,1,-79.91178,-2.22989,0.5,7.87899591386623,0
"256",15138,3,1,3,"2014-09-24",91,"Baja",0,2,3,1,12,3,1,1,0,0,1,1,0,1,226265,0,1,1,-79.91231,-2.22777,0.5,7.87899591386623,0
"257",16862,5,1,5,"2014-09-26",91,"Baja",1,3,3,1,12,3,1,1,0,0,1,1,0,1,211185,1,1,1,-79.91146,-2.22793,0.5,7.87899591386623,0
"258",15244,29,2,14.5,"2014-09-25",91,"Baja",1,0,7,1,12,4,1,1,0,0,1,1,0,1,60250,0,NA,2,-79.91142,-2.22962,0.5,7.87899591386623,0
"259",15186,202,1,202,"2014-09-24",91,"Baja",1,0,4,1,6,3,1,1,0,0,1,1,1,0,108241,0,1,1,-79.91216,-2.22804,0.5,7.87899591386623,0
"260",15098,8,1,8,"2014-09-24",91,"Baja",0,1,4,1,12,3,1,1,0,0,1,0,0,1,316216,1,0,1,-79.9127,-2.22782,0.5,7.87899591386623,0
"261",15218,12,1,12,"2014-09-25",91,"Baja",0,3,2,1,12,7,1,1,0,0,1,1,0,1,259920,0,0,1,-79.91178,-2.22961,0.5,7.87899591386623,0
"262",15165,7,1,7,"2014-09-24",91,"Baja",1,1,5,1,6,3,1,1,0,0,1,1,0,1,126405,1,1,1,-79.91238,-2.22795,0.5,7.87899591386623,0
"263",17041,3,1,3,"2014-09-29",92,"Baja",1,0,4,1,12,4,1,1,0,0,1,0,0,1,52215,0,NA,1,-79.91009,-2.22827,0,0.5,7.87899591386623
"264",16962,17,1,17,"2014-09-29",92,"Baja",1,0,2,1,12,4,1,1,0,0,1,1,0,1,113715,1,0,1,-79.91055,-2.22884,0,0.5,7.87899591386623
"265",14858,2,1,2,"2014-09-22",91,"Baja",1,2,4,1,6,7,1,1,0,0,1,0,0,1,64827,0,1,1,-79.91292,-2.23036,0.5,7.87899591386623,0
"266",16899,29,2,14.5,"2014-09-26",91,"Baja",1,2,2,1,12,3,1,1,0,0,0,1,0,1,167740,1,1,2,-79.91111,-2.22791,0.5,7.87899591386623,0
"267",16973,39,1,39,"2014-09-29",92,"Baja",1,1,2,1,6,3,1,1,0,0,0,0,0,1,225792,1,0,1,-79.91095,-2.22887,0,0.5,7.87899591386623
"268",14843,31,2,15.5,"2014-09-22",91,"Baja",1,1,6,1,4,7,1,1,0,0,1,0,0,1,197668.5,1,0,2,-79.91297,-2.23046,0.5,7.87899591386623,0
"269",14869,101,1,101,"2014-09-22",91,"Baja",1,0,2,1,4,7,1,1,1,0,1,1,0,1,4046,1,1,1,-79.91273,-2.23009,0.5,7.87899591386623,0
"270",47935,30,1,30,"2016-08-25",191,"Media",1,0,5,0,0,7,1,1,0,1,0,1,1,0,2240,1,1,1,-79.9054,-2.23371,0,0,0.349999994039536
"271",47786,54,1,54,"2016-08-18",190,"Media",1,2,6,0,0,7,1,1,0,0,0,0,1,0,2000,1,1,1,-79.8398,-2.23581,0,0.349999994039536,0
"272",47915,1,1,1,"2016-08-25",191,"Media",1,0,2,0,0,7,1,1,0,0,0,0,1,0,272250,NA,1,1,-79.90456,-2.23266,0,0,0.349999994039536
"273",1577,3,1,3,"2014-02-19",60,"Media",1,NA,4,0,0,3,1,1,0,0,1,1,0,1,1200,1,0,24,-79.90971,-2.23138,1.24122917220353,13.5736877726124,1.0561458430369
"274",1527,1,1,1,"2014-02-18",60,"Media",1,NA,4,0,0,3,1,1,0,0,1,0,0,0,2,1,1,1,-79.90971,-2.23138,1.24122917220353,13.5736877726124,1.0561458430369
"275",8283,25,1,25,"2014-10-24",95,"Media",1,3,2,1,3,3,1,1,0,0,1,1,0,1,36608,1,1,1,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704
"276",8273,25,1,25,"2014-10-24",95,"Media",1,0,3,1,3,3,1,1,0,0,1,0,0,1,151250,0,0,1,-79.93796,-2.16021,0.100000001490116,0.101416329068849,11.3128338561704
"277",8285,39,2,19.5,"2014-10-24",95,"Media",1,3,3,1,3,3,1,1,0,0,1,1,0,1,164125,0,0,2,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704
"278",8177,5,1,5,"2014-10-23",95,"Media",1,0,5,1,12,3,1,1,0,0,1,1,0,1,25200,1,0,1,-79.93636,-2.158835,0.100000001490116,0.101416329068849,11.3128338561704
"279",46012,1,1,1,"2016-05-12",176,"Media",1,2,2,1,24,3,1,1,0,0,0,0,0,1,175000,1,0,1,-79.91712,-2.15135,4.125,40.1999988555908,17.3249998092651
"280",46716,35,1,35,"2016-05-02",175,"Media",1,0,3,0,0,4,1,1,1,1,1,1,0,1,900,1,1,1,-79.91827,-2.15072,40.1999988555908,17.3249998092651,7.04999995231628
"281",46682,30,2,15,"2016-04-28",174,"Media",1,4,2,0,0,3,1,1,0,1,0,1,0,1,6000,1,1,2,-79.91785,-2.15045,17.3249998092651,7.04999995231628,0
