"","IDP1","PupaeSum","NumCriaderos","PupaeIndex","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"284",43487,118,5,23.6,1,1.94,2,0,0,3,0,1,1,1,1,1,0,1,29160,1,0,5,-79.891273,-2.270653,7.77631252521201,1.24122917220353,13.5736877726124
"285",31007,62,1,62,1,2,6,0,0,3,1,1,1,0,0,0,0.15,0.32,0,0,0,68,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"286",43023,3,1,3,1,1,3,0,0,3,1,1,1,1,1,0.95,0,1,8000,1,1,1,-79.88972,-2.27196,1.75614577151132,2.15000009536743,7.77631252521201
"287",43512,1,1,1,1,2,4,0,0,3,0,1,1,1,0,1,0,1,275000,1,0,1,-79.888143,-2.272216,7.77631252521201,1.24122917220353,13.5736877726124
"288",30992,4,1,4,1,1,4,0,-3.83248988100604e-15,3,1,1,0,0,0.11,0,0.19,0.32,0,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"289",31580,1,1,1,0,5,2,0,-3.41948691584548e-15,3,1,1,0,0,0,0,0.2,0.19,0,1,0,92,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"290",33976,4,1,4,1,4,6,0,0,3,1,1,0,0,0.21,0,0.241111111111111,0.68,72000,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"291",34055,13,1,13,1,4,2,0,0,3,1,1,0,0,0.0299999999999999,0,0.16,0.19,0,1,1,18,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"292",42725,15,1,15,1,1.75047619047619,1,1,4,3,0,1,0,0,1,1,0,1,480000,1,0,1,-79.88698,-2.27426,0,0,0
"293",45733,21,1,21,1,4,4,0,0,3,0.75,1,1,0.76,0.72,0.768333333333333,0,0,12000,1,1,1,999999,999999,7.77631252521201,1.24122917220353,13.5736877726124
"294",43472,3,1,3,1,1,4,0,0,3,0,1,0.34,1,1,1,0,1,8000,1,1,1,-79.89301,-2.269497,7.77631252521201,1.24122917220353,13.5736877726124
"295",31670,32,2,16,1,3,5,0,0,2.94,0.966666666666667,0.99,1,0,0,0,0.15,0.26,0,0,0,208,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"296",31094,22,1,22,1,0,3,0,0,3,1,1,0.36,0,0,0,0.19,0.248,0,1,0,83,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"297",43031,3,1,3,1,1,4,0,0,3,1,1,0,0,1,1,0,1,6,1,1,1,-79.89214,-2.26882,1.75614577151132,2.15000009536743,7.77631252521201
"298",31656,10,1,10,1,3,3,0,0,3,1,1,0,0,0,0,0.15,0.17,0,1,1,23,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"299",43052,1,1,1,1,2,3,0,0,3,1,1,1,1,0,0.72,0,0,3600,0,0,1,-79.89013,-2.2707,1.75614577151132,2.15000009536743,7.77631252521201
"300",43490,14,1,14,1,3,4,0,0,3,0,1,1,0.91,1,1,1,1,1500,1,1,1,-79.890976,-2.271205,7.77631252521201,1.24122917220353,13.5736877726124
"301",34563,62,2,31,1,4,4,0,-3.43280959214098e-15,3,1,1,0,0.12,0.0399999999999999,0,0.16,0.25,0,1,0,46,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"302",43480,14,1,14,1,1.63,1,0,0,3,0,1,0,1,1,0,0,1,6000,1,1,1,-79.892361,-2.270763,7.77631252521201,1.24122917220353,13.5736877726124
"303",34044,9,1,9,1,0,5,0,0,3,1,1,0,0,-8.32667268468867e-17,0,0.18,0.238,0,1,0,64,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"304",31569,3,1,3,1,3,3,0,0,3,1,1,0,0,0,0,0.16,0.19,0,1,0,68,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"305",43482,3,1,3,1,1.81,2,0,0,3,0,1,0,1,1,1,0,1,8000,1,0,1,-79.891768,-2.270409,7.77631252521201,1.24122917220353,13.5736877726124
"306",31014,68,2,34,1,1,5,0,0,3,1,1,1,0,0,0,0.16,0.27,0,0.767065217391304,0.3,147,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"307",31667,3,1,3,1,3,5,0,-3.93018950717305e-15,2.94,0.98,0.99,0.43,1,0.21,0,0.21,0.21,0,1,0,116,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"308",31676,22,1,22,1,0,1,0,0.0599999999999965,3,1,1,1,1,0.23,0,0.23,0.278,0,1,0,83,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"309",31558,42,1,42,1,3,4,0,0,3,1,1,0,0,0,0,0.19,0.36,0,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"310",31674,18,1,18,1,5,5,0,-3.74367203903603e-15,3,1,1,1,0,0,0,0.17,0.26,0,1,1,64,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"311",42964,12,2,6,1,5,8,1,24,3,1,1,1,1,0,0.91,0,1,19150,0,0,2,-79.895516,-2.271526,0.363582571917941,9.21781351990023,0
"312",42975,25,1,25,1,3,5,1,4,5,1,1,1,1,1,1,0,1,272250,1,0,1,-79.896423,-2.271737,0.363582571917941,9.21781351990023,0
"313",42974,93,2,46.5,1,1,5,1,12,3,1,1,1,1,1,1,1,0,181500,1,0,2,-79.896499,-2.271854,0.363582571917941,9.21781351990023,0
"314",43457,3,1,3,1,0,6,0,0,3,1,1,0,0,0,1,1,1,181500,1,0,1,-79.895617,-2.270232,28.5679016002012,1.23842051494395,8.06051972154168
"315",43458,4,1,4,1,1,3,0,0,3,1,1,0,0,0,0.58,1,0.84,1500,1,1,1,-79.892409,-2.26747,28.5679016002012,1.23842051494395,8.06051972154168
"316",43454,7,1,7,1,2,5,1,6,3,0.66,0.98,0.44,0.54,0.67,1,0,0.87,280000,1,1,1,-79.895725,-2.269996,28.5679016002012,1.23842051494395,8.06051972154168
"317",42982,13,1,13,1,2,6,0,0,3,1,1,1,1,0,1,1,1,75000,1,0,1,-79.89591,-2.27103,0.363582571917941,9.21781351990023,0
"318",43463,27,1,27,1,3.1,12,0,0,3,0.8,0.965714285714286,0,1,1,1,0,0.92,80000,0.95,0,1,-79.889828,-2.268101,28.5679016002012,1.23842051494395,8.06051972154168
"319",42962,67,3,22.3333333333333,1,3,2,1,24,3,1,1,0,0,0,1,0,1,18600,0,1,3,-79.895395,-2.272031,0.363582571917941,9.21781351990023,0
"320",43460,10,1,10,1,1.58,2,0,0,3,0.8,1,0.48,1,1,1,0,0.87,120000,1,0,1,-79.892139,-2.267841,28.5679016002012,1.23842051494395,8.06051972154168
"321",43470,58,1,58,1,2,8,0,0,3,1,1,1,0,0,1,0,1,324,1,1,1,-79.892265,-2.268085,28.5679016002012,1.23842051494395,8.06051972154168
"322",43453,48,1,48,1,2.22,4,0,0,3,0.75,0.98,1,1,1,1,0,1,120000,1,0,1,-79.895752,-2.270141,28.5679016002012,1.23842051494395,8.06051972154168
"323",43469,1,1,1,1,1.575,1,0,0,3,1,1,0,1,0,1,0,0,1800,0,0,1,-79.892588,-2.267859,28.5679016002012,1.23842051494395,8.06051972154168
"324",43452,36,1,36,1,2,4,0,0,3,0.79,0.965714285714286,0,0.716666666666667,0.7,1,1,0.79,5600,1,1,1,-79.896175,-2.269698,28.5679016002012,1.23842051494395,8.06051972154168
"325",42981,1,1,1,1,2.125,3,0,0,5,1,1,0,1,0,1,1,1,242000,1,0,1,-79.89591,-2.27103,0.363582571917941,9.21781351990023,0
"326",8554,142,1,142,1,1,3,1,5,7,1,1,0,0,0,0,1,1,24948,0.6575,0.453333333333333,1,-79.8838,-2.11859,0,0,0
"327",8676,8,1,8,1,0,4,1,4,3,1,1,1,0,0,0,0,1,24857,1,0,1,-79.88585,-2.12175,0,0,0
"328",21611,17,1,17,1,0,2,0,0,2,0,1,0,0,1,0,1,0,24300,1,0,1,-79.91423,-2.12539,0,0.100000001490116,0
"329",21873,12,1,12,1,3,7,1,3,3,1,1,1,0,1,1,1,0,110450,1,0,1,-79.91628,-2.12456,0,0.100000001490116,0
"330",21757,4,1,4,1,1,4,0,0,3,0,0.95,0,0,1,1,0,0,196625,0,0,1,-79.91529,-2.12547,0,0.100000001490116,0
"331",21889,2,2,1,1,2,4,1,12,3,1,1,1,0,1,1,0,1,654,0,1,2,-79.91728,-2.12451,0,0.100000001490116,0
"332",21714,37,1,37,1,2,2,1,0,3,0,1,0,0,1,0,0,1,68076,1,1,1,-79.91499,-2.12433,0,0.100000001490116,0
"333",21767,51,2,25.5,1,1,4,0,0,4,1,1,0,0,1,1,0,0,173296,1,0,2,-79.91591,-2.12575,0,0.100000001490116,0
"334",21877,17,1,17,1,2,2,1,3,2,1,1,0,0,0,0,1,1,78570,1,0,1,-79.91728,-2.12451,0,0.100000001490116,0
"335",23567,24,1,24,1,0,2,0,0,2,1,1,1,0,1,1,1,0,100920,1,0,1,-79.91678,-2.12483,0,0.100000001490116,0
"336",21916,1,1,1,0,4,5,1,3,3,1,1,1,0,1,0,1,1,891,1,0,1,-79.91565,-2.12226,0,0.100000001490116,0
"337",21881,36,2,18,1,2,4,1,12,3,1,1,1,0,1,1,0,1,617,1,1,2,-79.91728,-2.12451,0,0.100000001490116,0
"338",21759,5,1,5,1,0,0,1,0,3,0,1,0,0,1,0,1,0,151.25,0,1,1,-79.91531,-2.12551,0,0.100000001490116,0
"339",21835,1,1,1,1,1,5,0,0,3,0,1,1,0,1,1,0.32,0,15000,1,0,1,-79.91578,-2.12282,0,0.100000001490116,0
"340",21864,18,1,18,1,2,4,1,12,3,1,1,0,1,1,1,1,1,77658,1,0,1,-79.91674,-2.12358,0,0.100000001490116,0
"341",21857,8,1,8,1,1,4,1,8,3,1,1,0,0,1,1,0,0,279212,1,0,1,-79.91667,-2.12516,0,0.100000001490116,0
"342",28312,6,1,6,1,4,2,0,0,3,1,0.86,0.16,0,0.79,0,0.463333333333333,0.37,0,1,1,23,-79.91557,-2.11558,0,6.86588308101773,0.32696695181535
"343",28324,15,1,15,1,1,4,0,0,3,1,0.86,0.22,1,0.68,0,0.47,0.31,0,1,0,23,-79.91557,-2.11558,0,6.86588308101773,0.32696695181535
"344",28732,5,1,5,1,1,4,0,0,3,1,0.9,0,0.26,0.87,0,0.64,0.49,0,1,0,1,-79.91557,-2.11558,0,6.86588308101773,0.32696695181535
"345",15835,13,1,13,1,1,3,1,24,7,0,1,0,0,0,0,1,0,448,1,0,1,-79.894279,-2.1770305,0,20.8800182987089,0.198481583444688
"346",81,6,1,6,1,6,4,0,0,3,1,0,0,0,0,0,0,1,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"347",94,23,3,7.66666666666667,1,3,3,0,0,3,1,0,0,0,1,0,0,1,1133.33333333333,1,1,252,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"348",82,51,1,51,1,2,4,0,0,3,1,0,0,0,0,0,0,1,100,1,0,30,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"349",130,10,2,5,1,1,2,0,0,3,0,0,0,0,0,0,0,0,1200,1,0,25,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"350",58,11,1,11,1,1,5,0,0,3,1,0,0,0,0,0,0,0,0,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"351",63,7,1,7,1,4,1,0,0,3,1,0,0,0,1,0,0,1,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"352",66,2,1,2,1,0,2,0,0,3,1,0,0,0,1,0,0,1,0,1,0,146,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"353",54,1,1,1,1,4,2,0,0,3,1,0,0,0,1,0,0,1,1800,1,0,28,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"354",80,1,1,1,1,1,2,0,0,3,1,0,0,0,1,0,0,1,3000,1,1,92,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"355",182,1,1,1,1,3,2,0,0.0999999999999988,3,0,0,0,0,1,0,0,1,3000,1,0,1,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"356",195,1,1,1,1,3,2,0,0,3,1,1,0,0,1,0,0,1,1200,1,0,24,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"357",116,10,1,10,1,2.79070346320346,2,0,0,3,1,0,0,0,1,0,0,1,200,1,1,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"358",91,2,1,2,1,1,1,1,0,3,1,0,0,0,1,0,0,1,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"359",93,2,1,2,1,5,7,0,0,3,1,0,0,0,1,0,0,1,1800,0,0,28,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"360",134,5,1,5,0,4,2,0,0,3,1,0,0,0,1,0,0,1,1,1,1,1,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"361",135,2,1,2,1,3,2,0,0,3,1,0,0,0,1,0,0,0,1800,1,0,28,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"362",143,6,1,6,1,3.1435,3,0,0,3,1,0,1,0,1,0,0,1,200,1,0,68,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"363",131,23,3,7.66666666666667,1,5,2,0,0,3,1,0,0,0,1,0,0,1,3.33333333333333,1,0,312,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"364",149,7,1,7,1,2,2,0,0,3,1,0,1,0,1,0,0,1,1200,1,0,24,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"365",79,18,1,18,1,2,1,0,0,3,1,0,0,0,1,0,0,1,600,1,1,20,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"366",147,1,1,1,1,2.14190476190476,1,0,0,3,1,0,1,0,1,0,0,1,1200,1,0,24,-79.9731,-2.08942,0,2.52500009536743,1.04999995231628
"367",4866,2,1,2,1,3,2,0,0,3,1,0,0,1,1,1,0,0,150,1,0,51,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"368",36122,90,3,30,1,0,2,1,3,3,1,1,0,0,0,1,0,1,73646.6666666667,1,0,3,-79.88094,-2.25723,7.70869638500125,0,1.49919831025486
"369",40229,8,1,8,1,1,5,1,24,3,0,1,1,0,1,1,0,1,7200,1,0,1,-79.88106,-2.2557,0.100000001490116,0,0
"370",36397,30,1,30,0.99,0,1,1,3,3,1,1,0,0,1,1,0,1,180000,1,0,1,-79.88189,-2.25356,20.3737097105773,7.70869638500125,0
"371",4823,82,1,82,1,0,3,0,0,3,1,0,0,1,1,0,0,0,3,1,1,92,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"372",40227,52,1,52,1,1,5,1,24,3,0,1,1,0,1,1,0,1,3125,1,1,1,-79.88098,-2.25592,0.100000001490116,0,0
"373",38321,34,1,34,1,0,3,1,4,3,1,1,0,0,0,1,0,1,33640,1,0,1,-79.88956,-2.2496,0.949999988079071,3.32146250339649,36.14939815158
"374",4828,1,1,1,1,0,5,0,0,3,1,1,0,1,1,1,0,0,50,1,0,117,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"375",40456,15,1,15,1,2,2,1,3,3,0,1,1,0,1,1,0,1,500,1,1,1,-79.88369,-2.25251,0.100000001490116,0,0
"376",4788,1,1,1,1,0,1,0,0,3,1,0,0,1,1,0,0,0,1,1,0,7,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"377",36378,13,1,13,1,3,2,1,3,3,1,1,0,0,1,1,0,1,21600,1,0,1,-79.88156,-2.25535,20.3737097105773,7.70869638500125,0
"378",36390,24,1,24,1,0,1,1,4,3,1,1,0,0,1,1,0,1,500,1,1,1,-79.88173,-2.25516,20.3737097105773,7.70869638500125,0
"379",36123,19,1,19,1,0,2,1,3,3,1,1,0,0,1,1,0,1,3000,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"380",38276,7,1,7,1,2,5,1,2,7,1,1,0,0,0,0,0,1,24000,1,0,1,-79.8895,-2.25069,0.949999988079071,3.32146250339649,36.14939815158
"381",38286,15,2,7.5,1,0,2,1,2,7,1,1,0,0,0,0,0,1,5250,1,1,2,-79.8894,-2.25029,0.949999988079071,3.32146250339649,36.14939815158
"382",35858,1,1,1,1,0,4,1,12,4,0,1,0,0,1,1,0,0,10500,1,1,1,-79.88167,-2.25697,1.49919831025486,1.33963907229663,18.6080532901632
"383",36105,16,2,8,1,0,6,1,3,3,1,1,0,0,1,1,0,1,41000,1,0,2,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"384",4696,12,1,12,1,2,2,0,0,3,1,0,0,1,1,1,0,0,15,1,0,50,-79.88513,-2.25543,21.4032357865754,0,1.01735645642121
"385",40197,1,1,1,1,0,12,1,24,3,0,1,1,0,1,1,0,1,216000,0,0,1,-79.88126,-2.25722,0.100000001490116,0,0
"386",40505,14,1,14,1,1,2,1,3,3,0,1,1,0,1,1,0,1,144000,1,0,1,999999,999999,0.100000001490116,0,0
"387",38388,13,1,13,1,0,3,1,2,7,1,1,0,0,0,1,0,1,96000,1,0,1,-79.88992,-2.24883,0.949999988079071,3.32146250339649,36.14939815158
"388",36179,3,1,3,1,1,3,1,3,3,1,1,0,0,1,1,1,1,500,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"389",36183,15,1,15,1,5,6,1,2,3,1,1,0,0,1,1,0,1,300,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"390",36041,6,1,6,1,0,4,1,12,3,1,1,0,0,1,1,0,1,324900,1,0,1,-79.88167,-2.25697,7.70869638500125,0,1.49919831025486
"391",38503,11,1,11,1,0,4,1,4,3,1,1,0,0,0,1,0,1,336400,1,0,1,-79.88902,-2.24754,0.949999988079071,3.32146250339649,36.14939815158
"392",41150,1,1,1,1,2,2,1,3,3,0,1,0,0,1,1,0,1,180000,1,0,1,-79.93795,-2.1297,9.21834456471101,0,0
"393",4386,10,2,5,1,2,3,0,0,3,1,1,1,0,1,1,0,0,2625,0,1,2,-79.9462,-2.13019,0.349999994039536,0,0.100000001490116
"394",43911,2,1,2,1,0,1,1,24,3,0,0,0,0,1,1,0,1,252000,1,0,1,-80.07977,-2.23597,0,0,0.722251248325775
"395",43882,210,1,210,0,2,3,1,24,3,0,0,0,0,1,1,0,1,20000,1,0,1,-80.07667,-2.2373,0,0,0.722251248325775
"396",43884,19,1,19,1,1,4,1,24,3,0,0,0,0,1,1,0,1,288000,1,0,1,-80.07892,-2.23646,0,0,0.722251248325775
"397",39180,40,1,40,1,0,4,0,0,3,0,1,0,0,1,1,0,1,216000,1,0,1,-79.90477,-2.25413,0,0.371867176861668,0.050029085886506
"398",39170,21,1,21,1,1,4,0,0,3,0,1,0,0,1,1,1,1,400,1,1,1,-79.90531,-2.25434,0,0.371867176861668,0.050029085886506
"399",39020,1,1,1,1,4,3,0,0,3,0,1,0,0,1,1,1,1,180000,1,0,1,-79.90388,-2.25532,0,0.371867176861668,0.050029085886506
"400",39013,29,1,29,1,0,1,0,0,3,0,1,0,0,1,1,0,1,1000,1,1,146,-79.90369,-2.25517,0,0.371867176861668,0.050029085886506
"401",38939,12,1,12,1,0,2,0,0,3,0,1,0,0,1,1,0,1,800,1,1,1,-79.90433,-2.25534,0,0.371867176861668,0.050029085886506
"402",39134,18,1,18,1,0,5,0,0,3,0,1,0,0,0,1,0,1,180000,1,0,1,-79.90466,-2.25493,0,0.371867176861668,0.050029085886506
"403",38968,56,1,56,1,1,5,0,0,3,0,1,0,0,1,1,0,1,360000,1,0,1,-79.90379,-2.25558,0,0.371867176861668,0.050029085886506
"404",38865,18,1,18,1,1,6,0,0,3,0,1,0,0,1,1,0,1,125,1,1,1,-79.90442,-2.25619,0,0.371867176861668,0.050029085886506
"405",38620,2,1,2,1,3,7,0,0,3,0,1,0,0,1,1,0,1,50,0,0,1,-79.90417,-2.25735,0,0.371867176861668,0.050029085886506
"406",45251,54,1,54,1,2,7,0,0,3,1,1,0,1,1,1,0,1,4200,1,1,1,-79.89902,-2.25446,0,0,0
"407",31253,4,2,2,1,3,2,0,0.0799999999999969,3,1,0.9,0,0,0.39,0,0.25,0.35,0,1,0,2,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"408",45816,19,1,19,1,2,3,0,0,3,1,1,1,1,0,0,0,1,121000,1,0,1,-79.90367,-2.25159,0,0,0.195639428245873
"409",31206,1,1,1,1,0,4,0,0.0999999999999963,3,1,0.89,0,0,0.41,0,0.3,0.228,0,1,1,64,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"410",31179,52,1,52,1,4,2,0,0.139999999999997,3,1,0.87,0,0,0.42,0,0.27,0.29,0,1,0,65,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"411",31342,3,1,3,1,7,5,0,0.0799999999999965,3,1,0.91,0,0,0.29,0,0.23,0.19,0,1,0,13,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"412",31214,5,1,5,1,0,2,0,0.119999999999997,3,1,0.89,0,0,0.37,0,0.24,0.218,0,1,1,64,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"413",45114,10,1,10,1,2,3,0,0,3,1,1,0,0,0,1,0,1,800,0,1,1,-79.90524,-2.25234,0,0,0
"414",31278,2,1,2,1,1,2,0,0.119999999999996,3,1,0.89,0,0,0.4,0,0.24,0.2,0,1,1,23,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"415",31061,1,1,1,1,1,4,0,0.0999999999999962,3,1,0.9,0,0,0.36,0,0.27,0.2,0,1,1,116,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"416",45181,11,1,11,1,0,4,0,0,3,1,1,1,1,0,1,0,1,3000,0,0,1,-79.90754,-2.25344,0,0,0
"417",31136,88,1,88,1,4,3,0,0.119999999999997,3,1,0.92,0,0,0.38,0,0.24,0.26,0,1,1,23,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"418",31227,4,1,4,1,2,2,0,0.0999999999999965,3,1,0.88,0,0,0.45,0,0.22,0.16,0,1,0,92,-79.90182,-2.25334,0.901035836111508,13.1627349893752,37.7713347509126
"419",3818,9,1,9,1,1.03690476190476,1,0,0,3,1,1,0,0,1,1,0,1,127512,1,0,1,-79.91024,-2.24978,0.100000001490116,0,0
"420",3864,32,1,32,1,3,6,0,0,3,1,1,1,0,1,1,0,0,414540,1,0,1,-79.9065,-2.25133,0.100000001490116,0,0
"421",3808,41,1,41,1,2,3,0,0,3,1,1,1,0,1,1,1,0,14880,1,0,1,-79.91011,-2.24912,0.100000001490116,0,0
"422",14869,3,1,3,1,0,2,1,4,7,1,1,1,0,1,1,0,1,4046,1,1,1,-79.91273,-2.23009,0.5,7.87899591386623,0
"423",14858,2,1,2,1,2,4,1,6,7,1,1,0,0,1,0,0,1,64827,0,1,1,-79.91292,-2.23036,0.5,7.87899591386623,0
"424",15232,35,1,35,1,2,4,1,6,7,1,1,0,0,1,1,0,1,17328,1,0,1,-79.91167,-2.22949,0.5,7.87899591386623,0
"425",15290,1,1,1,1,2,3,1,12,3,1,1,0,0,1,1,0,1,256608,1,0,1,-79.91148,-2.22884,0.5,7.87899591386623,0
"426",14922,11,1,11,1,0,2,1,6,3,1,1,0,0,1,1,0,1,254100,1,0,1,-79.91306,-2.22958,0.5,7.87899591386623,0
"427",15118,5,1,5,1,0,5,1,12,3,1,1,0,0,1,0,0,1,201840,1,0.32,1,-79.91244,-2.2276,0.5,7.87899591386623,0
"428",15215,2,1,2,0,1,4,1,12,7,1,1,0,0,1,1,0,1,900,1,0,1,-79.91178,-2.22989,0.5,7.87899591386623,0
"429",14890,9,1,9,1,1,3,1,9,3,1,1,0,0,1,1,0,1,4608,0,1,1,-79.91308,-2.22992,0.5,7.87899591386623,0
"430",15301,318,2,159,1,1,6,1,12,3,1,1,0,0,1,1,0,1,128440,1,1,2,-79.91142,-2.22862,0.5,7.87899591386623,0
"431",15218,1,1,1,0,3,2,1,12,7,1,1,0,0,1,1,0,1,259920,0,0,1,-79.91178,-2.22961,0.5,7.87899591386623,0
"432",14843,16,2,8,1,1,6,1,4,7,1,1,0,0,1,0,0,1,197668.5,1,0,2,-79.91297,-2.23046,0.5,7.87899591386623,0
"433",15244,5,2,2.5,1,0,7,1,12,4,1,1,0,0,1,1,0,1,60250,0,0.425,2,-79.91142,-2.22962,0.5,7.87899591386623,0
"434",16899,9,2,4.5,1,2,2,1,12,3,1,1,0,0,0,1,0,1,167740,1,1,2,-79.91111,-2.22791,0.5,7.87899591386623,0
"435",14943,8,1,8,1,3,4,1,6,3,1,1,0,0,1,1,0,1,275968,1,0,1,-79.91309,-2.2293,0.5,7.87899591386623,0
"436",15052,1,1,1,0,0,2,1,12,3,1,1,0,0,1,0,1,0,980,1,0,1,-79.91357,-2.22805,0.5,7.87899591386623,0
"437",15013,1,1,1,0,0,1,1,6,3,1,1,0,0,1,1,0,1,201840,0.797833333333333,1,1,-79.912835,-2.22835,0.5,7.87899591386623,0
"438",47915,5,1,5,1,0,2,0,0,7,1,1,0,0,0,0,1,0,272250,0.916666666666667,1,1,-79.90456,-2.23266,0,0,0.349999994039536
"439",47935,17,1,17,1,0,5,0,0,7,1,1,0,1,0,1,1,0,2240,1,1,1,-79.9054,-2.23371,0,0,0.349999994039536
"440",47786,13,2,6.5,1,2,6,0,0,7,1,1,0,0,0,0,1,0,49000,1,0,2,-79.8398,-2.23581,0,0.349999994039536,0
"441",47813,1,1,1,1,1,3,0,0,7,1,1,0,0,0,0,1,0,1500,1,0,1,-79.89872,-2.23699,0,0.349999994039536,0
"442",1527,6,1,6,1,1.59,4,0,0,3,1,1,0,0,1,0,0,0,2,1,1,1,-79.90971,-2.23138,1.24122917220353,13.5736877726124,1.0561458430369
"443",8283,3,1,3,1,3,2,1,3,3,1,1,0,0,1,1,0,1,36608,1,1,1,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704
"444",8285,39,1,39,1,3,3,1,3,3,1,1,0,0,1,1,0,1,56000,0,0,1,-79.93777,-2.16048,0.100000001490116,0.101416329068849,11.3128338561704
"445",30248,2,1,2,1,2,2,0,0.279999999999997,3,1,0.77,0,1,1,0,0.34,0.35,0,1,0,24,-79.93841,-2.1502,16.8902811673698,39.9146939668991,2.09536212110431
"446",30095,2,1,2,1,2,6,0,0.279999999999997,3,1,0.76,1,1,1,0,0.34,0.31,0,1,1,18,-79.93841,-2.1502,16.8902811673698,39.9146939668991,2.09536212110431
"447",28723,3,1,3,1,2,4,0,0,1,1,0.7725,0,0.47,1,0,0.5325,0.68,96000,0,0,1,-79.92349,-2.15796,0,0,6.95734092337369
"448",28857,19,1,19,0.94,2,3,0,0,1,1,0.7725,0,0.58,1,0,0.64,0.46,0,0.64,0.29,1,-79.92349,-2.15796,0,0,6.95734092337369
"449",45919,5,1,5,1,1,4,0,0,4,1,1,0,0,0,1,0,1,1000,1,1,1,-79.91653,-2.15031,4.125,40.1999988555908,17.3249998092651
"450",1745,3,1,3,1,2,5,0,0,3,1,1,0,0,1,0,0,0,0,1,1,1,-79.92111,-2.14746,11.8249998092651,1.80000001192092,0
"451",46705,5,1,5,1,1,2,0,0,3,1,1,1,1,1,1,0,0,1500,1,1,1,999999,999999,17.3249998092651,7.04999995231628,0
