"","IDP1","PupaeSum","NumCriaderos","PupaeIndex","LarvaePresence","NumChildren","NumAdults","InterruptFreq","InterruptDurHrs","TrashCollectPerWk","LargeSolidColl","SewerConn","FumigLWs","AbateLWs","BiolarvLWs","CanopyUse","ProtectMesh","BreedingSites","VolCriadero","OutsideLocation","DirtyWater","WaterVol","XCoord","YCoord","week0","week1","week2"
"115",37221,30,2,15,1,1,7,0,0,3,1,0,0,0,0,1,0,1,9375,1,0,2,-79.95175,-2.11711,39.6577286507866,18.0991417865617,12.8008587692668
"116",37243,17,1,17,1,2,4,0,0,7,1,0,0,0,0,1,0,1,1125,1,0,1,-79.95146,-2.118815,39.6577286507866,18.0991417865617,12.8008587692668
"117",37182,6,1,6,1,1,3,0,0,3,1,0,0,0,0,1,0,1,5e+05,1,0,1,-79.95172,-2.1183,39.6577286507866,18.0991417865617,12.8008587692668
"118",37032,16,1,16,1,0,3,1,3,3,1,0,0,0,0,1,0,1,67280,1,0,1,-79.95265,-2.11845,39.6577286507866,18.0991417865617,12.8008587692668
"119",37025,24,1,24,1,2,4,1,12,3,1,0,0,0,0,1,0,1,400,1,0,1,-79.95227,-2.11899,39.6577286507866,18.0991417865617,12.8008587692668
"120",37229,9,1,9,1,1,2,1,2,3,1,0,0,0,0,1,0,1,67280,1,0,1,-79.95139,-2.117536,39.6577286507866,18.0991417865617,12.8008587692668
"121",37021,17,1,17,1,1,7,1,12,3,1,0,0,0,0,1,0,1,269120,1,0,1,-79.9522,-2.118825,39.6577286507866,18.0991417865617,12.8008587692668
"122",45904,3,1,3,1,2,4,0,0,3,1,1,0,0,1,1,0,1,151250,1,1,1,-79.95702,-2.10762,0,0,0
"123",38793,24,2,12,1,0,5,1,2,4,1,0,0,0,0,1,0,1,151380,1,0,2,-79.95315,-2.1092,0.080538297099149,0,0.938923393640136
"124",37335,11,1,11,1,0,3,1,2,3,1,0,0,0,0,1,0,1,125000,1,0,1,-79.95066,-2.1172,40.5392356078982,18.3916150567124,13.1224641646427
"125",47485,132,1,132,1,0,1,0,0,3,1,0,1,1,1,1,0,1,121000,1,0,1,-79.9549,-2.10508,0.100000001490116,0,0
"126",47429,5,1,5,1,1,6,0,0,4,1,0,1,1,1,1,0,1,151250,1,0,1,-79.9528,-2.10544,0.100000001490116,0,0
"127",38813,9,1,9,1,2,2,1,2,4,1,0,0,0,1,1,0,1,100920,1,0,1,-79.95246,-2.11025,0.080538297099149,0,0.938923393640136
"128",38750,9,1,9,1,0,3,0,0,4,1,1,0,0,0,1,0,1,108000,1,0,1,-79.95279,-2.11096,0.080538297099149,0,0.938923393640136
"129",16710,1,1,1,1,0,2,1,8,4,0,0,0,0,1,1,0,1,97470,1,0,1,-79.88164,-2.25697,1.60000002384185,1.56376810969689,5.9856106604461
"130",16631,1,1,1,1,2,2,1,8,4,0,0.46,0,0,1,1,0,1,67280,1,0,1,-79.88164,-2.25697,1.60000002384185,1.56376810969689,5.9856106604461
"131",38689,6,1,6,1,0,5,1,12,3,1,1,0,0,0,1,0,1,67280,0,0,1,-79.95322,-2.11083,0.080538297099149,0,0.938923393640136
"132",47411,5,1,5,1,1,4,0,0,1,1,1,1,0,1,1,0,1,151250,1,0,1,-79.95319,-2.10521,0.100000001490116,0,0
"133",38694,14,1,14,1,1,4,1,2,4,1,0,0,0,0,1,0,1,300,1,1,1,-79.95317,-2.11028,0.080538297099149,0,0.938923393640136
"134",41075,7,1,7,1,3,4,1,3,3,0,0,0,0,1,1,0,1,144000,1,0,1,-79.95029,-2.11201,0,0,0
"135",38785,4,1,4,1,1,4,1,2,4,1,0,0,0,1,1,0,1,269120,1,0,146,-79.95328,-2.10993,0.080538297099149,0,0.938923393640136
"136",41057,6,1,6,1,4,4,1,3,3,0,0,0,0,1,1,1,1,180000,1,0,1,-79.95055,-2.11145,0,0,0
"137",38944,6,1,6,1,2,2,0,0,4,1,0,0,0,1,1,0,1,180000,1,0,1,-79.94948,-2.11101,0.080538297099149,0,0.938923393640136
"138",38898,7,1,7,1,0,2,1,2,3,1,1,0,0,1,1,0,1,32000,1,0,1,-79.95197,-2.10958,0.080538297099149,0,0.938923393640136
"139",38870,17,1,17,1,3,2,1,2,3,1,1,0,0,1,1,0,1,144000,1,0,1,-79.9532,-2.10929,0.080538297099149,0,0.938923393640136
"140",41103,6,1,6,1,2,4,1,3,3,0,0,0,0,1,1,0,1,108000,1,0,1,-79.94956,-2.11191,0,0,0
"141",38965,16,1,16,1,2,2,1,2,4,1,0,0,0,0,1,0,1,2000,1,1,1,-79.94949,-2.1119,0.080538297099149,0,0.938923393640136
"142",38911,4,1,4,1,3,2,1,2,3,1,1,0,0,1,1,0,1,3000,1,1,1,-79.95184,-2.10944,0.080538297099149,0,0.938923393640136
"143",38869,2,1,2,1,4,2,1,2,3,1,1,0,0,1,1,0,1,108000,1,0,1,-79.95328,-2.10934,0.080538297099149,0,0.938923393640136
"144",47465,4,1,4,1,3,4,0,0,3,1,0,1,0,0,1,0,1,151250,1,0,1,-79.95178,-2.10586,0.100000001490116,0,0
"145",38933,8,1,8,1,1,3,0,0,4,1,0,0,0,1,1,0,1,180000,1,0,1,-79.94961,-2.11178,0.080538297099149,0,0.938923393640136
"146",40954,2,1,2,1,1,4,1,3,3,0,0,0,0,1,1,0,1,144000,1,0,1,-79.95213,-2.11064,0,0,0
"147",4952,44,2,22,1,1.8795,3,0,0,3,1,0,0,1,0,1,0,0,60,0,0,244,-79.96073,-2.11048,0,16.5339615696005,0.255685408704451
"148",2953,15,1,15,1,3,5,0,0,3,1,0,1,0,1,1,0,1,1800,1,0,28,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"149",3019,6,1,6,1,3,2,0,0,3,1,0,0,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"150",2940,3,1,3,1,1,3,0,0,3,1,0,1,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"151",2939,7,1,7,1,2.10433333333333,5,0,0,3,1,0,1,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"152",3113,1,1,1,1,2,5,0,0,3,1,0,0,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"153",2968,3,1,3,0,1,4,0,0,3,1,0,1,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"154",2943,12,1,12,1,3,2,0,0,3,1,0,1,0,1,1,0,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"155",2963,6,1,6,1,3,2,0,0,3,1,0,0,0,1,1,0,1,4,1,1,1,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"156",2932,13,1,13,1,1,2,0,0,3,1,0,1,0,1,1,0,0,2,1,1,64,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"157",3008,26,1,26,1,1,2,0,0,3,1,0,1,0,1,0,1,1,200,1,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"158",3005,19,1,19,1,2.16875,3,0,0,3,1,0,0,0,1,1,0,1,20,1,0,67,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"159",2955,3,1,3,1,1,4,0,0,3,1,0,0,0,1,1,0,1,500,1,0,118,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"160",2958,16,1,16,1,2,4,0,0,3,1,0,1,0,1,1,0,1,200,0,0,68,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"161",2972,34,1,34,1,1,5,0,0,3,1,0,1,0,1,1,0,1,150,1,1,51,-79.96209,-2.11592,1.02834147170985,4.24428434036148,41.6873311692169
"162",3583,7,1,7,1,0,2,0,0,3,1,1,1,0,1,1,1,1,297000,1,0,1,-79.90205,-2.19751,0,0,0.453199970434668
"163",3504,5,1,5,1,0,2,0,0,3,1,1,0,0,1,1,0,1,396000,1,0,1,-79.8999,-2.19712,0,0,0.453199970434668
"164",3534,2,1,2,1,1,9,0,0,3,1,1,0,0,1,1,0,1,141680,1,0,1,-79.90506,-2.19489,0,0,0.453199970434668
"165",3597,12,2,6,1,0,4,0,0,3,1,1,0,0,1,1,0,1,30000,1,0,2,-79.90328,-2.1994,0,0,0.453199970434668
"166",3561,2,1,2,1,3,2,0,0,3,1,1,0,0,1,1,0,1,192280,0,0,1,-79.90377,-2.19692,0,0,0.453199970434668
"167",26767,4,1,4,0,0,6,0,0.859999999999998,3,1,0.749428571428571,0,0.18,1,0,0.6325,0.39,0,1,0,146,-79.90533,-2.19457,0,0,0.167800990664588
"168",26735,10,1,10,0,0,5,0,0.859999999999998,3,1,0.749428571428571,0,0.18,1,0,0.61,0.36,0,1,0,146,-79.90533,-2.19457,0,0,0.167800990664588
"169",894,2,1,2,1,2,4,0,0,3,1,1,0,0,1,0,0,1,1200,1,1,24,-79.87638,-2.2805,2.56415737613084,10.8406878644379,0
"170",42584,1,1,1,1,2.1,5,1,3,3,0,1,0,0,0,1,0,1,288000,1,0,1,-79.8729,-2.28307,0,0,0
"171",892,2,1,2,1,1,4,0,0,3,1,1,0,0,1,0,0,1,4,1,1,1,-79.87638,-2.2805,2.56415737613084,10.8406878644379,0
"172",42575,13,1,13,1,2.10944444444444,3,1,3,3,0,1,0,0,0,1,0,1,700,0,0,1,-79.87302,-2.28354,0,0,0
"173",42593,1,1,1,1,2.095,2,1,3,3,0,1,0,0,0,1,0,1,252000,1,0,1,-79.87277,-2.2827,0,0,0
"174",877,3,1,3,1,1,3,0,0,3,1,1,0,0,1,0,0,0,1200,0,0,24,-79.87638,-2.2805,2.56415737613084,10.8406878644379,0
"175",37866,10,1,10,1,2,3,1,3,3,1,1,0,0,1,1,0,1,216000,1,0,1,-79.88286,-2.25716,3.401069011122,36.1650256475139,20.0215768682467
"176",42384,10,1,10,1,6,4,1,4,3,0,1,0,0,1,1,0,1,72000,1,0,1,-79.89215,-2.27142,0,0,0
"177",45686,4,1,4,1,0,3,0,0,3,1,1,0,0,1,1,0,1,25,1,1,1,-79.886101,-2.27384,0.949999988079071,2.375,2.77499997615814
"178",37802,18,1,18,1,3,2,1,2,3,1,1,0,0,1,1,0,1,9000,1,1,1,-79.88332,-2.25669,3.401069011122,36.1650256475139,20.0215768682467
"179",42360,11,1,11,1,2,5,1,4,3,0,1,0,0,1,1,0,1,147,0,1,1,-79.89215,-2.27142,0,0,0
"180",46453,2,1,2,1,2,2,0,0,3,1,1,1,1,1,1,0,1,4800,1,0,1,-79.88737,-2.27359,0.949999988079071,2.375,2.77499997615814
"181",40232,3,1,3,1,1,2,0,0,3,1,1,1,1,1,1,0,1,360,0,0,1,-79.88743,-2.28295,0,0.100000001490116,0
"182",46460,65,4,16.25,1,0,6,0,0,3,1,1,1,1,0,1,0,1,34.75,1,1,4,-79.88766,-2.27327,0.949999988079071,2.375,2.77499997615814
"183",42358,39,2,19.5,1,1,3,1,4,3,0,1,0,0,1,1,0,1,91125,0,0,2,-79.89211,-2.27122,0,0,0
"184",37797,57,1,57,1,1,6,1,2,3,1,1,0,0,1,0,1,1,72000,1,0,1,-79.88318,-2.25716,3.401069011122,36.1650256475139,20.0215768682467
"185",42495,6,1,6,1,1.81904761904762,3,1,4,3,0,1,0,0,0,1,0,0,216000,1,0,1,-79.89817,-2.27048,0,0,0
"186",42506,1,1,1,1,2.40714285714286,6,1,4,3,0,1,1,0,0,1,0,1,700,1,0,1,-79.89902,-2.27038,0,0,0
"187",37853,8,1,8,1,0,3,1,2,3,1,1,0,0,1,1,0,1,288000,1,0,1,-79.88303,-2.25752,3.401069011122,36.1650256475139,20.0215768682467
"188",37839,41,1,41,1,1,3,1,3,3,1,1,0,0,1,1,0,1,360000,1,0,1,-79.88343,-2.25745,3.401069011122,36.1650256475139,20.0215768682467
"189",37800,77,3,25.6666666666667,1,2,5,1,2,4,1,1,0,0,1,1,0,1,6e+05,1,0,3,-79.88354,-2.25708,3.401069011122,36.1650256475139,20.0215768682467
"190",45842,4,1,4,1,3,1,0,0,3,1,1,1,0,0,0,0,1,4500,1,1,1,-79.883041,-2.276346,0.949999988079071,2.375,2.77499997615814
"191",46448,52,1,52,1,4,4,0,0,3,1,1,1,1,1,1,1,1,12000,1,1,146,-79.88654,-2.27419,0.949999988079071,2.375,2.77499997615814
"192",40237,16,1,16,1,4,6,0,0,3,1,1,1,1,1,1,0,1,25000,0,1,1,-79.88794,-2.28254,0,0.100000001490116,0
"193",40495,2,1,2,1,1,7,0,0,3,1,1,0,0,0,1,0,1,288000,1,0,1,-79.87895,-2.26485,0,0.100000001490116,0
"194",37610,11,1,11,1,0,1,1,3,7,1,1,1,0,0,0.92,0,1,67280,1,0,1,-79.88179,-2.25329,3.401069011122,36.1650256475139,20.0215768682467
"195",45859,25,1,25,1,1,3,0,0,3,1,1,1,0,1,0,0,1,900,1,1,1,-79.883005,-2.276463,0.949999988079071,2.375,2.77499997615814
"196",45708,18,1,18,1,2,4,0,0,3,1,1,1,1,0,1,0,1,11250,1,1,1,-79.883986,-2.275188,0.949999988079071,2.375,2.77499997615814
"197",37735,22,1,22,1,1,7,1,2,3,1,1,0,0,1,0.79,0.26,0.93,500,1,0,1,-79.88308,-2.25635,3.401069011122,36.1650256475139,20.0215768682467
"198",42471,15,1,15,1,1.68447619047619,5,1,4,3,0,1,0,0,0,1,0,1,180000,1,0,1,-79.8962,-2.27211,0,0,0
"199",37742,22,1,22,1,1,7,1,2,3,1,1,0,0,1,1,0,1,201840,1,0,1,-79.88319,-2.25635,3.401069011122,36.1650256475139,20.0215768682467
"200",40202,51,1,51,1,1,4,0,0,3,1,1,1,0,1,0,0,1,3125,1,1,1,-79.88775,-2.28355,0,0.100000001490116,0
"201",42546,11,1,11,1,1.77404761904762,3,1,4,3,0,1,0,0,0,1,0,1,216000,1,0,1,-79.89172,-2.269642,0,0,0
"202",42652,2,1,2,1,3,4,1,3,3,0,1,1,0,1,1,0,0,288000,0,0,1,-79.88815,-2.28227,0,0.100000001490116,0.057484839951752
"203",45823,1,1,1,1,5,3,0,0,3,0.96,1,0,1,0,1,0,1,20,1,0,1,-79.884292,-2.274945,0.949999988079071,2.375,2.77499997615814
"204",41708,18,1,18,1,1.44,4,1,2,3,0,1,0,0,1,1,0,1,48000,1,0,1,999999,999999,0,0,0.100000001490116
"205",42679,32,1,32,1,1,6,1,24,3,0,1,0,0,1,1,0,1,96000,1,0,1,-79.88732,-2.27669,0,0.100000001490116,0.057484839951752
"206",42692,80,2,40,1,4,2,1,24,3,0,1,0,0,1,1,0,1,450000,1,0,2,-79.88749,-2.27601,0,0.100000001490116,0.057484839951752
"207",45690,25,1,25,1,0,6,0,0,3,1,1,0,0,1,1,0,1,64000,1,0,1,-79.885606,-2.27433,0.949999988079071,2.375,2.77499997615814
"208",46425,3,2,1.5,1,4,4,0,0,3,1,1,1,1,1,1,0,1,75050,1,0,2,-79.88645,-2.27408,0.949999988079071,2.375,2.77499997615814
"209",42701,98,2,49,1,1,7,0,0,7,0,1,0,0,1,1,0,1,257250,1,0,2,-79.89024,-2.27658,0,0.100000001490116,0.057484839951752
"210",41709,3,1,3,1,1.75,7,1,2,3,0,1,0,0,1,1,0,1,324000,1,0,1,999999,999999,0,0,0.100000001490116
"211",42459,46,1,46,1,2,6,1,4,3,0,1,0,0,0,1,0,1,216000,1,0,2.96333333333333,999999,999999,0,0,0
"212",45689,4,1,4,1,2,3,0,0,3,1,1,1,1,0,1,0,1,1e+05,1,0,1,-79.885795,-2.274285,0.949999988079071,2.375,2.77499997615814
"213",41729,13,1,13,1,1,5,1,2,3,0,1,0,0,0,1,0,1,252000,1,0,1,-79.89195,-2.27487,0,0,0.100000001490116
"214",37627,4,1,4,1,2,5,1,3,7,1,1,0,0,1,1,0,1,36000,1,0,1,-79.88187,-2.25378,3.401069011122,36.1650256475139,20.0215768682467
"215",37628,5,1,5,1,0,4,1,3,7,1,1,0,0,1,1,0,1,288000,0,0,1,-79.88191,-2.25368,3.401069011122,36.1650256475139,20.0215768682467
"216",42726,97,1,97,1,1.94666666666667,7,1,24,3,0,1,0,0,1,1,0,1,144000,1,0,1,-79.88962,-2.7652,0,0.100000001490116,0.057484839951752
"217",42385,13,1,13,1,2,7,1,4,3,0,1,0,0,1,1,0,1,18000,1,0,1,-79.89215,-2.27142,0,0,0
"218",40192,98,2,49,1,0,5,0,0,3,1,1,1,1,1,0,0,1,2750,1,1,2,-79.88759,-2.28355,0,0.100000001490116,0
"219",45696,46,1,46,1,7,3,0,0,3,1,1,0,1,1,1,1,0,64000,1,1,1,-79.885255,-2.274647,0.949999988079071,2.375,2.77499997615814
"220",40523,98,1,98,1,2,5,0,0,3,1,1,0,0,1,1,0,1,25000,1,0,1,-79.8791,-2.26412,0,0.100000001490116,0
"221",41711,66,1,66,1,1.42166666666667,1,1,2,3,0,1,0,0,1,1,0,1,144000,1,0,1,-79.89107,-2.27457,0,0,0.100000001490116
"222",42696,9,1,9,1,2,3,1,24,3,0,1,0,0,1,1,0,1,25000,1,0,1,-79.88766,-2.27604,0,0.100000001490116,0.057484839951752
"223",42437,41,1,41,1,1.96880952380952,2,1,4,3,0,1,0,0,0,1,0,1,320000,1,0,1,-79.89367,-2.27414,0,0,0
"224",41679,41,1,41,1,1.58666666666667,2,1,2,3,0,1,0,0,0,1,0,0,72000,1,0,146,-79.88964,-2.27419,0,0,0.100000001490116
"225",42693,32,1,32,1,3,3,1,24,3,0,1,0,0,1,1,0,1,216000,0,0,1,-79.88621,-2.27735,0,0.100000001490116,0.057484839951752
"226",37670,22,2,11,1,1,2,1,4,3,1,1,0,0,0,0.93,0,1,86350,1,0,2,-79.88138,-2.25848,3.401069011122,36.1650256475139,20.0215768682467
"227",42436,21,1,21,1,1.84492063492063,2,1,4,3,0,1,0,0,0,1,0,1,48000,0,0,1,-79.8945,-2.27429,0,0,0
"228",37654,18,1,18,1,1,2,1,2,0,0.84,1,0,0,0,1,0,1,9000,1,0,1,-79.88216,-2.25543,3.401069011122,36.1650256475139,20.0215768682467
"229",41498,9,1,9,1,1,2,1,2,3,0,1,0,0,1,1,0,1,343,1,1,1,-79.8839,-2.27927,0,0.100000001490116,0.057484839951752
"230",41674,30,1,30,1,1.48,2,1,2,3,0,1,0,0,0,1,0,0,108000,1,0,1,-79.88852,-2.27504,0,0,0.100000001490116
"231",41690,20,1,20,1,1.94604166666667,2,1,2,3,0,1,0,0,1,1,0,1,245,0,0,1,-79.89131,-2.275,0,0,0.100000001490116
"232",42391,22,1,22,1,1.86604166666667,4,1,4,3,0,1,0,0,1,1,0,1,252000,1,1,1,-79.8924,-2.2718,0,0,0
"233",41670,57,1,57,1,1,4,1,2,3,0,1,0,0,0,1,0,1,216000,0,0,1,-79.88963,-2.27485,0,0,0.100000001490116
"234",42388,32,1,32,1,2,4,1,4,3,0,1,0,0,1,1,0,1,144000,0,0,1,-79.89325,-2.27191,0,0,0
"235",33748,30,1,30,0,0,2,0,0,3,1,1,0,1,0.25,0,0.18,0.308,0,1,0,64,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"236",33578,3,1,3,1,0,4,0,0,3,1,1,0,0.14,0.0499999999999999,0,0.21,0.228,0,1,0.03,116,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"237",31628,15,2,7.5,1,0,2,0,0,3,1,1,0,0,0,0,0.17,0.378,0,1,0,2,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"238",42549,40,1,40,1,1,4,1,4,3,0,1,0,0,1,1,0,1,288000,0,0,1,-79.8924,-2.27175,0,0,0
"239",33946,1,1,1,1,1,5,0,0,3,1,1,0,1,0.21,0,0.15,0.23,0,0,0,12,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"240",31129,68,1,68,1,1,6,0,0,3,1,1,0,0,0,0,0.19,0.41,0,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"241",33206,10,1,10,1,2,2,0,0,3,1,1,0,0,0.0399999999999999,0,0.16,0.2,0,1,0,64,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"242",33690,20,1,20,1,5,3,0,0,3,1,1,0,0.1,0.0199999999999999,0,0.14,0.23,0,1,1,5,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"243",33623,1,1,1,0,0,4,0,0,3,1,1,1,0.53,0.21,0,0.23,0.288,0,1,0,50,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"244",31653,179,2,89.5,1,0,1,0,0,3,1,1,0,0,0,0,0.32,0.328,0,1,1,24,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"245",42651,12,1,12,1,2,2,1,4,3,0,1,1,0,1,1,0,1,288000,1,0,1,-79.88922,-2.27209,0,0,0
"246",33569,5,1,5,1,2,1,0,0,3,1,1,0,0.221666666666667,0.23,0,0.181111111111111,0.68,180000,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"247",31151,15,3,5,1,2,3,0,0,3,1,1,0,0,0,0,0.17,0.25,0,1,0,3,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"248",33594,10,1,10,1,4,6,0,0,3,1,1,0,0.19,0.23,0,0.231111111111111,0.69,108000,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"249",42731,9,1,9,1,2.04714285714286,1,1,4,3,0,1,0,0,1,1,0,0,360000,1,0,1,-79.88746,-2.27443,0,0,0
"250",31114,31,1,31,1,0,3,0,-3.49942297361849e-15,3,1,1,1,0,0,0,0.16,0.278,0,1,0,23,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"251",31621,3,1,3,1,1,3,0,-3.48610029732299e-15,3,1,1,0,0,0,0,0.17,0.2,0,0,0,68,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"252",31625,55,2,27.5,1,5,5,0,0,3,1,1,0,0,0,0,0.18,0.26,0,1,1,31,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"253",43523,29,1,29,1,2,3,0,0,3,1,1,1,1,1,1,0,1,150,1,1,1,-79.887396,-2.27312,7.77631252521201,1.24122917220353,13.5736877726124
"254",30956,33,2,16.5,1,3,2,0,0,3,0.94,1,0,1,0.29,0,0.16,0.27,0,0,0,52,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"255",30988,2,1,2,1,1,4,0,0,3,1,1,1,0,0.21,0,0.19,0.42,0,0.91,0.0633333333333333,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"256",43029,1,1,1,1,2,4,0,0,3,1,1,0,0,0,1,0,1,75,0.873333333333333,1,1,-79.89232,-2.26886,1.75614577151132,2.15000009536743,7.77631252521201
"257",31120,3,1,3,1,0,1,0,0.119999999999996,3,1,1,1,1,0.24,0,0.16,0.248,0,1,1,12,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"258",31585,5,1,5,1,0,3,0,0,3,1,1,0,0,0,0,0.19,0.218,0,1,0,23,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"259",34609,6,1,6,1,3,4,0,-4.13447054370408e-15,3,1,1,0,0.123333333333333,-9.10382880192628e-17,0,0.16,0.16,0,1,0,23,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"260",43042,5,1,5,1,2,9,0,0,3,1,1,0,0,0,0.73,1,1,2500,1,1,1,-79.89014,-2.227058,1.75614577151132,2.15000009536743,7.77631252521201
"261",42571,14,1,14,1,1.95985119047619,3,1,4,3,0,1,0,0,1,1,0,1,216000,1,0,1,-79.89032,-2.27302,0,0,0
"262",42645,35,1,35,1,1,3,1,4,3,0,1,1,0,1,1,0,1,288000,1,0.05125,1,-79.89038,-2.27186,0,0,0
"263",42629,7,1,7,1,1,4,1,4,3,0,1,1,0,1,1,0,1,216000,1,0,1,-79.89069,-2.2717,0,0,0
"264",33121,6,2,3,1,1,3,0,-3.95683485976406e-15,3,1,1,0,0.14,0.00999999999999992,0,0.21,0.17,0,1,0,106,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"265",33153,1,1,1,1,3,1,0,-3.58379992349001e-15,3,1,1,1,0,0.08,0,0.2,0.23,0,1,0,44,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"266",31540,1,1,1,1,0,1,0,0,3,1,1,0,0,0,0,0.22,0.378,0,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"267",31548,5,1,5,1,1,5,0,0,3,1,1,0,0,0,0,0.18,0.35,0,1,0,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"268",42613,20,1,20,1,2,7,1,4,3,0,1,0,0,1,1,0,1,48000,1,0,1,-79.8406,-2.27249,0,0,0
"269",33163,16,1,16,1,3,2,0,-3.13082892944294e-15,3,1,1,0.34,0.21,0.07,0,0.17,0.21,0,0,0,83,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"270",42639,25,1,25,1,2,5,1,4,3,0,1,1,0,1,1,0,1,512000,1,0,1,-79.89061,-2.27167,0,0,0
"271",31069,13,1,13,1,0,5,0,0,3,1,1,0,0,0,0,0.19,0.358,0,1,1,1,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"272",45752,5,1,5,1,0,5,0,0,3,0.8,1,1,1,1,1,0,0,5400,1,1,1,999999,999999,7.77631252521201,1.24122917220353,13.5736877726124
"273",43495,15,1,15,1,3,9,0,0,3,0.371666666666667,1,1,1,1,0,0,0.92,12000,1,0,1,-79.89014,-2.271738,7.77631252521201,1.24122917220353,13.5736877726124
"274",42564,10,1,10,1,6,10,1,4,3,0,1,0,0,1,1,0,1,288000,1,0,1,-79.89088,-2.2733,0,0,0
"275",31610,13,1,13,1,0,6,0,0,3,1,1,0,0,0,0,0.21,0.238,0,1,0,23,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"276",42694,40,1,40,1,2,4,1,4,3,0,1,1,0,1,1,0,1,324000,1,0,1,-79.88953,-2.272,0,0,0
"277",42700,104,1,104,1,2,4,1,4,3,0,1,1,0,1,1,0,1,750000,1,0,1,-79.88953,-2.272,0,0,0
"278",33064,16,1,16,1,2,4,0,-4.00124378074906e-15,1,1,1,0,0.23,0.06,0,0.19,0.22,0,1,0,83,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"279",31002,5,1,5,1,1,2,0,0,3,1,1,1,0.101666666666667,0.0499999999999999,0,0.16,0.22,0,1,0,68,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"280",34588,32,2,16,1,0,5,0,-3.76143560743003e-15,3,1,1,1,0.19,0.06,0,0.19,0.258,0,1,0,208,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"281",30891,13,1,13,1,2,3,0,0,3,1,1,1,0.07,0.0499999999999999,0,0.22,0.21,0,1,1,92,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"282",30907,4,1,4,1,3,5,0,0,3,1,1,1,0,0,0,0.16,0.21,0,1,0,23,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
"283",30911,35,2,17.5,1,0,5,0,0,3,1,1,0,0.18,0.06,0,0.22,0.258,0,1,0,180,-79.89243,-2.27359,12.2249999046325,22.0499992370605,2.39999997615814
